Easting,Northing,Moisture,Yield
592414.375,4267743.500,9.4,2921
592414.375,4267744.000,9.3,3291
592414.375,4267745.000,9.3,3753
592415.000,4267746.000,9.4,3720
592415.000,4267746.500,9.3,3428
592415.000,4267748.000,9.3,3414
592415.000,4267748.500,9.3,2761
592415.000,4267749.000,9.4,2558
592415.000,4267750.500,9.4,2876
592414.938,4267751.500,9.4,3804
592414.938,4267752.000,9.4,4049
592414.938,4267753.000,9.4,3471
592414.938,4267754.000,9.5,3416
592414.938,4267755.000,9.5,3693
592414.938,4267756.000,9.5,3661
592414.875,4267757.000,9.5,4171
592414.875,4267757.500,9.4,3980
592414.875,4267758.500,9.4,3949
592414.875,4267760.000,9.4,4071
592414.875,4267760.500,9.4,4219
592414.875,4267761.500,9.4,3917
592414.813,4267762.500,9.5,3880
592414.188,4267763.000,9.5,3905
592414.125,4267764.000,9.5,4303
592414.125,4267765.500,9.5,4036
592414.125,4267766.000,9.7,4330
592414.125,4267767.000,9.8,4383
592414.125,4267768.000,9.8,4004
592414.125,4267768.500,9.8,3742
592414.063,4267769.500,9.9,4082
592414.063,4267771.000,9.8,4033
592414.063,4267771.500,9.8,4428
592414.063,4267772.500,9.7,4523
592414.688,4267773.500,9.6,4676
592414.063,4267774.000,9.5,4003
592414.688,4267775.500,9.6,4044
592414.688,4267776.500,9.5,4950
592414.688,4267777.000,9.9,4474
592414.000,4267778.000,9.8,4218
592414.000,4267779.000,9.9,3769
592414.000,4267780.000,9.9,4193
592413.938,4267781.000,9.9,4226
592413.938,4267782.000,9.8,4066
592413.938,4267783.000,9.8,3849
592413.938,4267784.000,9.7,3506
592413.938,4267784.500,9.7,3519
592413.875,4267785.500,9.5,3745
592413.875,4267786.500,9.5,3055
592413.875,4267787.500,9.7,4273
592413.875,4267788.500,9.7,3858
592414.500,4267789.500,9.8,3605
592414.500,4267790.500,9.9,4070
592414.500,4267790.500,9.9,3910
592414.500,4267792.500,9.9,3898
592414.500,4267793.500,9.9,3980
592414.438,4267794.500,9.9,4049
592414.438,4267795.500,9.7,4021
592414.438,4267796.000,9.7,3470
592414.438,4267797.500,9.5,3725
592414.438,4267798.500,9.7,4650
592414.438,4267799.000,9.9,4538
592414.375,4267800.500,9.9,4082
592414.375,4267801.000,9.9,4187
592414.375,4267802.500,9.9,3898
592414.375,4267803.500,9.9,4553
592414.375,4267804.000,9.8,4197
592414.375,4267805.000,9.5,3888
592414.313,4267806.500,9.7,4175
592414.313,4267807.000,9.6,4244
592414.313,4267808.000,9.7,4599
592414.313,4267809.000,9.8,3786
592414.313,4267809.500,9.7,3713
592414.313,4267810.500,9.9,3602
592414.250,4267812.000,9.6,3451
592414.250,4267812.500,9.5,3280
592414.250,4267814.000,9.5,4022
592414.250,4267815.000,9.7,3699
592414.250,4267815.500,9.9,3345
592414.188,4267816.500,9.9,3447
592414.188,4267817.500,9.9,3731
592413.500,4267818.500,9.9,3410
592413.500,4267819.500,9.9,3898
592413.500,4267820.500,9.8,4312
592413.500,4267821.000,9.9,3929
592413.500,4267822.500,9.7,4599
592413.500,4267823.000,9.6,4797
592413.438,4267824.000,9.7,4997
592413.438,4267825.500,9.7,3873
592413.438,4267826.000,9.7,4400
592413.438,4267827.000,9.9,4641
592413.438,4267828.000,9.8,5044
592413.375,4267829.000,9.9,3808
592413.375,4267830.000,9.9,4538
592413.375,4267831.000,9.8,4056
592413.375,4267831.500,9.9,4308
592413.375,4267833.000,9.8,4769
592413.375,4267834.000,9.7,4691
592413.313,4267834.500,9.7,4348
592413.313,4267836.000,9.7,4825
592413.313,4267837.000,9.5,4729
592413.313,4267838.000,9.6,5068
592413.313,4267839.500,9.8,3986
592413.250,4267840.000,9.8,4124
592413.250,4267841.500,9.8,4712
592413.938,4267842.500,10.0,4596
592413.875,4267843.500,10.0,5065
592413.875,4267845.000,10.0,4383
592413.875,4267846.000,10.0,4604
592413.875,4267847.500,10.0,4908
592413.813,4267848.500,9.9,4284
592413.813,4267849.500,9.7,3900
592413.813,4267851.000,9.9,4201
592413.813,4267852.000,10.0,4972
592413.125,4267853.500,9.7,4198
592413.125,4267854.000,9.6,3948
592448.938,4267863.000,9.7,2015
592448.938,4267862.000,9.9,1734
592448.938,4267860.500,10.0,3244
592448.938,4267859.000,9.9,2434
592449.000,4267857.500,9.9,2206
592449.000,4267855.500,9.8,5360
592449.000,4267854.500,9.7,2596
592449.063,4267852.500,9.9,2995
592449.063,4267851.000,10.0,6275
592449.750,4267850.000,9.9,5659
592449.750,4267849.500,10.0,6350
592449.750,4267848.000,9.7,6268
592449.750,4267847.500,9.6,5947
592449.750,4267846.500,9.6,6744
592449.750,4267845.500,9.7,6227
592449.813,4267845.000,9.9,5984
592449.813,4267844.000,10.0,6067
592449.813,4267843.000,9.9,5697
592449.813,4267842.000,9.9,5718
592449.813,4267841.000,9.7,4960
592449.875,4267840.000,9.7,5178
592449.875,4267839.000,9.9,5489
592449.875,4267838.000,10.0,5299
592449.875,4267837.000,10.0,5336
592449.875,4267836.000,10.0,5632
592449.875,4267835.000,9.9,5009
592449.938,4267834.500,9.7,4980
592449.938,4267833.000,9.5,5239
592449.938,4267832.000,9.9,5611
592449.938,4267831.500,9.9,5669
592449.938,4267830.000,9.7,4767
592450.000,4267829.000,9.9,4828
592450.000,4267828.500,9.7,4504
592450.000,4267827.000,9.6,4443
592450.000,4267826.000,9.6,4579
592450.000,4267825.500,9.6,4965
592450.000,4267824.500,9.9,5040
592450.063,4267823.000,9.9,5130
592450.063,4267822.500,9.8,5257
592450.063,4267821.500,9.9,5386
592449.438,4267820.500,9.7,4702
592450.063,4267819.500,9.5,4834
592449.438,4267818.500,9.6,5589
592450.125,4267817.500,9.5,5093
592450.125,4267816.500,9.8,5064
592450.125,4267815.500,9.9,5412
592450.125,4267814.500,9.7,5043
592450.125,4267813.500,9.9,5393
592449.500,4267812.500,9.7,5056
592449.500,4267812.000,9.6,4984
592449.500,4267811.000,9.7,4650
592449.563,4267809.500,9.8,4210
592449.563,4267809.000,9.9,4590
592449.563,4267808.000,9.9,5322
592449.563,4267806.500,9.9,4456
592449.563,4267806.000,10.0,4619
592449.563,4267805.000,9.7,5069
592450.250,4267804.000,9.5,4286
592450.250,4267803.000,9.5,4526
592450.313,4267802.000,9.7,4052
592450.313,4267801.000,9.7,4221
592450.313,4267800.000,9.8,4197
592450.313,4267799.000,9.7,4337
592450.313,4267798.000,9.8,5488
592450.313,4267797.000,9.7,5024
592450.375,4267795.500,9.5,5162
592450.375,4267795.000,9.6,5602
592450.375,4267794.000,9.6,5216
592450.375,4267793.000,9.7,5088
592450.375,4267792.000,9.7,4741
592450.438,4267791.000,9.7,5461
592450.438,4267790.000,9.9,5398
592450.438,4267789.500,9.7,4825
592450.438,4267788.000,9.5,5414
592450.438,4267787.500,9.5,5105
592450.438,4267786.500,9.6,4676
592450.500,4267785.500,9.8,4616
592450.500,4267784.500,9.9,4314
592450.500,4267783.500,9.8,4479
592450.500,4267782.500,9.9,4899
592450.500,4267782.000,9.8,4628
592450.500,4267781.000,9.5,4383
592450.563,4267779.500,9.5,4659
592450.563,4267779.000,9.6,4706
592450.563,4267778.000,9.7,4510
592450.563,4267777.000,9.9,4726
592450.563,4267776.500,9.7,4246
592450.625,4267775.000,9.8,4679
592450.625,4267774.000,9.8,4235
592450.625,4267773.500,9.5,4144
592450.625,4267772.000,9.7,4574
592450.625,4267771.000,9.5,4622
592450.625,4267770.500,9.7,4420
592450.688,4267769.500,9.8,4640
592450.688,4267768.500,9.7,4066
592450.688,4267767.500,9.9,4290
592450.688,4267766.500,9.7,4420
592450.688,4267765.500,9.3,4953
592450.750,4267764.500,9.6,4740
592450.750,4267763.000,9.8,4107
592450.750,4267762.500,9.8,4036
592450.750,4267761.500,9.9,4180
592450.750,4267760.500,9.9,4231
592450.750,4267760.000,9.7,3718
592450.813,4267759.000,9.6,3948
592450.813,4267758.000,9.7,3384
592450.813,4267757.000,9.8,3252
592450.813,4267756.000,9.9,4308
592450.813,4267755.500,9.9,3608
592450.813,4267754.000,10.1,3549
592450.875,4267753.500,9.9,3795
592450.875,4267752.500,9.7,3409
592450.875,4267751.500,9.9,4218
592450.875,4267750.500,9.9,4015
592450.875,4267749.500,9.9,3788
592450.875,4267748.500,9.9,4417
592450.938,4267747.500,9.8,3849
592450.938,4267746.500,9.8,3471
592450.938,4267745.500,9.7,3937
592450.938,4267744.500,9.7,3821
592450.938,4267743.500,9.9,3544
592451.000,4267742.500,9.8,3541
592451.000,4267741.500,9.9,3320
592451.000,4267740.500,9.9,3352
592451.000,4267739.500,9.7,3653
592451.000,4267738.500,9.8,3688
592451.000,4267737.500,9.9,3583
592451.063,4267737.000,9.9,3017
592451.063,4267735.500,9.9,4206
592451.063,4267735.000,9.8,3894
592451.063,4267733.500,9.6,3265
592451.063,4267732.500,9.7,3261
592451.125,4267732.000,9.9,3595
592451.125,4267730.500,10.0,3407
592451.125,4267729.500,10.1,3024
592451.125,4267729.000,9.7,2682
592451.125,4267728.000,9.8,3316
592451.125,4267727.000,9.9,2807
592451.188,4267726.500,10.0,2481
592451.188,4267725.000,9.9,2414
592451.188,4267724.000,10.0,2456
592451.188,4267723.500,9.9,3055
592451.188,4267722.500,9.7,3390
592451.188,4267721.500,10.0,3061
592451.250,4267721.000,10.0,2606
592451.250,4267719.500,10.1,2473
592451.250,4267718.500,9.8,3168
592451.250,4267717.500,9.7,3060
592451.250,4267716.500,10.1,3005
592451.313,4267715.500,10.0,2676
592451.313,4267714.500,10.0,2322
592451.313,4267713.000,9.9,1975
592451.313,4267712.500,9.8,2008
592451.313,4267711.000,9.9,1908
592451.375,4267710.000,9.9,2079
592451.375,4267709.000,9.9,1947
592451.375,4267707.500,9.8,1831
592451.375,4267707.000,9.7,1935
592451.375,4267705.500,9.9,2032
592451.438,4267704.500,9.9,1528
592451.438,4267703.000,9.9,1877
592451.438,4267702.000,9.8,1614
592450.813,4267701.000,9.7,1701
592451.438,4267699.500,9.9,1856
592451.500,4267698.500,10.0,1643
592451.500,4267697.500,10.0,1669
592451.500,4267696.500,9.8,1821
592451.500,4267696.500,9.7,1387
592451.500,4267694.000,9.7,2153
592451.563,4267693.000,9.9,1798
592451.563,4267691.500,9.8,1285
592451.563,4267691.000,9.9,1681
592451.563,4267689.500,9.8,1715
592451.625,4267688.000,9.7,1966
592451.625,4267687.500,9.9,2036
592451.625,4267686.000,9.9,1931
592451.625,4267685.000,10.1,1922
592451.625,4267683.500,10.0,2197
592451.688,4267682.500,9.9,1990
592451.688,4267681.500,9.7,1960
592451.688,4267680.000,9.9,1990
592451.688,4267679.500,10.0,2167
592451.688,4267678.000,10.1,2243
592451.750,4267677.000,10.2,1798
592451.750,4267676.000,10.0,1721
592451.750,4267674.500,10.0,2109
592451.750,4267673.500,9.9,2000
592451.750,4267672.500,10.2,2406
592451.813,4267671.500,10.1,2127
592451.813,4267670.500,10.2,2725
592451.813,4267669.000,10.0,2163
592451.813,4267668.000,9.8,2007
592451.875,4267666.500,9.9,2588
592451.875,4267666.000,10.1,2345
592451.875,4267664.500,10.0,2193
592451.875,4267663.500,10.0,2076
592451.875,4267662.500,10.0,1590
592451.938,4267661.000,9.9,1873
592451.938,4267660.000,9.9,1698
592451.938,4267659.000,10.1,2149
592451.938,4267657.500,10.0,1964
592451.938,4267656.500,10.0,1838
592452.000,4267655.500,9.9,2304
592452.000,4267654.500,9.7,2296
592452.000,4267653.000,9.9,2083
592452.000,4267652.000,10.2,1803
592452.000,4267651.000,9.9,2350
592452.063,4267649.500,10.0,2051
592452.063,4267648.500,9.9,2266
592452.063,4267647.500,9.8,2564
592452.063,4267646.500,10.0,2491
592452.125,4267645.000,10.1,2250
592452.125,4267644.000,10.1,1742
592452.125,4267642.500,10.2,2470
592452.125,4267641.500,10.2,2406
592452.125,4267640.500,10.1,2249
592452.188,4267639.000,9.9,2159
592452.188,4267638.000,9.9,2090
592452.188,4267637.000,10.1,2371
592452.188,4267635.500,10.1,1932
592452.188,4267635.000,10.0,2074
592452.250,4267633.500,10.2,2470
592452.250,4267632.500,9.9,2371
592452.250,4267631.000,9.8,2371
592452.250,4267630.000,10.0,2197
592452.313,4267629.000,10.1,2452
592452.313,4267627.500,10.2,2190
592452.313,4267626.500,10.2,2183
592452.313,4267625.500,10.1,2744
592452.313,4267624.500,10.2,3114
592452.375,4267623.000,10.2,2660
592452.375,4267622.000,10.0,2474
592452.375,4267621.000,9.9,2499
592452.375,4267619.500,9.9,2549
592452.375,4267618.500,9.9,2722
592452.438,4267617.000,10.1,2737
592452.438,4267616.000,10.2,2709
592452.438,4267615.000,10.2,2800
592452.438,4267613.500,10.2,2929
592452.500,4267612.500,10.2,2568
592452.500,4267611.500,9.9,2592
592452.500,4267610.500,9.8,2845
592452.500,4267609.000,9.9,2500
592452.500,4267608.000,10.2,2794
592452.563,4267607.000,10.2,2395
592452.563,4267605.500,10.0,3007
592452.563,4267605.000,10.0,2804
592452.563,4267603.500,10.0,2838
592452.563,4267602.500,9.9,2322
592452.625,4267601.500,9.9,2423
592452.625,4267600.000,10.0,2302
592452.625,4267599.500,10.0,2320
592452.625,4267598.000,10.2,2929
592452.625,4267597.000,10.2,2794
592452.688,4267596.000,10.2,2697
592452.688,4267594.500,10.2,2465
592452.688,4267593.500,10.0,2395
592452.688,4267592.000,10.2,2356
592452.688,4267591.500,10.2,2518
592452.750,4267590.000,10.2,2909
592452.750,4267588.500,10.2,2248
592452.750,4267587.500,10.2,2270
592452.750,4267586.500,10.2,2305
592452.813,4267585.500,9.9,2027
592452.813,4267584.000,10.1,2209
592452.813,4267583.000,10.2,2147
592452.813,4267582.000,10.0,1954
592452.813,4267580.500,10.1,1938
592452.875,4267580.000,10.1,1826
592452.875,4267578.500,9.9,2292
592452.875,4267577.500,9.9,2371
592452.875,4267576.500,9.9,2259
592452.875,4267575.000,10.2,2433
592452.938,4267574.000,10.3,2440
592452.938,4267572.500,10.2,2676
592452.938,4267572.000,10.3,2272
592453.625,4267570.500,10.3,2328
592453.625,4267569.500,10.3,2371
592453.625,4267568.500,10.1,2284
592453.688,4267567.000,10.1,2029
592453.688,4267566.500,10.1,2266
592453.688,4267565.000,10.0,2237
592453.688,4267564.000,10.2,2654
592453.688,4267563.000,10.2,2776
592453.750,4267561.500,10.2,2924
592453.750,4267560.500,10.2,2903
592453.750,4267559.000,10.2,2941
592453.750,4267558.500,10.3,2264
592453.750,4267557.000,10.2,2514
592453.813,4267555.500,10.2,2834
592453.813,4267555.000,10.0,2756
592453.813,4267553.500,9.9,2472
592453.813,4267553.000,10.0,2653
592453.813,4267551.500,9.9,2977
592453.875,4267550.000,9.9,2901
592453.875,4267549.500,10.0,2583
592453.875,4267548.000,9.9,2802
592453.875,4267547.500,10.1,2754
592453.875,4267546.000,10.2,2297
592453.938,4267544.500,10.2,2410
592453.938,4267544.000,10.3,2673
592453.938,4267542.500,10.0,2994
592453.938,4267541.500,10.2,3005
592453.938,4267540.500,10.3,2894
592454.000,4267539.000,10.2,2307
592454.000,4267538.000,9.9,2603
592454.000,4267537.000,9.9,2476
592454.000,4267536.000,10.0,2415
592454.063,4267534.500,10.2,2460
592454.063,4267533.500,10.3,2484
592454.063,4267532.500,10.3,2145
592454.063,4267531.000,10.1,1997
592454.063,4267530.500,10.2,2519
592454.125,4267529.000,10.2,3070
592454.125,4267528.000,10.1,2126
592454.125,4267527.000,10.2,2183
592454.125,4267525.500,10.1,2343
592454.125,4267525.000,10.3,2289
592454.188,4267523.500,10.2,2439
592454.188,4267522.500,10.2,2346
592454.188,4267521.000,10.0,2865
592454.188,4267520.000,10.1,2672
592454.188,4267519.000,10.0,2899
592454.250,4267517.500,10.1,2922
592454.250,4267516.500,10.1,2754
592454.250,4267515.500,10.0,2989
592454.250,4267514.000,10.1,3096
592454.313,4267513.500,10.0,2821
592454.313,4267512.000,10.1,2771
592454.313,4267511.000,10.1,2608
592454.313,4267510.000,10.2,2745
592454.313,4267508.500,10.2,2568
592454.375,4267507.500,10.2,2804
592454.375,4267506.500,10.1,2570
592454.375,4267505.500,10.2,2356
592454.375,4267504.000,10.2,3060
592454.375,4267503.000,10.0,2952
592454.438,4267502.000,10.0,3320
592453.750,4267500.500,9.7,3482
592453.750,4267500.000,9.9,3269
592453.813,4267498.500,10.2,2844
592453.813,4267497.500,10.2,2638
592453.813,4267496.000,9.9,3046
592461.875,4267489.500,5.0,2333
592461.875,4267490.000,5.0,783
592461.875,4267490.000,5.0,552
592461.188,4267490.500,5.0,993
592461.188,4267491.500,5.0,1333
592461.188,4267492.500,5.0,1329
592461.188,4267493.000,6.6,808
592461.188,4267493.500,8.9,1088
592461.813,4267495.000,9.3,1206
592461.813,4267495.500,9.5,1200
592461.813,4267496.500,9.7,1298
592461.750,4267498.000,9.7,1969
592461.750,4267498.500,10.0,2768
592461.750,4267499.500,10.2,2407
592461.750,4267500.500,10.2,2603
592461.750,4267501.500,10.3,1967
592461.688,4267503.000,10.4,2362
592461.688,4267503.500,10.4,2555
592461.688,4267505.000,10.6,3166
592461.688,4267506.500,10.4,2479
592461.688,4267507.000,10.4,2576
592461.625,4267508.500,10.5,2634
592461.625,4267509.000,10.6,2236
592461.625,4267510.500,10.5,2309
592461.625,4267511.500,10.5,2750
592461.625,4267512.500,10.5,2750
592461.563,4267514.000,10.3,2673
592461.563,4267515.000,9.9,2779
592462.250,4267516.000,9.9,2041
592462.250,4267517.000,9.9,2287
592462.188,4267518.000,10.0,2604
592461.500,4267519.500,10.2,2676
592461.500,4267520.500,10.0,3106
592461.500,4267521.500,10.2,2937
592461.500,4267523.000,10.2,2913
592461.500,4267523.500,9.9,2598
592461.438,4267524.500,9.7,2654
592461.438,4267526.000,9.7,2922
592461.438,4267527.000,9.9,2974
592461.438,4267528.000,9.9,2257
592461.438,4267529.000,10.1,2446
592461.375,4267530.000,10.1,2700
592461.375,4267531.500,10.2,2959
592462.063,4267532.500,10.1,2518
592462.000,4267533.500,10.0,2773
592462.000,4267534.500,9.9,2672
592461.313,4267536.000,9.7,2384
592462.000,4267537.000,9.9,2632
592462.000,4267538.000,10.0,3011
592461.313,4267539.000,10.0,2903
592461.313,4267540.000,10.1,2253
592461.250,4267541.500,10.1,2502
592461.250,4267542.500,10.2,2484
592461.250,4267543.500,10.2,2377
592461.250,4267544.500,10.1,3077
592461.250,4267545.500,9.9,3099
592461.188,4267546.500,9.8,3584
592461.188,4267548.000,10.0,2592
592461.188,4267548.500,10.0,3305
592461.188,4267550.500,10.1,2994
592461.188,4267551.000,10.1,2922
592461.125,4267552.000,10.2,2913
592461.125,4267553.500,10.0,2733
592461.125,4267554.500,10.2,2937
592461.125,4267555.500,9.9,3155
592461.125,4267556.500,9.7,3109
592461.063,4267557.500,9.7,2741
592461.063,4267559.000,9.8,3248
592461.063,4267559.500,10.0,3407
592461.063,4267561.000,10.1,3132
592461.063,4267562.000,10.2,2829
592461.000,4267563.000,10.2,2829
592461.000,4267564.000,10.3,2822
592461.000,4267565.500,10.2,2439
592461.000,4267566.500,10.1,3044
592461.000,4267567.000,9.9,3165
592460.938,4267568.500,9.7,3031
592460.938,4267569.500,9.7,2728
592460.938,4267570.500,9.8,3027
592460.938,4267572.000,9.8,3186
592460.938,4267572.500,9.9,3597
592460.875,4267573.500,9.9,3133
592460.875,4267575.000,9.9,3643
592460.875,4267576.000,9.8,2800
592460.875,4267577.000,9.7,2484
592460.875,4267578.000,9.9,3115
592460.813,4267579.500,10.0,3152
592460.813,4267580.500,10.0,2670
592460.813,4267581.500,10.0,3078
592460.813,4267582.500,10.2,3156
592460.813,4267583.500,10.1,2582
592460.750,4267584.500,9.9,2264
592460.750,4267586.000,9.7,2957
592460.750,4267587.000,9.8,2703
592460.750,4267588.000,9.9,2668
592460.750,4267589.500,9.9,3061
592460.063,4267590.000,9.9,2950
592460.000,4267591.500,10.1,3137
592460.000,4267592.000,10.2,3162
592460.000,4267593.500,9.9,3239
592460.000,4267594.500,9.7,2923
592460.000,4267595.500,10.1,2922
592459.938,4267597.000,10.1,2773
592459.938,4267597.500,10.1,2520
592459.938,4267599.000,10.1,2890
592459.938,4267600.000,10.1,2557
592459.938,4267601.000,10.2,2852
592460.563,4267602.500,9.9,2706
592460.563,4267603.000,9.6,2575
592459.875,4267604.500,10.0,2776
592459.875,4267605.500,10.1,2916
592460.500,4267606.500,10.1,2536
592459.875,4267607.500,10.3,2639
592459.813,4267608.500,10.2,3002
592459.813,4267610.000,10.2,2484
592459.813,4267611.000,10.3,2780
592459.813,4267612.000,10.2,2572
592459.813,4267613.000,9.9,2327
592459.750,4267614.000,10.0,2176
592459.750,4267615.500,9.7,2066
592459.750,4267616.500,9.9,2754
592459.750,4267617.500,10.0,2342
592459.688,4267619.000,10.0,2265
592459.688,4267620.000,10.1,3049
592459.688,4267621.000,10.2,2724
592459.688,4267622.500,10.1,2771
592459.688,4267623.500,10.2,2865
592459.625,4267624.500,10.1,2381
592459.625,4267625.500,10.0,2519
592459.625,4267627.000,9.9,2624
592459.625,4267628.000,9.8,2588
592459.625,4267629.000,10.0,2177
592459.563,4267630.500,10.1,2754
592459.563,4267631.000,10.1,3041
592459.563,4267632.500,10.2,2421
592459.563,4267633.500,10.2,2559
592459.563,4267634.500,10.1,3082
592459.500,4267636.000,10.1,2672
592459.500,4267637.000,9.9,2400
592459.500,4267638.000,9.8,2959
592459.500,4267639.000,10.0,3016
592459.438,4267640.000,10.0,2703
592459.438,4267641.500,10.2,2773
592459.438,4267642.000,10.3,2732
592459.438,4267643.500,10.2,3043
592459.438,4267644.500,10.4,2908
592459.375,4267645.500,10.1,2778
592459.375,4267647.000,10.0,2789
592459.375,4267647.500,9.9,3027
592459.375,4267649.000,10.2,2608
592459.375,4267650.000,10.3,2448
592459.313,4267651.000,10.2,2027
592459.313,4267652.000,10.2,2740
592459.313,4267653.000,10.1,3096
592459.313,4267654.000,10.2,2583
592459.313,4267655.500,10.0,2930
592459.313,4267656.000,10.0,2960
592459.250,4267657.500,9.9,2382
592459.250,4267658.500,10.1,2725
592459.250,4267659.500,10.2,2770
592459.250,4267661.000,10.3,2632
592459.188,4267662.000,10.3,2829
592459.188,4267663.000,10.3,2726
592459.188,4267664.000,10.2,3440
592459.188,4267665.000,10.2,3244
592459.188,4267666.500,10.0,2606
592459.125,4267667.000,10.1,2928
592459.125,4267668.500,9.9,3160
592459.125,4267669.000,10.0,2988
592459.125,4267670.500,10.2,2866
592459.125,4267671.500,10.1,3078
592458.438,4267672.500,10.0,2576
592458.438,4267672.500,10.0,2472
592458.375,4267674.500,9.9,2370
592458.375,4267675.500,9.8,2139
592458.375,4267677.000,9.8,1889
592458.375,4267678.000,9.5,2910
592458.375,4267679.000,9.7,3201
592458.375,4267680.000,10.0,2756
592459.000,4267681.000,10.0,2983
592458.313,4267682.000,10.0,3076
592458.313,4267683.000,10.0,2808
592458.313,4267684.000,9.9,3137
592458.250,4267685.500,9.8,2819
592458.250,4267686.000,9.6,2709
592458.250,4267687.500,9.4,2428
592458.250,4267688.500,9.4,2399
592458.250,4267689.500,9.6,2359
592458.250,4267690.500,9.6,2353
592458.188,4267691.500,9.4,2726
592458.188,4267692.500,9.4,3083
592458.188,4267694.000,9.4,3070
592458.188,4267694.500,9.4,2825
592458.188,4267696.000,9.6,2733
592458.125,4267697.000,9.8,2780
592458.125,4267698.000,9.9,2440
592458.125,4267699.000,9.8,2326
592458.125,4267699.500,9.9,2126
592458.125,4267701.000,10.1,2088
592458.063,4267702.000,9.9,2358
592458.063,4267703.000,9.8,2443
592458.063,4267704.000,9.9,1998
592458.063,4267705.000,10.0,2234
592458.063,4267706.000,10.0,2524
592458.000,4267707.500,10.0,2664
592458.000,4267708.000,10.1,2146
592458.000,4267709.500,10.2,2415
592458.000,4267710.500,10.0,2717
592458.000,4267711.000,9.9,2382
592457.938,4267712.500,10.0,2408
592457.938,4267713.500,10.0,2433
592457.938,4267714.500,10.1,2168
592457.938,4267716.000,10.3,2772
592457.938,4267716.500,10.1,2690
592457.938,4267717.500,10.2,3104
592457.875,4267719.000,10.3,3107
592457.875,4267720.000,10.2,2572
592457.875,4267721.000,10.0,3002
592457.875,4267721.500,10.1,2667
592457.875,4267723.000,10.2,3260
592457.813,4267724.000,10.3,3165
592457.813,4267725.000,10.3,3372
592457.813,4267726.500,10.3,3171
592457.813,4267727.000,10.3,2922
592457.813,4267728.000,10.3,3287
592457.750,4267729.000,10.3,2864
592457.750,4267730.000,10.3,2846
592457.750,4267731.000,10.0,3060
592457.750,4267732.500,10.0,2949
592457.750,4267733.500,10.1,2772
592457.688,4267734.500,10.0,3336
592457.688,4267735.500,10.0,3382
592457.688,4267736.500,10.0,3614
592457.688,4267738.000,10.0,3678
592457.688,4267738.500,10.0,4208
592457.625,4267739.500,10.0,3899
592457.625,4267741.000,10.1,4064
592457.625,4267741.500,10.0,4104
592457.625,4267743.000,10.0,4468
592457.625,4267744.000,9.9,4652
592457.563,4267745.000,9.8,4436
592457.563,4267746.500,9.8,3954
592457.563,4267747.000,9.8,3693
592457.563,4267748.500,9.8,3525
592457.563,4267749.000,9.8,3820
592457.500,4267750.500,10.0,3819
592457.500,4267751.500,10.0,3957
592457.500,4267752.000,10.1,4284
592457.500,4267753.500,10.0,4950
592457.500,4267754.500,10.1,4574
592457.500,4267755.500,10.2,4570
592457.438,4267756.500,10.1,4720
592457.438,4267757.500,10.1,4173
592457.438,4267758.500,10.0,4208
592457.438,4267760.000,10.0,4305
592457.438,4267760.500,9.9,4762
592457.375,4267762.000,9.8,4006
592457.375,4267763.000,10.0,3825
592457.375,4267764.000,10.0,3633
592457.375,4267765.000,10.1,4110
592457.375,4267766.000,10.1,4284
592457.313,4267767.000,10.1,4499
592457.313,4267768.000,10.1,4725
592457.313,4267769.000,10.2,5196
592457.313,4267770.000,10.2,4664
592457.313,4267771.500,10.0,4788
592457.250,4267772.000,10.0,4973
592457.250,4267773.000,9.9,4723
592457.250,4267774.000,10.0,4371
592457.250,4267775.000,10.2,4617
592457.250,4267776.500,10.3,5171
592457.250,4267777.000,10.3,4757
592457.188,4267778.500,10.3,4798
592457.188,4267779.500,10.3,4935
592457.188,4267780.500,10.3,4994
592457.188,4267781.500,10.3,4873
592457.188,4267782.500,10.0,4482
592457.125,4267783.500,9.9,5216
592457.125,4267785.000,9.8,4481
592457.125,4267785.500,9.9,4902
592457.125,4267787.000,10.0,5114
592457.125,4267788.000,10.1,4875
592457.750,4267789.000,10.2,4876
592457.750,4267790.000,10.0,4880
592457.750,4267790.500,10.2,4632
592457.688,4267792.000,10.2,5047
592457.063,4267793.500,10.0,5274
592457.000,4267794.000,10.1,4968
592457.000,4267795.000,9.9,5153
592457.000,4267796.000,9.8,4884
592457.000,4267797.500,10.0,5268
592457.000,4267798.500,10.0,5009
592456.938,4267799.500,10.0,5049
592456.938,4267801.000,10.0,5368
592456.938,4267801.500,10.0,4790
592456.938,4267803.000,10.0,4945
592456.938,4267804.000,10.0,4120
592456.875,4267805.000,9.9,4613
592456.875,4267806.000,9.8,4703
592456.875,4267807.000,9.7,3883
592456.875,4267808.500,9.7,4353
592456.875,4267809.500,9.8,4339
592456.813,4267810.000,10.0,4763
592456.813,4267811.500,10.0,4331
592457.500,4267812.500,10.1,4972
592457.438,4267813.500,10.0,4812
592457.438,4267815.000,10.0,5646
592457.438,4267815.500,10.1,5711
592456.750,4267817.000,10.0,4677
592456.750,4267818.000,9.9,4816
592457.375,4267819.000,9.9,5901
592457.375,4267820.000,9.8,5105
592457.375,4267821.000,9.9,5452
592457.375,4267822.000,9.9,5940
592457.375,4267823.000,10.1,5776
592457.313,4267824.000,10.1,5560
592457.313,4267825.000,10.2,5514
592457.313,4267826.500,10.2,5731
592457.313,4267827.000,10.2,5686
