Easting,Northing,Moisture,Yield
592227.375,4267815.500,9.8,4731
592227.375,4267815.000,9.9,4940
592227.438,4267813.500,10.0,4094
592227.438,4267812.500,10.0,4327
592227.438,4267811.500,10.0,4935
592227.438,4267810.000,10.0,4150
592227.438,4267809.000,10.0,4115
592227.500,4267808.500,10.0,4358
592227.500,4267807.000,10.0,4670
592227.500,4267806.000,9.8,4572
592227.500,4267805.000,9.8,4266
592227.500,4267803.500,9.8,4574
592227.563,4267803.000,9.9,4357
592227.563,4267801.500,9.9,4449
592227.563,4267800.500,10.0,4398
592227.563,4267799.500,10.0,4493
592227.563,4267798.000,9.9,4424
592227.625,4267797.000,10.0,4331
592227.625,4267796.000,10.0,4482
592227.625,4267795.500,9.9,4064
592227.625,4267794.000,9.8,4424
592227.625,4267793.000,10.0,4224
592227.688,4267792.000,10.1,3835
592227.688,4267790.500,9.9,4204
592227.688,4267790.000,10.1,4642
592227.688,4267788.500,10.1,4066
592227.688,4267787.500,9.9,3848
592227.750,4267786.500,9.9,4091
592227.750,4267785.000,10.0,4207
592227.750,4267784.500,10.1,3819
592227.750,4267783.000,10.1,3559
592227.750,4267782.000,10.1,3658
592227.813,4267781.000,10.1,4314
592227.813,4267780.000,10.1,3745
592227.813,4267779.000,9.9,3695
592227.813,4267778.000,10.0,3413
592227.813,4267776.500,10.1,3456
592227.875,4267776.000,10.1,3269
592227.875,4267774.500,10.2,3568
592227.875,4267773.500,10.1,3369
592227.875,4267772.500,9.9,2992
592227.875,4267771.000,9.9,3764
592227.938,4267770.500,10.1,2811
592227.938,4267769.000,10.1,2754
592227.938,4267768.000,10.1,2707
592227.938,4267767.000,10.0,2482
592227.938,4267766.000,10.1,2220
592228.000,4267765.000,10.0,2322
592228.000,4267763.500,9.9,2811
592228.000,4267762.500,9.9,2986
592228.000,4267761.500,10.1,2503
592228.000,4267760.000,10.1,2806
592228.063,4267759.500,10.1,3302
592228.063,4267758.500,10.1,2638
592228.063,4267757.000,10.1,2538
592228.063,4267756.000,9.9,2846
592228.063,4267755.000,9.9,2822
592228.125,4267754.000,10.0,2860
592228.125,4267753.000,10.0,2949
592228.813,4267751.500,10.1,2887
592228.813,4267751.000,10.0,2717
592228.813,4267749.500,9.9,2137
592228.813,4267748.500,9.9,2910
592228.188,4267747.500,9.9,2986
592228.188,4267746.500,10.0,2855
592228.188,4267746.000,10.1,2780
592228.188,4267744.500,9.9,2650
592228.250,4267743.000,9.9,2440
592228.250,4267742.000,9.9,3386
592228.250,4267741.000,10.1,2843
592228.250,4267740.000,10.1,2801
592228.250,4267739.000,10.1,2633
592228.313,4267737.500,10.0,2781
592228.313,4267737.000,9.9,2752
592228.313,4267735.500,9.9,2383
592228.313,4267734.500,10.1,2621
592228.313,4267733.500,10.1,2411
592229.000,4267732.000,10.1,2528
592229.063,4267731.000,10.0,2908
592229.063,4267730.000,9.9,2521
592229.063,4267729.000,10.0,2629
592229.063,4267728.000,10.1,2785
592229.063,4267726.500,10.1,2107
592229.063,4267726.000,10.1,2520
592229.125,4267724.500,10.2,2290
592229.125,4267723.500,10.1,2295
592229.125,4267722.500,10.1,1879
592229.125,4267721.500,10.3,2509
592229.125,4267720.500,10.2,2050
592229.188,4267719.000,10.2,1929
592229.188,4267718.000,10.1,1948
592229.188,4267717.000,10.1,2084
592229.188,4267716.000,10.2,2149
592229.188,4267715.000,10.1,2153
592229.250,4267714.000,10.2,2340
592229.250,4267712.500,10.0,1967
592228.563,4267712.000,10.1,1642
592229.250,4267710.500,10.1,1801
592229.250,4267709.500,10.1,1931
592229.313,4267708.500,10.0,2316
592228.625,4267707.500,10.1,1885
592228.625,4267706.500,9.9,1776
592228.688,4267705.000,10.0,2000
592228.688,4267704.500,10.1,1814
592228.688,4267703.000,10.1,1773
592228.688,4267701.500,10.1,1823
592228.688,4267701.000,10.0,1502
592228.750,4267699.500,9.9,2100
592228.750,4267699.000,9.9,2287
592228.750,4267697.500,10.0,3049
592228.750,4267696.000,10.1,3236
592229.438,4267695.500,10.2,2802
592229.438,4267694.000,10.1,3217
592229.438,4267693.500,9.9,3397
592228.813,4267692.000,9.9,2846
592229.500,4267691.000,10.1,2679
592229.500,4267690.000,10.3,2835
592228.875,4267689.000,10.1,2661
592229.500,4267688.000,9.9,2341
592229.563,4267687.000,9.8,2430
592229.563,4267685.500,9.8,2311
592228.875,4267684.500,10.0,2698
592229.563,4267683.500,9.8,2239
592229.563,4267682.500,9.8,2623
592229.625,4267681.500,9.9,2209
592229.625,4267680.000,10.0,2160
592228.938,4267679.500,10.0,2568
592229.000,4267678.000,10.0,2414
592229.625,4267677.000,9.9,2103
592229.000,4267676.000,9.9,2315
592229.000,4267675.000,10.0,2165
592229.000,4267674.000,10.1,1823
592229.063,4267672.500,10.1,1518
592229.063,4267671.500,9.9,1788
592229.063,4267671.000,9.8,2007
592229.063,4267669.500,10.0,2205
592229.063,4267668.500,10.1,2141
592229.125,4267667.000,10.2,2285
592229.125,4267666.000,10.1,2486
592229.125,4267665.000,10.0,2743
592229.125,4267663.500,10.0,2733
592229.125,4267663.000,10.1,2729
592229.188,4267661.500,10.2,2778
592229.188,4267660.000,10.2,2033
592229.188,4267659.500,10.1,2209
592229.188,4267658.000,10.0,2482
592229.188,4267657.500,9.8,2483
592229.250,4267656.000,10.1,2287
592229.250,4267654.500,10.0,3118
592229.250,4267654.000,10.1,3165
592229.250,4267652.500,10.1,3261
592229.313,4267651.500,10.0,2676
592229.313,4267650.500,10.0,2745
592229.313,4267649.000,10.0,2306
592229.313,4267648.500,10.1,2628
592229.313,4267647.500,10.0,2490
592228.688,4267646.500,10.0,2860
592228.688,4267645.000,10.0,2738
592229.375,4267644.000,9.7,3445
592229.375,4267643.500,9.8,3606
592228.750,4267642.000,9.8,3662
592229.375,4267641.000,10.0,3475
592228.750,4267640.000,10.1,3715
592228.750,4267638.500,10.1,3479
592228.750,4267637.500,9.9,3126
592228.813,4267636.500,9.7,2911
592228.813,4267635.500,10.0,3441
592228.813,4267634.500,10.2,2873
592228.813,4267633.000,10.0,2808
592228.813,4267632.000,10.2,3556
592228.875,4267631.000,10.0,3068
592228.875,4267630.000,9.8,2930
592228.875,4267629.000,10.0,2846
592228.875,4267627.500,10.1,3250
592228.875,4267627.000,10.1,2843
592228.938,4267625.500,10.1,2840
592228.938,4267624.500,10.2,2862
592228.938,4267623.500,10.0,3054
592228.938,4267622.000,9.9,3320
592229.000,4267621.000,10.0,2743
592229.000,4267620.000,10.2,3156
592229.000,4267619.000,10.2,3637
592229.000,4267618.000,10.1,3247
592229.000,4267616.500,10.0,3062
592229.000,4267616.000,10.0,3531
592229.063,4267614.500,9.9,3035
592229.063,4267613.500,10.0,3288
592229.063,4267612.500,10.0,3140
592229.063,4267611.000,10.0,3508
592229.063,4267610.500,10.1,3539
592229.125,4267609.500,10.2,3291
592229.125,4267608.000,10.2,3287
592229.125,4267607.000,10.1,3578
592229.125,4267606.000,10.0,3644
592229.125,4267605.000,9.9,4068
592229.188,4267604.000,9.8,3584
592229.188,4267602.500,10.0,3975
592229.188,4267601.500,10.0,7550
592229.188,4267600.500,10.0,4272
592229.188,4267599.500,10.0,3961
592229.250,4267598.000,9.9,4357
592229.250,4267597.000,10.0,3819
592229.250,4267596.000,9.9,3609
592229.250,4267595.000,9.8,3698
592229.313,4267594.000,9.7,3689
592229.313,4267593.000,9.8,4454
592229.313,4267591.500,9.8,4696
592229.313,4267591.000,9.8,5111
592229.313,4267589.500,10.0,4590
592229.313,4267588.500,10.0,2495
592229.375,4267586.500,9.8,4686
592229.375,4267585.500,9.9,5019
592229.375,4267584.500,9.8,5070
592229.375,4267583.000,9.8,5267
592229.438,4267582.500,9.8,4583
592229.438,4267581.000,9.7,5290
592229.438,4267580.000,10.0,4869
592229.438,4267579.000,10.0,4456
592229.438,4267577.500,10.0,4467
592229.500,4267577.000,9.9,4710
592229.500,4267575.500,10.0,5078
592229.500,4267574.500,9.8,4868
592229.500,4267573.500,9.9,4975
592230.188,4267572.000,9.9,4822
592229.563,4267571.000,9.8,4994
592230.250,4267570.000,9.8,5220
592230.250,4267569.000,9.8,5058
592230.250,4267568.000,9.9,5072
592230.250,4267566.500,9.9,4949
592230.250,4267566.000,10.0,5148
592230.313,4267564.500,10.0,5033
592230.313,4267563.500,9.9,4795
592230.313,4267562.000,10.0,5449
592230.313,4267561.000,10.0,4950
592230.313,4267560.000,9.7,4906
592230.375,4267559.000,9.8,5094
592230.375,4267558.000,9.8,5256
592230.375,4267556.500,9.7,4349
592230.375,4267555.500,10.0,4455
592230.375,4267554.500,9.9,5454
592230.438,4267553.000,9.8,5868
592230.438,4267552.500,9.9,5186
592230.438,4267551.000,10.0,4857
592230.438,4267550.000,9.7,5739
592230.438,4267549.500,9.6,5183
592230.500,4267547.500,9.7,4349
592230.500,4267547.000,9.9,4776
592230.500,4267546.000,9.9,4467
592230.500,4267544.500,9.9,4641
592230.500,4267543.500,9.9,5066
592230.563,4267542.500,9.8,4786
592230.563,4267541.500,9.8,4663
592230.563,4267540.500,9.7,4854
592230.563,4267539.000,9.6,4800
592230.563,4267538.500,9.6,4439
592230.625,4267537.000,9.7,4883
592230.625,4267536.000,9.8,5303
592230.625,4267535.000,10.0,4719
592230.625,4267533.500,10.0,5048
592230.625,4267533.000,10.0,5304
592230.688,4267531.500,9.9,5368
592230.688,4267530.500,9.8,4897
592230.688,4267529.500,9.9,5053
592230.688,4267528.500,10.0,4874
592230.688,4267527.500,10.0,5697
592230.750,4267526.000,10.0,4978
592230.063,4267525.000,10.3,5011
592230.063,4267524.000,10.1,4904
592230.125,4267522.500,10.2,4611
592230.125,4267522.000,10.2,4431
592230.125,4267520.500,10.1,4254
592230.125,4267519.500,10.0,4835
592230.125,4267518.500,10.1,4784
592230.188,4267517.000,10.1,5424
592230.188,4267516.500,10.2,4611
592230.188,4267515.000,10.3,4403
592230.188,4267514.000,10.2,4904
592230.188,4267513.000,10.1,4563
592230.250,4267511.500,10.1,5217
592230.250,4267511.000,10.1,5229
592230.250,4267509.500,10.0,4595
592230.250,4267508.500,10.3,4861
592230.938,4267507.500,10.3,5000
592230.938,4267506.000,10.3,4936
592231.000,4267505.000,10.5,5145
592230.313,4267504.000,10.4,4763
592231.000,4267503.000,10.4,5137
592231.000,4267502.000,10.3,4797
592231.000,4267501.000,10.2,5057
592230.375,4267500.000,10.3,5556
592230.375,4267498.500,10.5,4990
592230.375,4267497.500,10.6,4782
592230.375,4267496.500,10.6,5100
592230.438,4267495.500,10.3,4890
592230.438,4267494.500,10.6,4744
592230.438,4267493.500,10.9,4779
592230.438,4267492.000,10.7,4243
592283.688,4267488.500,10.7,2229
592283.688,4267490.500,10.8,2355
592283.625,4267493.000,10.9,2044
592283.625,4267495.000,10.9,2294
592283.563,4267497.500,10.7,5208
592283.563,4267498.500,10.9,5224
592283.563,4267499.500,10.9,4777
592283.563,4267501.000,11.1,4941
592283.500,4267502.000,11.0,4764
592283.500,4267503.000,11.2,4983
592283.500,4267504.000,11.2,4682
592283.500,4267505.500,11.0,4928
592283.500,4267507.000,11.0,5159
592283.438,4267508.000,10.9,4932
592283.438,4267509.000,11.0,4525
592283.438,4267510.000,11.2,4632
592283.438,4267511.500,11.1,5405
592283.438,4267512.500,11.2,4893
592283.375,4267514.000,11.3,5219
592283.375,4267515.000,11.3,4978
592283.375,4267516.000,11.2,5404
592283.375,4267518.000,11.1,5208
592283.313,4267518.500,11.1,4848
592283.313,4267520.000,10.9,5869
592283.313,4267521.000,10.8,5658
592283.313,4267522.500,10.8,5660
592283.250,4267523.500,11.0,5435
592283.250,4267525.000,11.3,4973
592283.250,4267526.000,11.2,5792
592283.250,4267527.000,11.1,5181
592283.250,4267528.500,11.1,5611
592283.188,4267529.500,11.2,5319
592283.188,4267531.000,11.2,5380
592283.188,4267532.000,11.0,4958
592283.188,4267533.500,10.9,5375
592283.125,4267534.500,10.9,4937
592283.125,4267535.500,10.9,5289
592283.125,4267537.000,11.1,4742
592283.125,4267538.000,11.1,4601
592283.125,4267539.500,11.0,5197
592283.063,4267540.500,11.1,5359
592283.063,4267542.000,11.0,5127
592283.063,4267543.000,11.0,5117
592283.063,4267544.500,11.1,4911
592283.000,4267545.500,10.9,5630
592283.000,4267547.000,10.8,5360
592283.000,4267548.500,10.7,5349
592283.000,4267549.500,10.8,5324
592283.000,4267551.000,10.9,5472
592282.938,4267552.000,11.0,5158
592282.938,4267553.500,11.0,5640
592282.938,4267554.500,11.0,5146
592283.563,4267556.000,11.0,5980
592283.563,4267557.000,11.0,5764
592283.563,4267558.500,11.0,5324
592283.563,4267559.500,10.8,5631
592283.500,4267561.000,10.8,5335
592283.500,4267562.000,10.9,5497
592283.500,4267563.500,11.0,5069
592283.500,4267565.000,11.0,5536
592283.438,4267566.000,11.1,5925
592283.438,4267567.500,11.1,5861
592283.438,4267568.500,11.0,5481
592283.438,4267570.000,11.0,5561
592283.375,4267571.000,11.0,5694
592283.375,4267572.500,10.9,4969
592283.375,4267573.500,10.8,5952
592283.375,4267575.000,10.7,5721
592283.313,4267576.000,10.8,5775
592283.313,4267577.500,10.9,5117
592283.313,4267578.500,11.0,4980
592283.313,4267580.000,11.1,5668
592283.313,4267581.500,11.1,6102
592283.250,4267582.500,11.0,5796
592283.250,4267584.000,11.1,5802
592283.250,4267585.000,10.8,6021
592283.250,4267586.500,10.8,6115
592283.188,4267587.500,10.8,5862
592283.188,4267589.000,10.8,4896
592283.188,4267590.000,10.7,6102
592283.188,4267591.500,10.8,5572
592283.125,4267592.500,10.9,5128
592283.125,4267594.000,11.0,5703
592283.125,4267595.000,11.2,5510
592283.125,4267596.500,11.1,5417
592283.063,4267598.000,11.1,5668
592283.063,4267598.500,10.8,5908
592283.063,4267600.000,10.9,6336
592283.063,4267601.000,10.8,6352
592283.063,4267603.000,10.9,5458
592283.000,4267603.500,10.9,6207
592283.000,4267605.000,10.8,6150
592283.000,4267606.500,10.8,6056
592283.000,4267607.500,10.7,5766
592282.938,4267609.000,10.8,5815
592282.938,4267610.000,11.0,5822
592282.938,4267611.000,10.8,6278
592282.938,4267612.500,10.8,6115
592282.938,4267614.000,10.9,5749
592282.875,4267615.000,10.9,5650
592282.875,4267616.000,10.9,5856
592282.875,4267617.500,11.0,5561
592282.875,4267618.500,10.8,5281
592282.813,4267620.000,10.8,6520
592282.813,4267621.000,10.8,5434
592282.813,4267622.500,11.0,5858
592282.125,4267623.000,10.8,5901
592282.813,4267624.500,10.9,5828
592282.750,4267626.000,11.0,5551
592282.750,4267627.000,11.0,6122
592282.750,4267628.500,10.8,5901
592282.063,4267629.500,10.9,5468
592282.063,4267631.000,10.8,6371
592282.063,4267632.000,10.7,5785
592282.000,4267633.500,10.7,5849
592282.000,4267634.500,10.6,5935
592282.000,4267636.000,10.8,5749
592282.000,4267636.500,11.0,5842
592281.938,4267638.000,10.9,5970
592281.938,4267639.500,10.8,6382
592281.938,4267640.500,10.9,6775
592281.938,4267642.000,10.7,5766
592281.875,4267643.000,10.8,6150
592281.875,4267644.500,10.8,6075
592281.875,4267645.500,10.6,6171
592281.875,4267647.000,10.6,6409
592281.875,4267648.000,10.4,6709
592281.813,4267649.500,10.6,6527
592281.813,4267650.500,10.6,6245
592281.813,4267652.000,10.6,6177
592281.813,4267653.000,10.7,6496
592281.750,4267654.500,10.8,6283
592281.750,4267655.500,10.8,6322
592281.750,4267657.000,10.9,6191
592281.750,4267658.500,10.8,6257
592281.688,4267659.500,10.8,6352
592281.688,4267661.000,10.8,5966
592281.688,4267662.000,10.6,6255
592281.688,4267663.000,10.6,6716
592281.688,4267664.000,10.5,6469
592281.625,4267665.500,10.7,6204
592281.625,4267667.000,11.0,5772
592281.625,4267668.000,10.9,6300
592281.625,4267669.500,10.9,5575
592281.563,4267670.500,10.8,5996
592281.563,4267672.000,10.7,6017
592281.563,4267673.000,10.7,5746
592281.563,4267674.500,10.6,6339
592281.500,4267675.500,10.5,5816
592281.500,4267677.000,10.7,6031
592281.500,4267678.000,10.7,6190
592281.500,4267679.000,10.8,6089
592281.500,4267680.500,10.8,6209
592281.438,4267681.500,10.8,5901
592281.438,4267683.500,10.8,6583
592281.438,4267684.000,10.8,6441
592281.438,4267685.500,10.7,6322
592281.375,4267686.500,10.6,5939
592281.375,4267688.000,10.5,6306
592281.375,4267689.000,10.6,5831
592281.375,4267690.500,10.8,6283
592281.375,4267692.000,10.8,6011
592281.313,4267693.000,11.0,5960
592281.313,4267694.000,10.9,6133
592281.313,4267695.000,10.8,5839
592281.313,4267696.500,10.8,5924
592281.250,4267697.500,10.7,6308
592281.250,4267699.000,10.5,5945
592281.250,4267700.000,10.6,6442
592281.250,4267701.500,10.6,5712
592281.188,4267703.000,10.7,6140
592281.188,4267704.000,10.8,5869
592281.188,4267705.500,10.9,5641
592281.188,4267706.500,10.8,6017
592281.188,4267708.000,10.8,5177
592281.125,4267709.000,10.8,5419
592281.125,4267710.000,10.7,5666
592281.125,4267711.000,10.8,5414
592281.125,4267712.500,10.6,5780
592281.063,4267714.000,10.8,5794
592281.063,4267715.000,10.8,5878
592281.063,4267716.500,11.0,5565
592281.063,4267717.500,11.0,6147
592281.063,4267719.000,11.0,5452
592281.000,4267719.500,10.8,6021
592281.000,4267721.500,10.8,5843
592281.000,4267722.500,10.7,5914
592281.000,4267723.500,10.6,6112
592280.938,4267725.000,10.7,5568
592280.938,4267726.000,10.8,6079
592280.938,4267727.500,10.9,5133
592280.938,4267728.500,10.9,5591
592280.938,4267728.500,10.9,6024
592280.875,4267731.000,10.9,5478
592280.875,4267732.500,10.8,6050
592280.875,4267733.500,10.8,5324
592280.875,4267735.000,10.7,5794
592280.813,4267736.000,10.6,6222
592280.813,4267737.500,10.6,5622
592280.813,4267738.500,10.8,5547
592280.813,4267740.000,10.9,5774
592280.750,4267741.000,10.8,5710
592280.750,4267742.000,10.8,6017
592280.750,4267743.500,10.8,6214
592280.750,4267744.500,10.8,5694
592280.750,4267746.000,10.6,6054
592280.688,4267747.000,10.6,6229
592280.688,4267748.500,10.6,5504
592280.688,4267749.500,10.6,6260
592280.688,4267751.000,10.7,6176
592280.625,4267752.000,10.8,6198
592280.625,4267753.500,10.8,5379
592280.625,4267755.000,10.8,5375
592280.625,4267755.000,10.8,6116
592280.625,4267757.000,10.8,6124
592280.563,4267758.000,10.7,5934
592279.875,4267759.500,10.6,5799
592279.875,4267760.500,10.6,6354
592280.563,4267762.000,10.6,6404
592279.875,4267763.500,10.6,5988
592279.813,4267764.500,10.7,5736
592279.813,4267765.500,10.8,6026
592279.813,4267767.000,10.8,6139
592279.813,4267768.000,10.8,5755
592279.813,4267769.000,10.8,6228
592279.750,4267770.500,10.7,5888
592279.750,4267771.500,10.6,5854
592279.750,4267773.000,10.6,6092
592279.750,4267774.500,10.5,5906
592279.688,4267775.500,10.5,6623
592279.688,4267777.000,10.7,6412
592279.688,4267778.000,10.8,6046
592280.313,4267779.500,10.8,6169
592280.313,4267780.500,10.8,6563
592280.313,4267782.000,10.8,5517
592280.313,4267783.000,10.7,6334
592280.250,4267784.500,10.6,6112
592279.625,4267785.500,10.6,6478
592279.563,4267787.000,10.6,6018
592279.563,4267788.500,10.7,5598
592279.563,4267789.500,10.7,6185
592279.563,4267790.500,10.8,6475
592279.500,4267792.000,10.8,5982
592279.500,4267793.000,10.8,6021
592279.500,4267794.500,10.8,5908
592279.500,4267795.500,10.8,6243
592280.125,4267796.500,10.8,6465
592280.125,4267798.000,10.6,6037
592280.125,4267799.500,10.6,6068
592280.063,4267801.000,10.6,6226
592280.063,4267802.000,10.4,6352
592279.375,4267803.000,10.4,6522
592279.375,4267804.500,10.5,6152
592279.375,4267805.500,10.6,6755
592279.375,4267807.000,10.7,5943
592279.313,4267808.000,10.8,6425
592279.313,4267809.500,10.8,6130
592279.313,4267810.500,10.8,6430
592279.313,4267812.000,10.8,5908
592279.250,4267813.000,10.7,6639
592279.250,4267814.000,10.7,6215
592279.250,4267815.500,10.6,7536
592279.250,4267817.000,10.4,6331
592279.250,4267818.000,10.5,6623
592279.188,4267819.000,10.4,6499
592279.188,4267820.500,10.4,6793
592279.188,4267821.500,10.4,6703
592279.188,4267823.000,10.6,6849
592279.125,4267824.000,10.8,6441
592279.125,4267825.500,10.7,7134
592279.125,4267827.000,10.6,6627
592279.125,4267828.000,10.6,6073
592279.125,4267829.000,10.6,6784
592279.063,4267830.000,10.6,6442
592279.063,4267831.500,10.6,6419
592279.063,4267832.500,10.5,5786
592279.063,4267834.000,10.8,6213
592279.000,4267835.000,10.8,5873
592279.000,4267836.500,10.8,4807
592279.000,4267838.000,10.8,5853
592279.000,4267838.500,10.7,6012
592278.938,4267840.500,10.7,6339
592278.938,4267841.000,10.8,5775
592278.938,4267842.500,10.6,6438
592278.938,4267843.500,10.6,5845
592278.938,4267845.000,10.4,5930
592278.875,4267846.500,10.4,5635
592278.875,4267847.500,10.3,6502
592279.563,4267849.000,10.4,6396
592278.875,4267850.000,10.6,6720
592279.500,4267851.500,10.6,6791
592278.813,4267852.500,10.4,6526
592279.500,4267854.000,10.3,6483
592279.438,4267855.000,10.6,6270
592316.000,4267858.500,10.3,3608
592316.000,4267856.000,10.4,3453
592316.063,4267854.000,10.4,3552
592316.063,4267851.500,10.6,3344
592316.125,4267849.000,10.5,7312
592316.125,4267848.000,10.4,6830
592316.125,4267846.500,10.6,7090
592316.125,4267845.500,10.3,7090
592316.188,4267844.000,10.4,6592
592316.188,4267843.000,10.3,7698
592316.188,4267841.500,10.1,6824
592316.188,4267841.000,10.3,6926
592316.188,4267839.000,10.5,7001
592316.250,4267838.000,10.5,7087
592316.250,4267837.000,10.6,6705
592316.250,4267835.500,10.5,7150
592316.250,4267834.500,10.5,6965
592316.250,4267833.500,10.4,7536
592316.313,4267832.000,10.3,7782
592316.313,4267831.000,10.3,6424
592316.313,4267829.500,10.2,7181
592316.313,4267828.500,10.3,6552
592316.375,4267827.000,10.4,6684
592316.375,4267826.000,10.4,6656
592316.375,4267825.000,10.4,6879
592316.375,4267824.000,10.6,7619
592316.438,4267822.500,10.5,6483
592316.438,4267821.500,10.6,6579
592316.438,4267820.000,10.3,7031
592316.438,4267819.000,10.3,6721
592316.438,4267818.000,10.2,6718
592316.500,4267816.500,10.3,6748
592316.500,4267815.500,10.4,6570
592316.500,4267814.000,10.5,6894
592316.500,4267813.000,10.5,6765
592316.563,4267811.500,10.6,6330
592316.563,4267810.500,10.6,7120
592316.563,4267809.500,10.5,6853
592316.563,4267808.000,10.3,6784
592316.563,4267807.000,10.3,7503
592316.625,4267805.500,10.3,6654
592316.625,4267805.000,10.3,6664
592316.625,4267803.500,10.4,6597
592316.625,4267802.000,10.6,6310
592316.625,4267801.500,10.6,6872
592316.688,4267799.500,10.6,6595
592316.688,4267799.000,10.6,6360
592316.688,4267797.500,10.5,6425
592316.688,4267796.500,10.4,7372
592316.750,4267795.000,10.3,6867
592316.750,4267794.000,10.2,6976
592316.750,4267792.500,10.3,6469
592316.750,4267791.500,10.6,6821
592316.750,4267790.500,10.5,6740
592316.813,4267789.000,10.6,5954
592316.813,4267788.000,10.5,6936
592316.813,4267787.000,10.5,6688
592316.813,4267785.500,10.3,6835
592316.875,4267784.500,10.3,7095
592316.875,4267783.000,10.2,6512
592316.875,4267782.000,10.3,6525
592316.875,4267781.000,10.3,6485
592316.875,4267780.000,10.6,6480
592316.938,4267778.500,10.6,6758
592316.938,4267777.500,10.6,6653
592316.938,4267776.500,10.6,6537
592316.938,4267775.000,10.6,6466
592316.938,4267774.000,10.6,6238
592317.000,4267772.500,10.4,6756
592317.000,4267772.000,10.3,6475
592317.000,4267770.000,10.4,6462
592317.000,4267769.000,10.5,6007
592317.063,4267768.000,10.6,7043
592317.063,4267766.500,10.7,6093
592317.063,4267765.500,10.6,6928
592317.063,4267764.000,10.6,6300
592317.063,4267763.500,10.7,6890
592317.125,4267762.000,10.6,6764
592317.125,4267760.500,10.4,6544
592317.125,4267759.500,10.3,6639
592317.125,4267758.500,10.3,6811
592317.188,4267757.500,10.5,6817
592317.188,4267756.000,10.6,6583
592317.188,4267755.000,10.6,6429
592317.188,4267754.000,10.6,6722
592317.188,4267752.500,10.6,6811
592317.250,4267751.500,10.7,6614
592317.250,4267750.500,10.5,6580
592317.938,4267749.500,10.4,7128
592317.938,4267748.000,10.3,6189
592317.938,4267747.000,10.2,6954
592317.938,4267745.500,10.4,6147
592318.000,4267744.500,10.6,7078
592318.000,4267743.500,10.6,6928
592318.000,4267742.000,10.6,6026
592318.000,4267741.000,10.6,6954
592318.000,4267740.000,10.6,6775
592318.063,4267738.500,10.4,6348
592318.063,4267737.500,10.4,6787
592318.063,4267736.000,10.4,6497
592318.063,4267735.500,10.4,7060
592318.125,4267733.500,10.5,6518
592318.125,4267733.000,10.6,6698
592318.125,4267731.500,10.6,6490
592318.125,4267730.500,10.6,6506
592318.125,4267729.000,10.6,6058
592318.188,4267727.500,10.6,6419
592318.188,4267726.500,10.6,6558
592318.188,4267725.500,10.6,6362
592318.188,4267724.500,10.4,6436
592318.188,4267723.000,10.5,6256
592318.250,4267722.000,10.5,6502
592318.250,4267720.500,10.6,7063
592318.250,4267719.500,10.7,5964
592318.250,4267718.500,10.6,6201
592318.313,4267717.000,10.6,6093
592318.313,4267716.000,10.6,6702
592318.313,4267714.500,10.6,6145
592318.313,4267713.500,10.5,6126
592318.313,4267712.500,10.3,6395
592318.375,4267711.000,10.5,6817
592318.375,4267710.000,10.6,6815
592318.375,4267708.500,10.7,6418
592318.375,4267707.500,10.7,6829
592318.438,4267706.500,10.7,6768
592318.438,4267705.500,10.6,5975
592318.438,4267704.000,10.6,6377
592318.438,4267703.000,10.6,6393
592318.438,4267701.500,10.5,6387
592318.500,4267700.000,10.4,6447
592318.500,4267699.000,10.5,5934
592318.500,4267698.000,10.5,6791
592318.500,4267697.000,10.7,6418
592318.563,4267695.500,10.6,6626
592318.563,4267694.500,10.7,5759
592318.563,4267693.000,10.6,6579
592318.563,4267692.000,10.6,6542
592318.563,4267691.000,10.6,6207
592318.625,4267689.500,10.3,6049
592318.625,4267688.500,10.3,6707
592318.625,4267687.000,10.5,6479
592318.625,4267686.500,10.6,5686
592318.688,4267685.000,10.6,6145
592318.688,4267683.500,10.6,6041
592318.688,4267682.500,10.6,5985
592318.688,4267681.000,10.6,5904
592318.688,4267680.500,10.6,5743
592318.750,4267679.000,10.4,5882
592318.750,4267677.500,10.3,5251
592318.750,4267676.500,10.3,5946
592318.750,4267675.000,10.6,5538
592318.813,4267674.000,10.6,5939
592318.813,4267672.500,10.6,5604
592318.813,4267672.000,10.6,5387
592318.813,4267670.000,10.5,5899
592318.813,4267669.500,10.5,5662
592318.875,4267668.000,10.5,5821
592318.875,4267667.000,10.3,5275
592318.875,4267665.500,10.3,5616
592318.875,4267664.500,10.3,5678
592318.938,4267663.000,10.3,5797
592318.938,4267662.000,10.4,5523
592318.938,4267661.000,10.3,5584
592318.938,4267659.500,10.4,6141
592318.938,4267658.500,10.5,5304
592319.000,4267657.500,10.3,6163
592319.000,4267656.000,10.4,5700
592319.000,4267655.000,10.3,6189
592319.000,4267653.500,10.3,5641
592319.063,4267652.500,10.2,5537
592319.063,4267651.500,10.2,5699
592319.063,4267650.000,10.2,5694
592319.063,4267649.000,10.3,5646
592319.063,4267647.500,10.3,5744
592319.125,4267646.500,10.4,5606
592319.125,4267645.000,10.5,5846
592319.125,4267644.500,10.5,5856
592319.125,4267643.000,10.4,5274
592319.125,4267642.000,10.4,5723
592319.188,4267640.500,10.2,5641
592319.188,4267639.500,10.3,5879
592319.188,4267638.000,10.1,5780
592319.875,4267637.000,10.1,5570
592319.875,4267636.000,10.2,5849
592319.875,4267634.500,10.3,6255
