Easting,Northing,Yield,Moisture,Time
592777,4267548,15884,16.1,936631702
592777.0625,4267546.5,15970,16.6,936631704
592777.0625,4267544.5,15402,17,936631706
592777.0625,4267543,15213,16.7,936631708
592777.125,4267541,14924,17.3,936631710
592777.125,4267539,14958,16.8,936631712
592777.125,4267537.5,14809,17.2,936631714
592777.1875,4267536,15114,16.7,936631716
592777.1875,4267533.5,15179,16.5,936631718
592777.1875,4267532,15572,16.8,936631720
592777.25,4267530.5,15071,17.1,936631722
592777.25,4267528.5,15497,16.1,936631724
592777.25,4267527,15007,16.3,936631726
592777.3125,4267524.5,15472,17.1,936631728
592777.3125,4267523,15346,16.1,936631730
592777.3125,4267521.5,15737,16.3,936631732
592777.375,4267519.5,15654,16.1,936631734
592777.375,4267517.5,15154,16.1,936631736
592777.375,4267516,15196,16.4,936631738
592777.4375,4267514,15715,16.7,936631740
592777.4375,4267512.5,15873,16.9,936631742
592777.4375,4267511,18165,16.1,936631744
592777.5,4267509,15172,15.9,936631746
592777.5,4267507.5,14735,16.5,936631748
592777.5,4267505.5,14578,17,936631750
592777.5625,4267503.5,14610,16.4,936631752
592777.5625,4267502,14916,15.7,936631754
592777.5625,4267500,15764,15.8,936631756
592777.625,4267498.5,16044,15.2,936631758
592777.625,4267497,10759,15.8,936631760
592777.625,4267495,8057,15.8,936631762
592783.6875,4267487.5,0,16.1,936631922
592783.6875,4267488.5,2204,16,936631924
592783.6875,4267489.5,7247,15.6,936631926
592783.6875,4267491,9710,16,936631928
592784.3125,4267492,13113,16.2,936631930
592784.3125,4267493.5,16156,16.6,936631932
592784.3125,4267495,15499,16.3,936631934
592784.25,4267497,14820,17.1,936631936
592784.25,4267498.5,14522,17.3,936631938
592784.875,4267500.5,14172,16.6,936631940
592784.875,4267502,14609,16.3,936631942
592784.875,4267503.5,14438,17,936631944
592784.8125,4267505.5,14494,16.5,936631946
592784.8125,4267507.5,14514,17.7,936631948
592784.8125,4267509,14132,17.2,936631950
592784.75,4267511,14221,16.7,936631952
592784.75,4267513,14050,17,936631954
592784.75,4267514.5,13926,16.9,936631956
592784.6875,4267516.5,13652,16.5,936631958
592784.6875,4267518,14776,17,936631960
592784.6875,4267520,14157,16.3,936631962
592784.625,4267522,13894,17,936631964
592784.625,4267523.5,14669,16.7,936631966
592784.625,4267525.5,15338,16.7,936631968
592784.5625,4267527,14945,16.7,936631970
592784.5625,4267529,14685,16.4,936631972
592784.5625,4267531,14435,16.6,936631974
592784.5,4267532.5,14973,17.7,936631976
592784.5,4267534,15238,16.8,936631978
592784.5,4267536,14451,16.5,936631980
592784.4375,4267538,13414,16.7,936631982
592784.4375,4267539.5,12169,16.5,936631984
592784.4375,4267541,11199,16.7,936631986
592784.375,4267543,10945,17.1,936631988
592784.375,4267544.5,10757,15.8,936631990
592784.375,4267547,12687,16.7,936631992
592784.3125,4267548,13682,16.3,936631994
592784.3125,4267550,13749,16.2,936631996
592784.3125,4267552,14142,16,936631998
592784.25,4267553.5,14084,16.3,936632000
592784.25,4267555.5,14903,16.4,936632002
592784.25,4267557,15288,16.6,936632004
592784.1875,4267559,14504,16.3,936632006
592784.1875,4267561,15081,16.7,936632008
592784.1875,4267562.5,14603,16.4,936632010
592784.125,4267564,14001,16.7,936632012
592784.125,4267566,14688,16.6,936632014
592784.125,4267567.5,15117,17.1,936632016
592784.125,4267569.5,14767,16.3,936632018
592784.0625,4267571,15064,17,936632020
592784.0625,4267572.5,14706,17.1,936632022
592784.0625,4267574.5,14924,16.6,936632024
592784,4267576.5,14808,17.4,936632026
592784,4267578,14954,16.8,936632028
592784,4267580,14559,16.5,936632030
592783.9375,4267581.5,15425,16.8,936632032
592783.9375,4267583.5,15052,16.7,936632034
592783.9375,4267585,14407,17.5,936632036
592783.875,4267586.5,14305,17.2,936632038
592783.875,4267588.5,14483,17.2,936632040
592784.5,4267590,14534,17.1,936632042
592784.5,4267592,15062,17.4,936632044
592784.5,4267593.5,14895,17.1,936632046
592784.4375,4267595.5,14958,17.6,936632048
592784.4375,4267597,14167,17,936632050
592784.4375,4267599,14552,17.3,936632052
592784.375,4267600.5,14256,17,936632054
592784.375,4267602.5,15279,16.8,936632056
592784.375,4267604.5,14215,16.4,936632058
592784.3125,4267606,14444,16.7,936632060
592784.3125,4267608,14652,17.2,936632062
592784.3125,4267609.5,15196,17,936632064
592784.25,4267611,14485,17,936632066
592784.25,4267613,14167,17.5,936632068
592784.25,4267615,14067,16.7,936632070
592784.1875,4267616.5,14594,16.5,936632072
592784.1875,4267618.5,13679,17.3,936632074
592784.1875,4267620,13745,17.3,936632076
592784.125,4267622,13498,17.1,936632078
592784.125,4267624,14644,17.2,936632080
592784.125,4267625.5,14694,16.6,936632082
592784.0625,4267627.5,14184,16.8,936632084
592784.0625,4267629,14092,16.7,936632086
592784.0625,4267630.5,14050,17.1,936632088
592784,4267633,14627,16.1,936632090
592784,4267634.5,14243,17,936632092
592784,4267636,13431,17.2,936632094
592783.9375,4267638,14058,17.3,936632096
592783.9375,4267639.5,14268,16.7,936632098
592783.9375,4267641.5,14109,17,936632100
592783.875,4267643.5,14234,16.8,936632102
592783.875,4267645,14240,16.7,936632104
592783.875,4267647,13283,17.3,936632106
592783.8125,4267649,13300,16.9,936632108
592783.8125,4267650.5,13717,16.3,936632110
592783.8125,4267652.5,14132,16.9,936632112
592783.75,4267654,13984,17.4,936632114
592783.75,4267655.5,14553,17.1,936632116
592783.75,4267658,12739,16.5,936632118
592783.6875,4267659.5,14536,16.3,936632120
592783.6875,4267661,14470,17.1,936632122
592783.6875,4267663,14009,17.7,936632124
592783.625,4267664.5,12516,17.1,936632126
592783.625,4267666,16634,16.8,936632128
592783.625,4267666.5,20959,17.5,936632130
592783.625,4267667.5,16215,16.9,936632132
592783.625,4267669,15221,17,936632134
592783.5625,4267670.5,15592,16.7,936632136
592783.5625,4267672,14382,17.4,936632138
592783.5625,4267674,13899,16.7,936632140
592783.5,4267675.5,14309,17.3,936632142
592783.5,4267677,14368,17.8,936632144
592783.5,4267679.5,14076,17.4,936632146
592783.4375,4267681,13416,17,936632148
592783.4375,4267682.5,13820,16.8,936632150
592783.4375,4267684.5,14504,17.1,936632152
592783.375,4267686,15559,16.4,936632154
592783.375,4267688,15015,17,936632156
592783.375,4267690,14833,16.9,936632158
592783.3125,4267691.5,14141,17.1,936632160
592783.3125,4267693.5,14221,17.8,936632162
592783.3125,4267695.5,14627,17.5,936632164
592783.25,4267697,14676,16.8,936632166
592783.25,4267699,14809,17.1,936632168
592783.875,4267700.5,15026,16.9,936632170
592783.25,4267702,15066,17,936632172
592783.1875,4267704.5,15394,16.3,936632174
592783.1875,4267706,14767,16.4,936632176
592783.125,4267707.5,14766,16.7,936632178
592783.125,4267709.5,14351,17.2,936632180
592783.125,4267711.5,15056,16.2,936632182
592783.0625,4267713,13761,16.4,936632184
592783.0625,4267715,14205,16.8,936632186
592783.6875,4267717,13953,16.7,936632188
592783.6875,4267718.5,14131,16.7,936632190
592783.6875,4267721,14424,17.1,936632192
592783.625,4267722.5,14449,17.2,936632194
592783.625,4267724,14709,17.1,936632196
592783.625,4267726.5,14392,17,936632198
592783.5625,4267728,13920,16.9,936632200
592783.5625,4267729.5,14262,17.1,936632202
592783.5625,4267732,14888,16.5,936632204
592783.5,4267733.5,15635,16.4,936632206
592782.8125,4267735,14839,16.2,936632208
592782.8125,4267737.5,14230,16.4,936632210
592782.8125,4267739,14343,16.8,936632212
592782.75,4267740.5,14335,16.6,936632214
592782.75,4267743,14351,16,936632216
592782.75,4267744.5,14440,16.2,936632218
592782.6875,4267746,13920,16.5,936632220
592783.375,4267748,13929,16.7,936632222
592783.3125,4267750,14262,16.3,936632224
592783.3125,4267751.5,14514,16.3,936632226
592783.3125,4267753.5,14669,16.5,936632228
592783.25,4267755,13946,16.5,936632230
592783.25,4267757,14114,16.5,936632232
592783.25,4267759,14660,16.2,936632234
592783.1875,4267760.5,14391,16.5,936632236
592783.1875,4267762.5,14075,16.1,936632238
592783.1875,4267764.5,14644,16.8,936632240
592783.125,4267766.5,14156,16.8,936632242
592783.125,4267768.5,14444,16.4,936632244
592783.125,4267770,13649,16.7,936632246
592783.0625,4267771.5,14187,16.3,936632248
592783.0625,4267774,13561,16.3,936632250
592783.0625,4267775.5,14066,16.5,936632252
592783,4267777,14259,16.3,936632254
592783,4267779.5,14355,16.2,936632256
592783,4267781,13817,16.3,936632258
592782.9375,4267782.5,14375,16,936632260
592782.9375,4267785,14459,16.4,936632262
592782.9375,4267786.5,13860,16.7,936632264
592782.875,4267788,14267,16.2,936632266
592782.875,4267790.5,14403,16.7,936632268
592782.875,4267792,14082,15.9,936632270
592782.8125,4267793.5,13457,16.5,936632272
592782.8125,4267796,14307,16.3,936632274
592782.75,4267797.5,13617,16.4,936632276
592782.75,4267799.5,14479,16.7,936632278
592782.75,4267801.5,14970,16.9,936632280
592782.6875,4267803,14529,16.8,936632282
592782.6875,4267804.5,14429,16.7,936632284
592782.6875,4267807,13951,16.8,936632286
592782.625,4267808.5,13449,16.8,936632288
592782.625,4267810,14198,16.7,936632290
592782.625,4267812.5,14432,16.7,936632292
592782.5625,4267814,14612,16.8,936632294
592782.5625,4267815.5,14075,16.3,936632296
592782.5625,4267817.5,14429,16.2,936632298
592782.5,4267819.5,14578,16.4,936632300
592782.5,4267821,14389,16.2,936632302
592782.5,4267823.5,14360,16.3,936632304
592782.4375,4267824.5,13530,16.8,936632306
592782.4375,4267826.5,14429,16.8,936632308
592782.4375,4267828.5,14026,15.4,936632310
592782.375,4267830.5,13928,15.7,936632312
592783.0625,4267832,12619,16.1,936632314
592783,4267834.5,13327,16.1,936632316
592783,4267836,13213,16.4,936632318
592783,4267837.5,14164,16.2,936632320
592782.9375,4267839.5,13803,16.7,936632322
592782.9375,4267841.5,13688,16.8,936632324
592782.9375,4267843,14245,16.7,936632326
592782.875,4267845,14075,16.3,936632328
592782.875,4267846.5,13798,16.1,936632330
592782.875,4267848.5,13847,15.9,936632332
592782.8125,4267850.5,13835,15.9,936632334
592782.8125,4267852,14157,15.8,936632336
592782.8125,4267854,13960,16.4,936632338
592782.75,4267856,13806,16.1,936632340
592782.75,4267857.5,13408,16.4,936632342
592782.75,4267859.5,13757,16.2,936632344
592782.6875,4267861,13546,15.5,936632346
592782.6875,4267863,13766,15.8,936632348
592782.6875,4267865,12416,16.2,936632350
592782.625,4267866.5,11936,16.3,936632352
592782.625,4267868.5,11985,16.7,936632354
592782.625,4267870.5,8765,16.8,936632356
592782.5625,4267872,5269,16.7,936632358
592782.5625,4267873.5,2509,17.1,936632360
592859.6875,4267874.5,472,17.5,936632600
592859,4267874.5,527,17.5,936632602
592857.6875,4267874.5,700,17.5,936632604
592856.375,4267874,2982,17.8,936632606
592855.6875,4267874,7949,17.7,936632608
592854.375,4267873.5,5755,17.9,936632610
592853.0625,4267873,6914,17.6,936632612
592852.375,4267873.5,8223,17.9,936632614
592851.0625,4267873,8001,17.5,936632616
592849.6875,4267873.5,7820,18.1,936632618
592849.0625,4267873.5,11108,18,936632620
592847.75,4267873.5,9181,17.7,936632622
592847.0625,4267873.5,9966,17.7,936632624
592846.375,4267873.5,11166,17.4,936632626
592845.0625,4267873.5,10747,17.7,936632628
592843.75,4267873.5,11341,17.4,936632630
592843.0625,4267873.5,11893,17.2,936632632
592841.75,4267873.5,11976,17.9,936632634
592841.0625,4267873.5,11234,17,936632636
592840.4375,4267873.5,12432,17.3,936632638
592839.0625,4267873.5,14115,16.6,936632640
592838.4375,4267873.5,14564,16.3,936632642
592837.0625,4267873.5,13480,16.2,936632644
592836.4375,4267873.5,12716,16,936632646
592836.4375,4267873.5,15861,16.7,936632648
592835.0625,4267873.5,13904,16.4,936632650
592834.4375,4267873.5,14655,16.6,936632652
592833.125,4267873.5,14744,15.9,936632654
592832.4375,4267873.5,15163,16.6,936632656
592831.125,4267873.5,13367,16.8,936632658
592830.4375,4267873.5,12587,17.5,936632660
592829.125,4267873.5,12830,17.6,936632662
592828.4375,4267873.5,13850,17.2,936632664
592828.4375,4267873.5,14702,17.4,936632666
592827.125,4267873.5,15644,17,936632668
592826.4375,4267873.5,13647,17.4,936632670
592825.8125,4267873.5,12279,16,936632672
592824.4375,4267873.5,16316,16.6,936632674
592823.8125,4267873.5,14569,17.2,936632676
592822.4375,4267873.5,14736,17.1,936632678
592821.8125,4267873.5,12143,17.3,936632680
592820.4375,4267873.5,12684,16.6,936632682
592820.4375,4267873.5,15378,16.7,936632684
592819.125,4267873,14335,15.6,936632686
592817.8125,4267873,14862,16,936632688
592817.125,4267873,12721,16,936632690
592816.5,4267873,13534,16.5,936632692
592815.8125,4267873,12879,17.6,936632694
592814.5,4267873,13916,16.9,936632696
592814.5,4267873,14050,16.8,936632698
592813.125,4267873.5,11754,15.9,936632700
592812.5,4267873.5,11178,16.4,936632702
592811.8125,4267873.5,12440,17.2,936632704
592811.125,4267873.5,14422,16.6,936632706
592809.1875,4267873.5,12417,17,936632708
592808.5,4267873,13789,16.4,936632710
592807.8125,4267873,13331,17.1,936632712
592806.5,4267873,13542,17.4,936632714
592805.8125,4267873,15075,16.8,936632716
592805.1875,4267873,14083,18.4,936632718
592804.5,4267873,13950,17,936632720
592803.875,4267873,9644,18.2,936632722
592802.5,4267873,12554,17.2,936632724
592801.875,4267873,12916,16.7,936632726
592801.1875,4267873,13496,16.5,936632728
592800.5,4267872.5,14746,16.7,936632730
592799.1875,4267872.5,7546,17,936632732
592798.5,4267873,4058,17,936632734
592799.1875,4267872.5,1158,17,936632736
592799.1875,4267872.5,4558,17.1,936632738
592798.5,4267873,5269,16.9,936632740
592797.875,4267873,8782,17.4,936632742
592797.1875,4267873,12659,16.2,936632744
592795.875,4267873,9995,15.8,936632746
592795.1875,4267873,10581,16,936632748
592793.875,4267873,10570,16.6,936632750
592793.1875,4267873,14410,17.1,936632752
592791.875,4267873,11386,17.3,936632754
592790.5625,4267873,13543,16.7,936632756
592790.5625,4267872.5,11962,17.7,936632758
592789.875,4267872.5,12001,17,936632760
592789.25,4267872.5,5523,17.7,936632762
592787.875,4267872.5,2204,17.6,936632764
592787.875,4267872.5,1296,17.6,936632766
592786.5625,4267872.5,1112,17.6,936632768
592785.875,4267872.5,889,17.6,936632770
592785.25,4267872.5,929,17.6,936632772
592785.25,4267872.5,753,17.6,936632774
592784.5625,4267872.5,868,17.6,936632776
592783.9375,4267872.5,1673,18,936632778
592783.25,4267873,6664,17.3,936632780
592782.5625,4267872.5,8600,17.1,936632782
592781.25,4267873,3697,17.2,936632784
592781.25,4267872.5,1870,16.5,936632786
592779.25,4267872.5,1277,16.5,936632788
592779.25,4267872.5,1108,16.5,936632790
592777.9375,4267872.5,940,16.5,936632792
592776.625,4267872.5,878,16.5,936632794
592775.9375,4267872.5,2945,17.5,936632796
592774.625,4267872.5,5982,16.6,936632798
592774.625,4267872.5,11787,15.8,936632800
592773.25,4267872.5,11478,16.2,936632802
592773.25,4267872.5,15807,16.2,936632804
592771.9375,4267872.5,13039,16.6,936632806
592771.9375,4267872.5,15911,16.5,936632808
592770.625,4267872.5,15239,16.7,936632810
592769.9375,4267872,16643,16.7,936632812
592768.625,4267872.5,14920,17,936632814
592768.625,4267872.5,16016,16.3,936632816
592767.3125,4267872.5,14102,16.2,936632818
592766.625,4267872.5,15261,17,936632820
592765.9375,4267872.5,11691,17,936632822
592765.3125,4267872.5,15605,17.2,936632824
592764.625,4267872.5,15772,17.5,936632826
592763.9375,4267872.5,13950,17.9,936632828
592763.3125,4267872.5,12826,16.8,936632830
592762.625,4267872.5,9621,17.6,936632832
592761.3125,4267872.5,13428,17.7,936632834
592760.625,4267872.5,15146,18.3,936632836
592760,4267872,13695,17.9,936632838
592759.3125,4267872.5,11617,17.4,936632840
592758,4267872,14013,17.1,936632842
592757.3125,4267872,12604,17.2,936632844
592756.625,4267872,14105,17.7,936632846
592755.3125,4267872,12329,17.5,936632848
592755.3125,4267872,15624,17.3,936632850
592754,4267872,15895,17.4,936632852
592753.3125,4267872,15693,17.1,936632854
592752,4267872,12484,17,936632856
592751.3125,4267872,13737,17.9,936632858
592750,4267872,14552,18.3,936632860
592749.3125,4267872,13348,18,936632862
592748.6875,4267872,13654,16.2,936632864
592748,4267872,13684,17.6,936632866
592746.6875,4267872,12404,16.4,936632868
592746,4267872,11620,17.1,936632870
592744.6875,4267872,13849,17.3,936632872
592744,4267872,13483,17.2,936632874
592743.375,4267872,13723,17.6,936632876
592742,4267872,11953,17.6,936632878
592742,4267872.5,14797,17.7,936632880
592741.375,4267872.5,12405,16.3,936632882
592740,4267872.5,16224,16.5,936632884
592739.375,4267872.5,11237,16.5,936632886
592738.6875,4267872.5,12075,16.6,936632888
592737.375,4267872.5,8447,16.3,936632890
592737.375,4267872.5,9811,16.5,936632892
592736.0625,4267872.5,11757,17.3,936632894
592734.6875,4267872.5,9986,17.2,936632896
592734.6875,4267872.5,11745,17.3,936632898
592733.375,4267872,13511,16.1,936632900
592732.6875,4267872,15342,17.4,936632902
592732.0625,4267872,9774,17,936632904
592731.375,4267872,9562,17.7,936632906
592730.0625,4267872,7962,18.2,936632908
592729.375,4267872,12461,17.2,936632910
592729.375,4267872,13128,17.4,936632912
592728.0625,4267872,11140,17.3,936632914
592727.375,4267872,14187,17.3,936632916
592726.0625,4267872,14928,17.4,936632918
592725.375,4267872,17119,17.5,936632920
592724.75,4267871.5,16041,16.3,936632922
592724.0625,4267871.5,15958,17.2,936632924
592722.75,4267871.5,14912,18,936632926
592722.0625,4267871.5,14215,17.9,936632928
592721.4375,4267871.5,12329,18.3,936632930
592720.75,4267871.5,11846,17.4,936632932
592720.0625,4267871.5,12365,17.3,936632934
592718.75,4267871,11724,17.2,936632936
592718.125,4267871,12274,17.4,936632938
592716.75,4267871,12579,16.2,936632940
592716.125,4267871,16675,16.7,936632942
592715.4375,4267871,13080,16.9,936632944
592714.75,4267871,14141,17.5,936632946
592713.4375,4267871,15170,17,936632948
592712.75,4267871,13247,16.5,936632950
592712.125,4267871,12122,16.3,936632952
592710.8125,4267871,10556,16.8,936632954
592710.8125,4267871,13674,17,936632956
592709.4375,4267871,11809,16,936632958
592709.4375,4267871,14887,16.5,936632960
592707.4375,4267871,12421,17.2,936632962
592706.8125,4267871,14558,17.2,936632964
592706.125,4267871,12668,16.3,936632966
592705.4375,4267871,9707,16.8,936632968
592704.8125,4267871,12628,17,936632970
592704.125,4267871,10300,17.6,936632972
592703.5,4267871,9083,17.3,936632974
592702.125,4267871,7092,17.5,936632976
592701.5,4267871,5734,17.3,936632978
592700.125,4267871,9562,16.9,936632980
592699.5,4267871,11800,16.6,936632982
592698.8125,4267871,13302,16.1,936632984
592697.5,4267870.5,15318,17.4,936632986
592696.8125,4267871,13582,17,936632988
592696.1875,4267871,13826,16.9,936632990
592694.8125,4267871,14184,17.1,936632992
592694.1875,4267871,10521,17,936632994
592693.5,4267871,9677,17,936632996
592692.1875,4267871,8117,17.6,936632998
592691.5,4267871,14844,17.4,936633000
592690.8125,4267871,11594,17.7,936633002
592690.1875,4267871,9555,17.5,936633004
592688.875,4267871,11771,17,936633006
592688.1875,4267871,13200,17.7,936633008
592687.5,4267871,14669,17.7,936633010
592686.875,4267871,17119,17.2,936633012
592685.5,4267870.5,14961,17.4,936633014
592684.1875,4267870.5,14377,17.1,936633016
592684.1875,4267870.5,13465,17,936633018
592682.875,4267870.5,11440,16.6,936633020
592682.1875,4267870.5,13313,16.9,936633022
592681.5625,4267870.5,12645,15.5,936633024
592680.875,4267870.5,14031,15.9,936633026
592680.1875,4267870.5,13732,15.8,936633028
592679.5625,4267870.5,12963,16,936633030
592678.1875,4267870.5,13396,15.7,936633032
592676.875,4267870.5,14977,15.8,936633034
592676.875,4267870.5,14288,15.9,936633036
592675.5625,4267870.5,12579,15.8,936633038
592674.875,4267870.5,15242,16,936633040
592674.25,4267870.5,11708,15.2,936633042
592672.875,4267870.5,14713,16.2,936633044
592672.25,4267870.5,13623,16,936633046
592671.5625,4267870.5,12862,16.5,936633048
592670.875,4267870.5,13103,17.4,936633050
592669.5625,4267870,13414,16.7,936633052
592669.5625,4267870,11655,16.9,936633054
592667.5625,4267870,11962,16.2,936633056
592667.5625,4267870,15436,16.5,936633058
592666.25,4267870,12402,15.8,936633060
592664.9375,4267870,12369,16.6,936633062
592664.25,4267870,12212,16.4,936633064
592664.25,4267870,12148,16.5,936633066
592662.9375,4267869.5,9049,16.3,936633068
592661.625,4267869.5,9058,15.9,936633070
592661.625,4267869.5,14370,15.9,936633072
592660.25,4267869.5,13638,15.2,936633074
592658.9375,4267869.5,15357,16,936633076
592658.25,4267869.5,14541,14.7,936633078
592657.625,4267869.5,14881,15.6,936633080
592656.9375,4267869.5,9415,15.8,936633082
592656.3125,4267869.5,7393,15.4,936633084
592655.625,4267869.5,7193,15.5,936633086
592654.3125,4267869.5,14669,14.9,936633088
592653.625,4267869.5,14288,14.9,936633090
592652.3125,4267869.5,12342,14.9,936633092
592651.625,4267869.5,9477,15.2,936633094
592650.9375,4267869,12712,15.2,936633096
592650.3125,4267869.5,13850,15.6,936633098
592649,4267869.5,13047,15.7,936633100
592647.625,4267869.5,9530,16.4,936633102
592648.9375,4267870,793,16.6,936633118
592648.3125,4267870,1965,16.9,936633120
592645.625,4267870,13241,16.1,936633126
592645,4267870,14202,15.7,936633128
592644.3125,4267870,11542,15.8,936633130
592644.3125,4267870,13595,16.6,936633132
592643,4267870,12383,16.8,936633134
592642.3125,4267870,13026,17.2,936633136
592641.625,4267870,16520,16.6,936633138
592641,4267870,16580,16.6,936633140
592640.3125,4267870,13589,16.6,936633142
592639.6875,4267870,11687,16.4,936633144
592638.3125,4267870,14617,16.1,936633146
592637.6875,4267870,15075,16,936633148
592637,4267870,13691,16.2,936633150
592636.3125,4267870,10928,15.3,936633152
592635.6875,4267870,10183,16.3,936633154
592635,4267870,12051,16.2,936633156
592633.6875,4267870,10878,16.9,936633158
592633.6875,4267870,10810,17.1,936633160
592632.375,4267870,11406,16.1,936633162
592632.375,4267870,16036,16,936633164
592631.6875,4267870,13716,16.4,936633166
592631,4267870,15468,16,936633168
592629.6875,4267870,5968,17.1,936633170
592628.375,4267870,9107,16.8,936633172
592628.375,4267870,13410,16.6,936633174
592627.6875,4267870,16131,16.6,936633176
592627,4267869.5,11571,16,936633178
592625.6875,4267869.5,11188,16.4,936633180
592625.0625,4267869.5,10917,16.5,936633182
592624.375,4267869.5,16522,17.1,936633184
592623.6875,4267869.5,11574,17,936633186
592622.375,4267869.5,13942,16.5,936633188
592622.375,4267869.5,13447,16.4,936633190
592621.0625,4267869.5,14202,16.4,936633192
592620.375,4267869,6509,16.7,936633194
592619.6875,4267869,15559,16.9,936633196
592619.0625,4267869,13465,16.1,936633198
592618.375,4267869,11926,16.2,936633200
592617.75,4267869,12578,15.5,936633202
592617.0625,4267869,14907,16,936633204
592616.375,4267869,13163,16,936633206
592615.75,4267869,13110,16.2,936633208
592614.375,4267869,10840,16.2,936633210
592613.75,4267869,11588,16.1,936633212
592613.0625,4267869,13890,16.6,936633214
592612.375,4267869,14676,17,936633216
592611.0625,4267869,11285,17.1,936633218
592610.4375,4267869,10203,16.8,936633220
592609.75,4267869,13483,16.3,936633222
592609.0625,4267869,13298,16.2,936633224
592607.75,4267869,11800,16,936633226
592607.0625,4267869,9745,16.2,936633228
592606.4375,4267869.5,11240,16.6,936633230
592605.75,4267869,8157,17.4,936633232
592604.4375,4267869,15617,17.2,936633234
592603.75,4267869.5,13601,17.9,936633236
592603.125,4267869,13313,17.3,936633238
592602.4375,4267869.5,12960,16.6,936633240
592601.125,4267869.5,14782,15.9,936633242
592600.4375,4267869.5,10235,16.5,936633244
592599.75,4267869.5,11841,16.5,936633246
592599.125,4267869.5,8721,16.2,936633248
592597.75,4267869.5,11274,15.9,936633250
592597.125,4267869.5,14674,15.9,936633252
592596.4375,4267869.5,10629,16.6,936633254
592595.75,4267869.5,9745,17.4,936633256
592594.4375,4267869.5,15338,17.1,936633258
592594.4375,4267869.5,16079,17.5,936633260
592593.125,4267870,13340,17.1,936633262
592593.125,4267870,13611,17.3,936633264
592592.4375,4267869.5,11542,16.2,936633266
592591.8125,4267869.5,11080,16.2,936633268
592591.125,4267869.5,10483,16.6,936633270
592590.4375,4267869.5,8023,17.2,936633272
592589.125,4267869.5,7451,16.6,936633274
592589.125,4267869.5,12152,17,936633276
592587.8125,4267869.5,14824,16.3,936633278
592587.125,4267869.5,11186,16.9,936633280
592586.5,4267869.5,8763,17.1,936633282
592585.8125,4267869.5,9764,17.1,936633284
592585.125,4267869.5,13749,17.7,936633286
592584.5,4267869.5,11499,17.7,936633288
592583.125,4267869,12507,17.3,936633290
592582.5,4267869,14111,17.4,936633292
592581.8125,4267869,12696,16.7,936633294
592581.125,4267869,12148,16.2,936633296
592580.5,4267869,9633,16.3,936633298
592579.8125,4267869,12980,16.2,936633300
592579.1875,4267869,14507,16.6,936633302
592578.5,4267869,16453,17,936633304
592577.1875,4267869,15660,16.6,936633306
592576.5,4267869,13875,16.6,936633308
592575.8125,4267868.5,15290,16.9,936633310
592575.1875,4267868.5,14131,17.1,936633312
592574.5,4267868.5,11910,16.9,936633314
592573.875,4267868.5,12606,17,936633316
592573.1875,4267868.5,13922,16.6,936633318
592572.5,4267868.5,15242,16.4,936633320
592571.1875,4267868.5,13447,16.6,936633322
592570.5,4267868,13446,17.6,936633324
592569.875,4267868,13776,16.6,936633326
592569.1875,4267868,14371,16.3,936633328
592567.875,4267868,16335,16.9,936633330
592567.1875,4267868,13914,17,936633332
592565.875,4267868.5,14995,17,936633334
592565.875,4267868,13699,17.4,936633336
592564.5625,4267868,12772,17.7,936633338
592563.875,4267868,9801,17.8,936633340
592563.1875,4267868,12788,17.1,936633342
592562.5625,4267868,12332,17.4,936633344
592561.875,4267868,12578,17,936633346
592560.5625,4267868,9828,18.1,936633348
592560.5625,4267868,16958,16.7,936633350
592559.25,4267868,13908,16.6,936633352
592558.5625,4267868,16998,16.3,936633354
592557.875,4267868,11726,16.5,936633356
592557.25,4267868,11182,17.4,936633358
592556.5625,4267868,11519,16.6,936633360
592555.875,4267868,13332,16.4,936633362
592554.5625,4267868,9453,17.1,936633364
592553.9375,4267868,13942,16.9,936633366
592553.25,4267868,12845,17,936633368
592551.9375,4267868,17473,16.6,936633370
592551.25,4267868,12613,16.8,936633372
592550.5625,4267868,13386,17.3,936633374
592549.9375,4267868,12052,17,936633376
592549.25,4267868,10831,17.6,936633378
592548.5625,4267868,12243,17,936633380
592547.9375,4267868,15850,18.1,936633382
592547.25,4267867.5,12512,17.4,936633384
592546.625,4267867.5,14917,17.7,936633386
592545.25,4267867.5,12813,17.3,936633388
592544.625,4267867.5,8456,17.1,936633390
592543.9375,4267867.5,2559,17.3,936633392
592543.25,4267867.5,1518,17.3,936633394
592542.625,4267867.5,1025,17.3,936633396
592541.9375,4267867.5,800,17.3,936633398
592540.625,4267867.5,535,17.3,936633400
592539.9375,4267867.5,585,17.3,936633402
592538.625,4267867.5,686,17.3,936633404
592537.9375,4267867.5,585,17.3,936633406
592537.3125,4267867.5,604,17.3,936633408
592536.625,4267867.5,435,17.3,936633410
592535.9375,4267867.5,664,17.3,936633412
592534.625,4267867.5,522,17.3,936633414
592534,4267867.5,857,17.3,936633416
592532.625,4267867.5,1408,17.8,936633418
592532,4267867.5,5915,16.8,936633420
592531.3125,4267867.5,9527,17.2,936633422
592530.625,4267867.5,9990,16.6,936633424
592530,4267867.5,13716,16.1,936633426
592529.3125,4267867.5,11873,16.9,936633428
592528,4267867.5,12759,16.6,936633430
592527.3125,4267867.5,12550,16.6,936633432
592526.6875,4267867.5,13429,15.9,936633434
592526,4267867.5,10349,16.5,936633436
