Longitude,Latitude,ECto30,ECto100,Easting,Northing
-121.935361,38.55187,22.2,58.7,592768.625,4267586
-121.935362,38.551886,21.2,58.5,592768.563,4267588
-121.935362,38.551905,21.5,58.4,592768.563,4267590.5
-121.935361,38.551934,21.7,55.3,592768.5,4267593
-121.935361,38.551946,22.4,55.3,592768.5,4267594.5
-121.935361,38.551964,22.8,59.8,592768.5,4267596.5
-121.935361,38.551976,22,59.3,592768.5,4267598
-121.935361,38.55202,22.5,52.2,592768.438,4267603
-121.935361,38.552031,23.3,52.5,592768.375,4267604
-121.93536,38.552071,23.1,54.3,592768.375,4267608.5
-121.93536,38.552082,22,51.4,592768.313,4267609.5
-121.935359,38.552127,21.8,46.4,592768.938,4267615
-121.935359,38.552141,21.1,46.2,592768.938,4267616
-121.935359,38.552153,21,48.8,592768.875,4267618
-121.935359,38.552165,20.8,49.7,592768.875,4267619
-121.935359,38.552174,21.6,49.7,592768.875,4267620
-121.935359,38.552183,22.4,49,592768.875,4267621
-121.935359,38.552196,22,47.2,592768.875,4267622.5
-121.935359,38.552215,21.2,45.6,592768.813,4267624.5
-121.935359,38.552231,21.6,47.7,592768.813,4267626.5
-121.935359,38.552292,22.2,50.6,592768.75,4267633
-121.935359,38.552313,21.9,53.7,592768.688,4267635.5
-121.935359,38.552336,21.4,51.5,592768.688,4267638
-121.935359,38.552355,22.3,50.5,592768.625,4267640
-121.935359,38.552367,23,53.7,592768.625,4267641.5
-121.935358,38.552379,22.1,54,592768.625,4267643
-121.935357,38.552396,22.4,53.9,592768.625,4267644.5
-121.935357,38.552413,22,58.7,592768.563,4267646.5
-121.935357,38.552425,23.1,62.7,592768.563,4267648
-121.935357,38.552437,22.6,64.4,592768.563,4267649
-121.935357,38.552457,22.6,63.5,592768.5,4267651
-121.935356,38.552472,22.3,62.2,592768.5,4267653
-121.935357,38.552492,22.8,63.9,592768.5,4267655
-121.935357,38.552521,23.4,63.9,592768.438,4267658.5
-121.935357,38.55254,23.3,64,592768.438,4267660.5
-121.935357,38.552554,24.1,65.3,592768.375,4267662
-121.935357,38.552566,23.2,67,592768.375,4267663.5
-121.935357,38.552584,22.1,65.5,592768.375,4267665.5
-121.935357,38.552603,21.8,59.3,592768.313,4267667.5
-121.935357,38.552613,22.4,58.2,592768.313,4267668.5
-121.935356,38.552733,22,61.4,592768.188,4267682
-121.935356,38.552755,22.2,60.4,592768.125,4267684.5
-121.935356,38.552788,22.6,60.4,592768.063,4267688
-121.935357,38.552826,22.1,63.7,592768.063,4267692.5
-121.935356,38.552841,21.9,63.4,592768,4267694
-121.935355,38.552859,21.7,62.7,592768,4267696
-121.935355,38.552877,20.6,57.4,592768,4267698
-121.935355,38.5529,20.9,58.6,592767.938,4267700.5
-121.935354,38.55293,21.2,60.2,592767.938,4267703.5
-121.935354,38.55295,20.4,60.3,592767.875,4267706.5
-121.935354,38.55296,20.7,63.1,592767.875,4267707
-121.935353,38.552973,20,63.7,592767.875,4267709
-121.935352,38.552993,20.8,61.8,592768.5,4267711
-121.935352,38.553011,20.5,60.6,592768.438,4267713
-121.935352,38.553029,20.2,58.6,592768.438,4267714.5
-121.935352,38.553051,20,57.1,592768.438,4267717.5
-121.935352,38.553069,19.3,58.2,592768.375,4267719.5
-121.935352,38.553084,19.3,58.5,592768.375,4267721
-121.935352,38.553106,20.4,57.9,592768.375,4267723
-121.935352,38.553124,20.6,57.8,592768.313,4267725.5
-121.935352,38.553234,20.6,57.6,592768.188,4267737.5
-121.935352,38.553301,21.4,61.4,592768.063,4267745
-121.935351,38.553319,21.5,61.5,592768.063,4267747
-121.935351,38.553337,20.6,59.2,592768.063,4267749
-121.935351,38.553346,19.6,62.9,592768.063,4267750
-121.935351,38.553357,19.8,66.7,592768,4267751
-121.93535,38.55338,20.9,67.4,592768,4267753.5
-121.935351,38.553451,20.9,59.6,592767.875,4267761.5
-121.935351,38.55346,20.3,59.5,592767.875,4267762.5
-121.935351,38.553472,20.3,60.8,592767.875,4267764
-121.935351,38.553493,20.4,65.4,592767.875,4267766.5
-121.935351,38.553512,22,67.4,592767.813,4267768.5
-121.935351,38.553521,22.1,66.5,592767.813,4267769.5
-121.93535,38.553533,20.6,64.1,592767.813,4267770.5
-121.93535,38.553552,21.6,64.1,592767.75,4267772.5
-121.93535,38.553566,21.1,63.1,592767.75,4267774.5
-121.93535,38.55358,20.2,64.6,592767.75,4267776
-121.93535,38.553591,20.9,63.2,592767.75,4267777.5
-121.93535,38.5536,20.8,63.9,592767.688,4267778
-121.93535,38.553609,21.5,62.4,592767.688,4267779
-121.935349,38.553621,20.3,63.6,592767.688,4267780.5
-121.935349,38.553715,20.5,72.8,592767.563,4267791
-121.935349,38.553735,21.8,70.6,592767.563,4267793
-121.935348,38.553759,21.8,70.9,592767.5,4267796
-121.935348,38.553817,21.5,62.7,592767.438,4267802.5
-121.935349,38.55383,21.3,63.9,592767.438,4267803.5
-121.935349,38.553849,21.1,63.1,592767.375,4267805.5
-121.935349,38.553872,20.8,62.6,592767.375,4267808.5
-121.935348,38.553887,21,62.1,592767.313,4267810
-121.935348,38.553907,20.9,65.2,592767.313,4267812
-121.935347,38.553934,20.7,69.9,592767.313,4267815
-121.935347,38.553952,20.8,68.7,592767.25,4267817
-121.935347,38.553962,21.7,69.8,592767.25,4267818.5
-121.935347,38.553973,21.7,69.4,592767.25,4267819.5
-121.935347,38.55399,21,69.4,592767.188,4267821.5
-121.935347,38.554002,20.6,62.5,592767.188,4267822.5
-121.935347,38.554046,20.6,67.4,592767.125,4267828
-121.935347,38.554059,21.1,64.2,592767.125,4267829
-121.935347,38.554076,21.4,63.1,592767.125,4267831
-121.935347,38.554091,21.4,61.2,592767.063,4267833
-121.935347,38.5541,20.4,63.5,592767.063,4267833.5
-121.935347,38.554115,20.5,60.5,592767.063,4267835.5
-121.935347,38.554133,21.2,63,592767,4267837.5
-121.935347,38.55415,20.5,62.4,592767,4267839
-121.935346,38.554162,19.6,60.3,592767,4267840.5
-121.935346,38.554173,20.6,63.2,592767,4267841.5
-121.935346,38.554191,19.9,64,592766.938,4267844
-121.935346,38.554205,19.3,62.7,592766.938,4267845.5
-121.935346,38.554226,18.8,61.4,592766.938,4267847.5
-121.935345,38.55425,19.5,61.1,592766.875,4267850
-121.935344,38.554266,18.6,64.5,592767.5,4267852.5
-121.935344,38.554287,17.9,63.1,592767.5,4267854.5
-121.935344,38.554314,18.6,62.7,592767.438,4267857.5
-121.935344,38.554328,19.6,58.6,592767.438,4267859
-121.935343,38.554343,19.5,59.5,592767.438,4267861
-121.935343,38.554366,19.6,55.2,592767.375,4267863.5
-121.935343,38.55438,18.8,53.1,592767.375,4267864.5
-121.935343,38.554388,19.3,53.2,592767.375,4267865.5
-121.935343,38.554397,20.9,54.3,592767.375,4267866.5
-121.935342,38.554413,19.8,50.6,592767.313,4267868.5
-121.935342,38.554424,18.9,13.8,592767.313,4267869.5
-121.935341,38.554471,9.3,-9,592767.25,4267875
-121.935465,38.554432,21.4,-29,592756.688,4267870.5
-121.935465,38.554426,23.3,46.9,592756.688,4267869.5
-121.935466,38.554414,25.6,49.4,592756.688,4267868.5
-121.935466,38.554398,24.6,51.9,592756.688,4267866.5
-121.935466,38.554387,24.1,52.9,592756.75,4267865.5
-121.935467,38.554382,24.7,54.3,592756.063,4267865
-121.935466,38.554374,25.3,53.1,592756.75,4267864
-121.935466,38.55436,24.5,55,592756.75,4267862.5
-121.935466,38.554346,25,55.8,592756.813,4267860.5
-121.935466,38.554339,25.2,59.5,592756.813,4267860
-121.935466,38.554328,24.2,59.8,592756.813,4267859
-121.935467,38.554309,24.2,57.3,592756.188,4267857
-121.935468,38.554291,23.6,57.6,592756.188,4267854.5
-121.935468,38.554282,25.5,59.3,592756.188,4267854
-121.935468,38.55427,25.2,60.2,592756.188,4267852.5
-121.935468,38.554248,24.5,61.6,592756.25,4267850
-121.935469,38.554228,23.7,61.5,592756.25,4267848
-121.935469,38.554219,24,61.1,592756.25,4267846.5
-121.935469,38.554206,25.3,62.6,592756.313,4267845.5
-121.93547,38.554184,26.2,62.3,592756.313,4267843
-121.93547,38.554166,25.7,61.3,592756.375,4267841
-121.93547,38.554157,25.8,61.5,592756.375,4267840
-121.93547,38.554145,25.7,64,592756.375,4267838.5
-121.935469,38.554123,25.5,59.1,592756.375,4267836
-121.935469,38.554104,25.2,61,592756.438,4267834
-121.935469,38.554093,26.1,61.9,592756.438,4267832.5
-121.935469,38.55408,26.5,61.6,592756.438,4267831.5
-121.935469,38.554055,25.8,62.1,592756.5,4267828.5
-121.93547,38.554034,25.8,62.1,592756.5,4267826.5
-121.93547,38.554024,26.3,62.8,592756.5,4267825
-121.93547,38.554006,22.4,60.3,592756.563,4267823
-121.93547,38.553974,20.8,42.9,592756.625,4267819.5
-121.93547,38.553953,19.4,-29,592756.625,4267817
-121.935471,38.553943,22.7,48,592756.625,4267816
-121.935471,38.553922,22.2,42.3,592756.688,4267813.5
-121.935471,38.553865,21.4,44.4,592756.75,4267807.5
-121.935471,38.553851,21.3,47.6,592756.75,4267806
-121.935472,38.553798,21.7,54,592756.813,4267800
-121.935472,38.553782,21.9,61.5,592756.813,4267798.5
-121.935473,38.553753,21.5,55.1,592756.875,4267795
-121.935473,38.553716,22.8,52.6,592756.938,4267791
-121.935473,38.553686,22.9,54.2,592756.938,4267787.5
-121.935472,38.553652,21.8,48.4,592757,4267784
-121.935471,38.553628,22.2,33.6,592757.063,4267781
-121.935471,38.553617,22.1,-24,592757.063,4267780
-121.935472,38.553599,21.7,45.9,592757.063,4267778
-121.935473,38.553568,20.8,52.5,592757.125,4267774.5
-121.935473,38.553548,20.7,55.7,592757.125,4267772
-121.935473,38.553538,20.4,48.5,592757.125,4267771.5
-121.935473,38.553524,19.9,42.5,592757.188,4267769.5
-121.935473,38.553507,19.4,42.8,592757.188,4267768
-121.935474,38.553443,19.9,54.9,592757.25,4267761
-121.935474,38.553379,19.8,-24,592757.375,4267753.5
-121.935474,38.553357,19.8,41,592757.375,4267751
-121.935474,38.553343,19.8,47.4,592757.375,4267749.5
-121.935474,38.553329,20.3,46.5,592757.438,4267748
-121.935474,38.553309,20.6,47.1,592757.438,4267746
-121.935474,38.55329,19.6,47.4,592757.5,4267744
-121.935474,38.553277,18.6,-24,592757.5,4267742
-121.935474,38.553264,18.7,-24,592757.5,4267741
-121.935474,38.553245,19,-28,592757.5,4267738.5
-121.935474,38.553225,18.2,-28,592757.563,4267736.5
-121.935474,38.553212,18.7,40.7,592757.563,4267735
-121.935474,38.553199,19.6,38.5,592757.563,4267733.5
-121.935474,38.553179,19.9,33.4,592757.625,4267731.5
-121.935475,38.553159,19.9,42.5,592757,4267729
-121.935475,38.553146,20,43.8,592757,4267727.5
-121.935475,38.553132,20.2,44.1,592757,4267726
-121.935476,38.553109,19.9,44.7,592757.063,4267723.5
-121.935476,38.553089,20.8,38.6,592757.063,4267721.5
-121.935476,38.553079,21,41.7,592757.063,4267720
-121.935476,38.553065,20.8,46.7,592757.125,4267719
-121.935476,38.553041,21,-24,592757.125,4267716
-121.935476,38.55302,21.9,-24,592757.125,4267714
-121.935476,38.553009,22,47.4,592757.188,4267712.5
-121.935476,38.552995,21.8,48.7,592757.188,4267711
-121.935477,38.55297,20.4,-24,592757.188,4267708.5
-121.935477,38.552949,20.1,2.8,592757.25,4267705.5
-121.935477,38.552938,19.9,3.1,592757.25,4267704.5
-121.935477,38.552924,19.8,-24,592757.25,4267703
-121.935477,38.5529,19.8,-24,592757.313,4267700
-121.935478,38.552879,20.5,-28,592757.313,4267698
-121.935478,38.552869,22,36.9,592757.375,4267697
-121.935478,38.552855,21.5,38.4,592757.375,4267695.5
-121.935478,38.552832,22.2,9.2,592757.375,4267693
-121.935478,38.552811,20.5,25.8,592757.438,4267690.5
-121.935478,38.552801,22.4,-24,592757.438,4267689
-121.935478,38.552788,22.4,-24,592757.438,4267688
-121.935479,38.552765,21.7,47.7,592757.5,4267685.5
-121.935479,38.552744,22,45.9,592757.5,4267683.5
-121.935479,38.552733,21.8,-24,592757.5,4267682
-121.935478,38.552719,20.9,43.3,592757.563,4267680.5
-121.935478,38.552694,21.1,43.3,592757.563,4267677.5
-121.935477,38.552672,22.1,36.8,592757.625,4267675
-121.935477,38.552661,21.8,38.1,592757.625,4267674
-121.935477,38.552647,21.6,45.9,592757.625,4267672.5
-121.935477,38.552622,21.6,47,592757.688,4267669.5
-121.935478,38.5526,22.3,47.4,592757.688,4267667
-121.935478,38.552589,22.3,-24,592757.688,4267666
-121.935478,38.552575,21.8,44.4,592757.75,4267664
-121.935479,38.552549,22.4,45.3,592757.75,4267661.5
-121.935479,38.552526,22.2,44.8,592757.813,4267658.5
-121.935479,38.552515,22.2,-24,592757.813,4267657.5
-121.935479,38.5525,22.2,-24,592757.813,4267656
-121.935479,38.552473,22.6,-24,592757.875,4267653
-121.935479,38.552451,23.3,46,592757.875,4267650.5
-121.935479,38.55244,23.3,43.2,592757.875,4267649.5
-121.935479,38.552424,22.7,38.7,592757.938,4267647.5
-121.935479,38.552397,22.4,38.6,592757.938,4267645
-121.93548,38.552375,21.9,34,592758,4267642
-121.93548,38.552363,20.7,4.2,592758,4267641
-121.93548,38.552348,21.6,-24,592758,4267639.5
-121.935481,38.552321,21.9,-29,592758.063,4267636.5
-121.935481,38.552298,20.9,-29,592758.063,4267634
-121.935481,38.552286,20.7,-29,592758.125,4267632
-121.935481,38.552271,19.4,-28,592758.125,4267631
-121.935481,38.552245,17.4,-28,592758.125,4267628
-121.935481,38.552223,20.1,-24,592758.188,4267625.5
-121.935481,38.552211,20.7,-24,592758.188,4267624
-121.935481,38.5522,21.4,34.2,592758.188,4267622.5
-121.935481,38.552189,23.1,44.1,592758.25,4267621.5
-121.935481,38.552175,23.9,49.8,592758.25,4267620
-121.935481,38.552157,26,49,592758.25,4267618
-121.935481,38.552138,27,50.4,592758.313,4267616
-121.935481,38.552123,26.8,51.5,592758.313,4267614.5
-121.935482,38.552112,27.8,50.8,592758.313,4267613
-121.935482,38.552098,27.1,50.5,592758.313,4267611.5
-121.935481,38.552081,26.3,48.9,592758.375,4267609.5
-121.935482,38.552004,26.5,50,592758.438,4267601
-121.935482,38.551987,26.2,48.8,592758.5,4267599
-121.935483,38.551965,25.7,47.8,592757.875,4267596.5
-121.935483,38.551915,25.9,50.2,592757.938,4267591
-121.935483,38.551905,26.3,52.4,592757.938,4267590
-121.935483,38.551894,25.5,49.9,592757.938,4267589
-121.935483,38.551873,26.2,46.9,592757.938,4267586.5
-121.935484,38.551852,27.4,42.6,592758,4267584
-121.935484,38.551843,26.2,47.6,592758,4267583
-121.935484,38.551827,22.7,-29,592758,4267581.5
-121.935487,38.551723,26.9,-29,592758.188,4267570
-121.935487,38.551712,26.5,52.8,592758.188,4267568.5
-121.935487,38.551699,25.2,51.7,592758.188,4267567.5
-121.935486,38.551673,26.8,54.6,592758.25,4267564.5
-121.935485,38.551652,28,56.3,592758.25,4267562
-121.935485,38.551642,28.5,57.2,592758.25,4267561
-121.935485,38.55163,28.5,59,592758.25,4267559
-121.935485,38.551609,27.2,55.6,592758.313,4267557
-121.935486,38.551591,27.1,55.4,592758.313,4267555
-121.935485,38.551582,26.9,54.4,592758.313,4267554
-121.935485,38.55157,26.5,54.9,592758.375,4267553
-121.935486,38.55155,26.5,54.8,592758.375,4267551
-121.935486,38.551533,26.1,54.6,592758.375,4267548.5
-121.935486,38.551524,24.1,56.4,592758.438,4267548
-121.935486,38.551513,25.4,58,592758.438,4267546.5
-121.935486,38.551493,26.4,57.5,592758.438,4267544.5
-121.935487,38.551476,26.7,53.9,592758.5,4267542.5
-121.935487,38.551468,25.7,57,592758.5,4267541.5
-121.935487,38.551456,26.2,53.5,592758.5,4267540
-121.935487,38.551437,25.5,54.2,592758.5,4267538
-121.935487,38.551411,27.3,50.5,592758.563,4267535
-121.935487,38.551389,26.8,50.1,592758.563,4267532.5
-121.935487,38.551376,25.9,49.2,592758.625,4267531.5
-121.935487,38.551362,26.1,46.9,592758.625,4267529.5
-121.935487,38.551347,26.1,47.3,592758.625,4267528
-121.935488,38.551272,28.1,46.4,592758.75,4267520
-121.935488,38.551258,27.8,45,592758.75,4267518
-121.935488,38.551205,26.8,45.8,592758.813,4267512.5
-121.935489,38.55119,26.4,42.8,592758.813,4267510.5
-121.935489,38.551175,26.6,47.5,592758.875,4267509
-121.935489,38.551156,26.6,47.8,592758.875,4267507
-121.93549,38.551142,25.5,46.1,592758.25,4267505.5
-121.93549,38.551134,23.4,51,592758.25,4267504
-121.93549,38.551124,21.3,49,592758.25,4267503.5
-121.93549,38.551107,20.9,-24,592758.313,4267501
-121.93549,38.551092,18.4,-25,592758.313,4267499.5
-121.93563,38.5511,32.3,-25,592746.313,4267500.5
-121.93563,38.551104,31.9,51.8,592746.313,4267501
-121.93563,38.551109,30.4,52.2,592746.313,4267501.5
-121.93563,38.551119,27.7,48.1,592746.313,4267503
-121.93563,38.551128,29.1,47.3,592746.313,4267503.5
-121.935631,38.551133,27.3,44.4,592746.313,4267504
-121.93563,38.55114,27.2,43.1,592746.25,4267505
-121.93563,38.551151,27.3,43.7,592746.25,4267506
-121.93563,38.551159,27.9,43.7,592746.25,4267507
-121.935631,38.551198,25.5,41.5,592746.188,4267511.5
-121.93563,38.551211,25.2,38.4,592746.188,4267513
-121.93563,38.551226,28.2,38.3,592746.188,4267514.5
-121.935629,38.551249,28.1,41.8,592746.125,4267517
-121.935629,38.551265,26.4,43.8,592746.125,4267519
-121.935629,38.551274,28.8,43.3,592746.125,4267519.5
-121.935629,38.551284,28.3,43.6,592746.063,4267521
-121.935629,38.5513,27.3,43.7,592746.063,4267522.5
-121.935629,38.551314,25.3,45.6,592746.063,4267524.5
-121.935629,38.551334,25.8,46.8,592746,4267526.5
-121.935629,38.551358,25.6,50.6,592746,4267529
-121.935629,38.551373,26.4,48.9,592746,4267530.5
-121.93563,38.551393,27.4,51.3,592745.938,4267533
-121.93563,38.551419,27.3,52.3,592745.938,4267536
-121.935629,38.551434,27.2,57,592745.875,4267537.5
-121.935629,38.551451,26.3,53.9,592745.875,4267539.5
-121.935629,38.551477,25.6,47.6,592745.875,4267542
-121.935628,38.551491,25.5,44.7,592745.813,4267544
-121.935628,38.551509,26.3,49.8,592745.813,4267546
-121.935628,38.551536,28.9,46.9,592745.75,4267549
-121.935628,38.551551,28.9,45.1,592745.75,4267550.5
-121.935628,38.551563,28.5,44.7,592745.75,4267552
-121.935627,38.551576,26.9,40.2,592745.688,4267553
-121.935627,38.551585,27.1,44.6,592745.688,4267554.5
-121.935627,38.551594,26.3,45.3,592745.688,4267555.5
-121.935627,38.551607,26.2,46.8,592745.688,4267556.5
-121.935626,38.551626,28.1,40.4,592746.313,4267558.5
-121.935626,38.551642,25.5,40.4,592746.313,4267561
-121.935626,38.551665,26.6,41.6,592746.25,4267563.5
-121.935625,38.551692,26.3,44,592746.25,4267566.5
-121.935625,38.551711,24.3,43.9,592746.188,4267568.5
-121.935624,38.551724,23.9,43.7,592746.188,4267569.5
-121.935625,38.551738,23.7,41,592746.188,4267571.5
-121.935625,38.551758,24.4,42,592746.125,4267573.5
-121.935625,38.551775,24.5,41.4,592746.125,4267575.5
-121.935625,38.551799,24.5,42.8,592746.063,4267578
-121.935624,38.551827,24.4,43.3,592746.063,4267581
-121.935625,38.551841,23.6,40.6,592746.063,4267583
-121.935625,38.551899,24.8,39,592745.938,4267589
-121.935625,38.551913,25.3,39.7,592745.938,4267591
-121.935624,38.551969,24.1,46.1,592745.875,4267597
-121.935624,38.551983,23.5,45.3,592745.875,4267598.5
-121.935623,38.552043,25.5,46.8,592745.75,4267605
-121.935623,38.552061,23.8,46.3,592745.75,4267607
-121.935622,38.552082,23.3,45.7,592745.75,4267609.5
-121.935621,38.552114,23.7,42.1,592745.688,4267613
-121.935621,38.552132,23.9,47,592745.688,4267615
-121.935621,38.552154,24.6,50.7,592745.625,4267617.5
-121.935621,38.552188,25.7,44.6,592745.563,4267621.5
-121.93562,38.552211,26.1,46.8,592745.563,4267624
-121.93562,38.552222,26.3,49.3,592745.563,4267625
-121.935621,38.552236,26.8,48.9,592745.563,4267626.5
-121.935622,38.552258,26.4,47.9,592745.5,4267629
-121.935622,38.552277,23.9,46.8,592745.5,4267631
-121.935622,38.552304,25.8,45.4,592745.438,4267634
-121.935621,38.552336,25.1,42.8,592745.375,4267638
-121.935621,38.552355,23.8,42.8,592745.375,4267640
-121.935621,38.552382,23.2,40.2,592745.313,4267643
-121.93562,38.552413,23.9,38.8,592745.313,4267646.5
-121.93562,38.552432,24.2,38.6,592745.25,4267648.5
-121.93562,38.552451,24.3,40.5,592745.25,4267650.5
-121.93562,38.552466,24.7,41.3,592745.25,4267652
-121.93562,38.552478,25.5,42.6,592745.25,4267653.5
-121.93562,38.552489,25.8,46.6,592745.188,4267655
-121.93562,38.552504,26,47.6,592745.188,4267656.5
-121.93562,38.552523,25.8,45.9,592745.188,4267658.5
-121.93562,38.552543,24.6,44.5,592745.125,4267660.5
-121.935619,38.552574,24.1,43.1,592745.75,4267664
-121.935619,38.552602,23.8,43.7,592745.75,4267667
-121.935619,38.552621,23.2,46.4,592745.688,4267669
-121.93562,38.552651,22.4,47.9,592745,4267672.5
-121.93562,38.552681,23,45.3,592744.938,4267676
-121.93562,38.552696,23.8,45.6,592744.938,4267677.5
-121.935619,38.552703,24.3,44.4,592745.625,4267678.5
-121.935619,38.552726,24.2,43.5,592745.563,4267681
-121.935619,38.552755,25.4,43.4,592745.563,4267684
-121.935619,38.552774,26,43.5,592745.5,4267686
-121.935619,38.5528,26.3,43.3,592745.5,4267689
-121.935619,38.552829,25.5,44.5,592745.438,4267692.5
-121.935619,38.552847,25.2,44.7,592745.438,4267694.5
-121.935618,38.552872,24,43.3,592745.375,4267697
-121.935618,38.552901,23.3,42.6,592745.313,4267700.5
-121.935618,38.55292,23.9,43.1,592745.313,4267702.5
-121.935618,38.552946,24.3,44.4,592745.313,4267705
-121.935618,38.552975,24.8,44.5,592745.25,4267708.5
-121.935618,38.552994,25.3,45.5,592745.25,4267710.5
-121.935618,38.55302,24.2,46.2,592745.188,4267713.5
-121.935617,38.55305,24.5,44.8,592745.125,4267717
-121.935617,38.553066,24.7,44.3,592745.125,4267718.5
-121.935616,38.553132,22.8,42.9,592745.063,4267726
-121.935616,38.553151,24.1,39.2,592745,4267728
-121.935616,38.553173,23,38.7,592745,4267730.5
-121.935615,38.553206,22,39.2,592744.938,4267734.5
-121.935615,38.553225,21.4,40.6,592744.938,4267736.5
-121.935615,38.553243,21.3,41.1,592744.875,4267738
-121.935615,38.553265,22.1,42.4,592744.875,4267740.5
-121.935615,38.55328,20.9,41.7,592744.875,4267742.5
-121.935616,38.553295,21.1,42.7,592744.813,4267744
-121.935616,38.553317,22.5,43.6,592744.813,4267746.5
-121.935616,38.553339,23.7,47.3,592744.813,4267749
-121.935616,38.55335,24.8,48,592744.75,4267750
-121.935616,38.553365,24.1,48.2,592744.75,4267751.5
-121.935615,38.55339,22.1,25.5,592744.688,4267754.5
-121.935615,38.553408,22.9,37.4,592744.688,4267757
-121.935614,38.55343,23.3,47.5,592744.688,4267759
-121.935613,38.553462,23,47.5,592744.625,4267762.5
-121.935613,38.55348,23.8,48,592744.625,4267764.5
-121.935613,38.553502,26.1,46.1,592744.563,4267767
-121.935614,38.553533,25.5,46.3,592744.563,4267770.5
-121.935615,38.553553,24.8,51.1,592744.5,4267773
-121.935615,38.553564,26.9,51.5,592744.5,4267773.5
-121.935615,38.553578,26.8,29.8,592744.5,4267775.5
-121.935615,38.5536,25.5,47,592744.438,4267778
-121.935614,38.553619,25.9,47.1,592744.438,4267780
-121.935614,38.553644,24.6,46.6,592744.375,4267782.5
-121.935613,38.553674,25.5,53.7,592744.375,4267786
-121.935614,38.553692,25.2,58.2,592744.313,4267788
-121.935614,38.553709,24.7,56.3,592744.313,4267790
-121.935614,38.553723,25.1,57.5,592744.313,4267791.5
-121.935614,38.55373,23.5,62.7,592744.25,4267792.5
-121.935613,38.55375,23.8,56,592744.25,4267794.5
-121.935613,38.553775,24.5,55.9,592744.188,4267797.5
-121.935613,38.553788,24.6,53.1,592744.188,4267798.5
-121.935613,38.553794,24.6,50.8,592744.188,4267799.5
-121.935612,38.553813,24.3,53.9,592744.188,4267801.5
-121.935612,38.553839,23.7,58,592744.125,4267804.5
-121.935612,38.553854,24.1,56,592744.125,4267806.5
-121.935612,38.553877,24.7,56,592744.063,4267809
-121.935612,38.553903,24.7,56.6,592744.063,4267811.5
-121.935612,38.553919,23.6,54,592744.063,4267813.5
-121.935612,38.553943,23.7,52.8,592744,4267816
-121.935611,38.553973,22.9,-24,592744.625,4267819.5
-121.935611,38.553989,23.9,53.5,592744.625,4267821
-121.935611,38.554009,26.1,51,592744.563,4267823.5
-121.935611,38.554039,28,56.3,592744.563,4267826.5
-121.935611,38.554058,24.4,55.4,592744.5,4267829
-121.935611,38.554068,23.7,55.1,592744.5,4267830
-121.935611,38.554081,25.3,56.6,592744.5,4267831.5
-121.935611,38.554103,25.3,57.1,592744.438,4267834
-121.935611,38.554123,24.4,52.3,592744.438,4267836
-121.935611,38.554133,26.1,51.6,592744.438,4267837
-121.935611,38.554146,26.2,48.6,592744.438,4267838.5
-121.93561,38.55417,25.8,51.1,592744.375,4267841
-121.93561,38.554187,24.5,49.6,592744.375,4267843
-121.93561,38.554207,24.5,50.9,592744.313,4267845.5
-121.93561,38.554237,24.8,52.9,592744.313,4267848.5
-121.935609,38.554257,24.7,54.8,592744.25,4267851
-121.935609,38.554267,24.9,57.1,592744.25,4267852
-121.935609,38.554281,25.1,52.5,592744.25,4267853.5
-121.935608,38.554302,25,57.3,592744.188,4267856
-121.935608,38.554319,25,55,592744.188,4267857.5
-121.935608,38.554342,24.5,55,592744.188,4267860
-121.935607,38.554368,24.2,50.8,592744.125,4267863
-121.935607,38.554383,23.9,46.2,592744.125,4267864.5
-121.935607,38.554404,23.9,51.1,592744.063,4267867.5
-121.935607,38.554425,19.7,8.6,592744.063,4267869.5
-121.935606,38.554437,18.1,-9,592744.063,4267870.5
-121.935727,38.554428,23.7,43.7,592733.438,4267869.5
-121.935728,38.554411,25.9,47.3,592733.438,4267868
-121.935728,38.554401,25.3,47.4,592733.438,4267866.5
-121.935729,38.554396,25.7,48.4,592733.438,4267866.5
-121.935729,38.55439,24.8,50.8,592733.438,4267865.5
-121.93573,38.554377,26.4,54.7,592733.5,4267864
-121.93573,38.554366,26.5,53.5,592733.5,4267863
-121.93573,38.554359,26.4,51.1,592733.5,4267862
-121.93573,38.55435,26.5,53.8,592733.5,4267861
-121.935731,38.554337,25.3,55.3,592733.5,4267859.5
-121.935731,38.554327,27.4,60.6,592733.563,4267858.5
-121.93573,38.554323,28.2,62,592733.563,4267858
-121.935731,38.554308,27,60.1,592733.563,4267856.5
-121.935732,38.554289,27.5,56.6,592733.563,4267854.5
-121.935732,38.554278,27.5,61.4,592733.625,4267853
-121.935732,38.554273,27.7,60,592733.625,4267852.5
-121.935732,38.554256,26.9,62.4,592733.625,4267850.5
-121.935731,38.554233,26.7,60.9,592733.688,4267848
-121.935731,38.554221,26.4,64.8,592733.688,4267847
-121.935732,38.554215,28,65.1,592733.688,4267846
-121.935732,38.554196,27.3,62.3,592733.688,4267844
-121.935732,38.554172,27.3,62.8,592733.75,4267841.5
-121.935732,38.554159,27.8,64.8,592733.75,4267839.5
-121.935732,38.554153,27.2,67.1,592733.75,4267839
-121.935732,38.554134,26.1,65.4,592733.813,4267837
-121.935732,38.55411,25.9,65.8,592733.813,4267834.5
-121.935732,38.554091,27.4,63.7,592733.813,4267832.5
-121.935732,38.554041,27.7,57.1,592733.875,4267827
