Longitude,Latitude,ECto30,ECto100,Easting,Northing
-121.9384,38.554103,18.3,-25,592501.125,4267831
-121.9384,38.554089,17.9,-25,592501.188,4267829.5
-121.9384,38.554065,17.8,-24,592501.188,4267827
-121.9384,38.554044,17,-24,592501.25,4267824.5
-121.9384,38.554034,17.7,-24,592501.25,4267823.5
-121.9384,38.554021,18.6,-24,592501.25,4267821.5
-121.938401,38.553998,17.5,-24,592501.313,4267819
-121.938401,38.553979,17.2,-24,592501.313,4267817
-121.9384,38.55397,18.1,-24,592501.313,4267816
-121.938401,38.553957,19.7,2.7,592501.313,4267815
-121.938401,38.553935,19.6,-24,592501.375,4267812.5
-121.938401,38.553916,19.4,-24,592501.375,4267810.5
-121.938401,38.553906,20.4,-24,592501.375,4267809
-121.938401,38.553895,19.8,-24,592501.438,4267808
-121.938402,38.553872,18.8,-24,592501.438,4267805
-121.938402,38.553851,21.2,-24,592501.5,4267803
-121.938402,38.553842,21.9,-24,592501.5,4267802
-121.938402,38.553834,23.1,7,592501.5,4267801
-121.938403,38.553816,23.3,29.3,592501.5,4267799.5
-121.938403,38.553799,22.3,33.5,592501.563,4267797
-121.938403,38.553792,21.1,34.4,592501.563,4267796.5
-121.938403,38.553785,21.3,8.2,592501.563,4267795.5
-121.938403,38.553771,22.6,13.3,592501.563,4267794
-121.938403,38.553758,25.1,-25,592501.563,4267792.5
-121.938403,38.553753,26.1,42.5,592501.625,4267792
-121.938403,38.553748,26.2,41.4,592501.625,4267791.5
-121.938404,38.553742,26.8,40.3,592501.625,4267791
-121.938404,38.553733,26.2,39.9,592501.625,4267790
-121.938404,38.553724,25.9,-29,592501.625,4267788.5
-121.938405,38.553718,18.9,-29,592501,4267788.5
-121.938404,38.553643,27.1,41.8,592501.75,4267780
-121.938403,38.553625,26.7,42.4,592501.75,4267777.5
-121.938403,38.553616,26.3,44.3,592501.75,4267777
-121.938403,38.553604,25,43.9,592501.813,4267775.5
-121.938403,38.553586,23.9,43.1,592501.813,4267773.5
-121.938403,38.553573,24.6,40.8,592501.813,4267772
-121.938403,38.553567,25.6,42.3,592501.813,4267771.5
-121.938404,38.553561,25.5,43.4,592501.813,4267771
-121.938404,38.55355,25.7,45,592501.875,4267769.5
-121.938404,38.55354,28.7,47.8,592501.875,4267768.5
-121.938403,38.553534,27.6,47.8,592501.875,4267768
-121.938404,38.553527,27.2,49.1,592501.875,4267767
-121.938404,38.553514,27.4,48,592501.875,4267765.5
-121.938404,38.553505,24.3,46.7,592501.938,4267764.5
-121.938404,38.5535,24.2,42,592501.938,4267764
-121.938404,38.553486,23.8,49.2,592501.938,4267762.5
-121.938404,38.553468,24.6,51.1,592501.938,4267760.5
-121.938403,38.553459,25.3,52.2,592502,4267759.5
-121.938403,38.553454,24.9,53,592502,4267759
-121.938403,38.553441,25.1,50.8,592502,4267757.5
-121.938403,38.553423,25.1,47.7,592502,4267755.5
-121.938403,38.553405,25.5,53.2,592502.063,4267753.5
-121.938403,38.553389,25.4,52.5,592502.063,4267752
-121.938403,38.553377,26.9,49.7,592502.063,4267750
-121.938403,38.553363,27.2,48.4,592502.125,4267749
-121.938403,38.553353,24,48,592502.125,4267747.5
-121.938404,38.553344,23,48.5,592502.125,4267747
-121.938404,38.553331,24.1,52.2,592502.125,4267745
-121.938404,38.553313,23.8,52.8,592502.188,4267743.5
-121.938404,38.553294,24.5,53.2,592502.188,4267741.5
-121.938404,38.553279,24.5,53,592502.188,4267739.5
-121.938405,38.55327,25.1,55.4,592501.563,4267738.5
-121.938404,38.553263,24.7,52.6,592502.25,4267738
-121.938404,38.553249,23.7,50.9,592502.25,4267736
-121.938404,38.553237,23.7,53,592502.25,4267735
-121.938405,38.553231,25.4,53.7,592501.625,4267734
-121.938404,38.553203,24.1,54.7,592502.313,4267731
-121.938404,38.553194,24.8,57.9,592502.313,4267730
-121.938404,38.553187,25.4,63.5,592502.313,4267729.5
-121.938404,38.553148,26.6,58.2,592502.375,4267725
-121.938405,38.553092,26.4,54.6,592501.75,4267719
-121.938406,38.553053,26.8,50.2,592501.813,4267714.5
-121.938406,38.553046,25.4,52.4,592501.813,4267714
-121.938406,38.553037,26.9,55.6,592501.875,4267712.5
-121.938405,38.553021,25.1,56.6,592501.875,4267711
-121.938405,38.553007,24.7,54.1,592501.875,4267709
-121.938406,38.552957,25.3,50.9,592501.938,4267703.5
-121.938406,38.55295,25.6,51.7,592501.938,4267703
-121.938406,38.552911,26.6,51.8,592502,4267698.5
-121.938406,38.552904,27.8,52.7,592502,4267697.5
-121.938406,38.552892,25.6,54.6,592502.063,4267696.5
-121.938406,38.552876,25.6,50.9,592502.063,4267694.5
-121.938406,38.552864,25.9,52,592502.063,4267693.5
-121.938407,38.552857,25.3,51.7,592502.063,4267692.5
-121.938407,38.552849,26.7,53.7,592502.063,4267692
-121.938407,38.552829,26.9,60.7,592502.125,4267689.5
-121.938407,38.552813,26.9,61.2,592502.125,4267688
-121.938407,38.552804,28,57.9,592502.125,4267686.5
-121.938407,38.552725,26.7,60.5,592502.25,4267678
-121.938407,38.552715,27.9,61.7,592502.25,4267677
-121.938408,38.552702,27.6,61.8,592502.25,4267675.5
-121.938408,38.552653,25.5,56.4,592502.313,4267670
-121.938408,38.552642,26.5,53.4,592502.375,4267669
-121.938408,38.552568,27.2,55.4,592502.438,4267660.5
-121.938409,38.552555,27.9,63.3,592502.438,4267659
-121.93841,38.552496,26.2,63.2,592502.563,4267653
-121.93841,38.55248,26.3,65.4,592502.563,4267650.5
-121.93841,38.552474,25.9,58.8,592502.563,4267650.5
-121.93841,38.552465,27.9,59.7,592502.563,4267649
-121.93841,38.552447,28.9,58.3,592502.625,4267647.5
-121.938409,38.552386,26.3,61.1,592502.688,4267640.5
-121.93841,38.552363,25.3,51,592502.688,4267638
-121.93841,38.552344,25.5,52.5,592502.75,4267636
-121.93841,38.552327,25.2,52.2,592502.75,4267634
-121.938411,38.552319,24.1,49.3,592502.75,4267633
-121.938411,38.552304,26.2,52,592502.813,4267631
-121.93841,38.552284,25.7,60.1,592502.813,4267629
-121.93841,38.552271,25,61.5,592502.813,4267628
-121.93841,38.552262,24.8,-24,592502.813,4267626.5
-121.938411,38.552253,26.4,56.3,592502.875,4267625.5
-121.938411,38.552245,25.3,54.1,592502.875,4267625
-121.938411,38.552221,25.5,53.8,592502.875,4267622
-121.938413,38.552157,25.6,54.6,592502.313,4267615
-121.938413,38.55214,25.2,49.5,592502.313,4267613
-121.938413,38.552114,24.5,53.8,592502.375,4267610
-121.938413,38.552096,24.5,-24,592502.375,4267608.5
-121.938414,38.552038,28.3,58,592502.438,4267601.5
-121.938414,38.552025,28.4,43.9,592502.5,4267600.5
-121.938414,38.552007,26.8,48.6,592502.5,4267598
-121.938414,38.551989,28,50,592502.5,4267596.5
-121.938414,38.551977,28,49.5,592502.563,4267595
-121.938415,38.551965,27.4,56.1,592502.563,4267593.5
-121.938415,38.551949,28,57.2,592502.563,4267592
-121.938414,38.551931,26.8,53.7,592502.625,4267589.5
-121.938414,38.551911,26.4,49.2,592502.625,4267587.5
-121.938415,38.551847,28.2,50.1,592502.688,4267580.5
-121.938415,38.551831,26.9,50.9,592502.75,4267578.5
-121.938416,38.551818,25.6,49.2,592502.75,4267577.5
-121.938416,38.551806,25.4,47.1,592502.75,4267576
-121.938416,38.551787,26.4,51.6,592502.813,4267574
-121.938416,38.551775,25.3,51.4,592502.813,4267573
-121.938416,38.551766,23.8,45.9,592502.813,4267571.5
-121.938416,38.551757,25,36,592502.813,4267570.5
-121.938416,38.551745,25.5,37.6,592502.813,4267569.5
-121.938416,38.55173,24.8,40.1,592502.875,4267567.5
-121.938416,38.551707,22.6,-24,592502.875,4267565
-121.938417,38.551678,23.2,-24,592502.938,4267562
-121.938417,38.551648,24.9,23.2,592502.938,4267558.5
-121.938418,38.551627,24.8,44.1,592503,4267556.5
-121.938418,38.551614,22.9,44.9,592503,4267554.5
-121.938418,38.551592,25.8,42.6,592503.063,4267552.5
-121.938418,38.551573,26.3,46.3,592503.063,4267550.5
-121.938418,38.551564,26.4,49.5,592503.063,4267549
-121.938418,38.551552,24.7,50.4,592503.063,4267548
-121.938417,38.551527,23.7,36.3,592503.125,4267545
-121.938415,38.551503,25.3,36.1,592503.125,4267542.5
-121.938416,38.551486,26.2,36.1,592503.188,4267540.5
-121.938416,38.551475,28.2,41.2,592503.188,4267539.5
-121.938416,38.551464,30.4,47,592503.188,4267538
-121.938416,38.551447,30.4,50.8,592503.25,4267536.5
-121.938417,38.551432,28.2,52.7,592503.25,4267534.5
-121.938417,38.551412,27.2,53,592503.25,4267532
-121.938415,38.551389,27.2,51.7,592503.313,4267529.5
-121.938413,38.551371,27,49.6,592503.313,4267528
-121.938413,38.55135,24.8,49.5,592503.375,4267525.5
-121.938413,38.551323,25.5,43,592503.375,4267522.5
-121.938413,38.551302,25.8,53.7,592503.375,4267520.5
-121.938413,38.551293,27,56.7,592503.438,4267519
-121.938413,38.551281,29.2,60,592503.438,4267518
-121.938414,38.55126,32.5,59.4,592503.438,4267515.5
-121.938414,38.551242,33.5,58.6,592503.5,4267513.5
-121.938414,38.551234,30.3,61,592503.5,4267512.5
-121.938415,38.551222,28.8,64.6,592503.5,4267511.5
-121.938415,38.551201,27.8,63.1,592503.563,4267509
-121.938415,38.551183,31.8,59.6,592503.563,4267507
-121.938415,38.551174,32.8,60.4,592503.563,4267506
-121.938415,38.551162,31,57,592503.563,4267504.5
-121.938416,38.551142,26.9,33.6,592503.625,4267502.5
-121.938416,38.551125,28.6,19.5,592503.625,4267500.5
-121.938416,38.551117,27.5,-28,592503.625,4267499.5
-121.938417,38.551105,29.7,-24,592503.688,4267498.5
-121.938416,38.551082,29.8,52.1,592503.688,4267496
-121.938415,38.55106,23.8,16.6,592503.688,4267493
-121.938415,38.551049,24.4,5.3,592503.75,4267492
-121.938415,38.551036,23.6,8.4,592503.75,4267490.5
-121.938415,38.551026,17.7,7.9,592503.75,4267489.5
-121.938537,38.551095,27.5,65.4,592493.063,4267497
-121.938537,38.551099,30.4,66.3,592493.063,4267497.5
-121.938537,38.551106,28.7,69.9,592493,4267498
-121.938537,38.551112,30,72.4,592493,4267499
-121.938537,38.551121,29.8,66.3,592493,4267500
-121.938537,38.551133,30.2,63.5,592493,4267501
-121.938537,38.551139,30.6,62.1,592493,4267502
-121.938537,38.551142,29.7,69.3,592493,4267502.5
-121.938537,38.55115,29.9,63.7,592492.938,4267503.5
-121.938536,38.55116,29.9,60.2,592492.938,4267504
-121.938536,38.551166,29.6,62.2,592492.938,4267505
-121.938536,38.551174,29.6,61.7,592492.938,4267506
-121.938536,38.551189,28.4,59.1,592492.938,4267507.5
-121.938536,38.551201,25.7,-29,592492.875,4267509
-121.938536,38.551207,28,64.9,592492.875,4267509.5
-121.938536,38.551212,28.4,67.5,592492.875,4267510
-121.938536,38.551218,28.3,65.4,592492.875,4267510.5
-121.938536,38.551227,26.2,57.1,592492.875,4267511.5
-121.938536,38.551238,25,55.2,592492.875,4267513
-121.938536,38.55125,25.2,-29,592492.813,4267514.5
-121.938536,38.551261,23.6,-29,592492.813,4267515.5
-121.938536,38.551269,21.5,-25,592492.813,4267516.5
-121.938536,38.551279,24.2,-25,592492.813,4267517
-121.938536,38.55129,24.2,-29,592492.813,4267518.5
-121.938536,38.551304,25.8,-29,592492.75,4267520
-121.938536,38.551313,23.2,-29,592492.75,4267521
-121.938536,38.551322,22.9,-28,592492.75,4267522.5
-121.938536,38.551335,22.1,-29,592492.75,4267523.5
-121.938536,38.551346,23.1,-29,592492.688,4267525
-121.938536,38.551362,26.6,-25,592492.688,4267526.5
-121.938535,38.551382,18.8,-29,592492.688,4267528.5
-121.938535,38.551397,17,-29,592492.625,4267530.5
-121.938535,38.551404,22.7,-29,592492.625,4267531
-121.938535,38.551414,20.1,-29,592492.625,4267532.5
-121.938535,38.55143,18.7,-29,592492.625,4267534
-121.938535,38.55144,25.6,-25,592492.563,4267535.5
-121.938535,38.551485,21.4,-29,592492.563,4267540
-121.938535,38.551501,21.4,-29,592492.5,4267542
-121.938535,38.55151,22.1,-25,592492.5,4267543
-121.938536,38.551521,25,-25,592492.5,4267544.5
-121.938535,38.551537,30.4,62.5,592492.5,4267546
-121.938534,38.55155,31,62.8,592492.438,4267547.5
-121.938534,38.551556,29.6,64.7,592492.438,4267548
-121.938533,38.551563,32,63.8,592493.125,4267549
-121.938533,38.551573,32.4,64.5,592493.063,4267550.5
-121.938533,38.55158,32.3,64.4,592493.063,4267550.5
-121.938533,38.551593,31.4,63.5,592493.063,4267552.5
-121.938533,38.551612,28.2,60.8,592493.063,4267554.5
-121.938534,38.551626,28.4,65.8,592492.375,4267555.5
-121.938534,38.551634,29.6,65.9,592492.313,4267557
-121.938534,38.551644,30.8,65.9,592492.313,4267558
-121.938534,38.551659,30.4,63.4,592492.313,4267559.5
-121.938535,38.551671,29,61,592492.313,4267561
-121.938535,38.551689,30.7,62.1,592492.25,4267563
-121.938535,38.551713,29.8,55,592492.25,4267565.5
-121.938536,38.551729,28.1,53.6,592492.25,4267567
-121.938535,38.551737,26.6,50.5,592492.188,4267568.5
-121.938535,38.551747,27.4,54.8,592492.188,4267569.5
-121.938534,38.551765,28.2,56.9,592492.188,4267571.5
-121.938534,38.551781,28.3,60.1,592492.188,4267573
-121.938534,38.551789,30.9,60.1,592492.125,4267574
-121.938534,38.5518,30.4,59.3,592492.125,4267575
-121.938534,38.551819,29.1,51.9,592492.125,4267577.5
-121.938533,38.551835,27.9,57.1,592492.75,4267579
-121.938533,38.551843,24.9,50,592492.75,4267580
-121.938533,38.551852,24.6,42.9,592492.75,4267581
-121.938533,38.551863,26.4,61.2,592492.688,4267582.5
-121.938533,38.551872,27.1,58.5,592492.688,4267583.5
-121.938533,38.551884,26.8,61.3,592492.688,4267584.5
-121.938533,38.551902,25.9,55,592492.688,4267586.5
-121.938533,38.551921,28.4,53.3,592492.625,4267589
-121.938533,38.551933,28.9,54.6,592492.625,4267590
-121.938532,38.551941,28.2,56,592492.625,4267591
-121.938531,38.551952,26.8,57.7,592492.625,4267592
-121.938531,38.55196,26.7,58.4,592492.563,4267593
-121.938531,38.551969,27.1,58,592492.563,4267594
-121.938532,38.551977,27.4,56.3,592492.563,4267594.5
-121.938532,38.551991,29.4,59.8,592492.563,4267596.5
-121.938532,38.552009,29,59.1,592492.5,4267598.5
-121.938531,38.552018,27.7,58.6,592492.5,4267599.5
-121.938531,38.552114,27,57.4,592492.375,4267610
-121.938532,38.552135,27.5,59.9,592492.375,4267612.5
-121.938532,38.552145,30.3,61.1,592492.375,4267613.5
-121.938532,38.552158,31,58.8,592492.313,4267615
-121.938532,38.552181,29.1,59.7,592492.313,4267617.5
-121.938532,38.5522,29.2,63.5,592492.313,4267619.5
-121.938531,38.552209,30.5,66.3,592492.25,4267620.5
-121.938532,38.552222,28.9,63.9,592492.25,4267622
-121.938531,38.552241,30.9,66,592492.25,4267624.5
-121.93853,38.552256,30.1,67,592492.188,4267626
-121.938529,38.552264,27.6,59,592492.188,4267627
-121.938529,38.552274,27.5,60.2,592492.188,4267627.5
-121.93853,38.552293,29.3,60,592492.188,4267630
-121.938529,38.55231,27.4,58.8,592492.125,4267632
-121.938529,38.552324,27.5,63.4,592492.125,4267633
-121.938529,38.552345,28.6,63.4,592492.125,4267636
-121.938529,38.552362,28.2,65.6,592492.063,4267637.5
-121.938529,38.552413,28.1,59.5,592492,4267643.5
-121.93853,38.552421,27.8,75.7,592492,4267644
-121.938529,38.55243,27.9,67.7,592492,4267645
-121.938529,38.552445,30.2,60.5,592492,4267647
-121.938529,38.552457,30.1,60.2,592491.938,4267648
-121.93853,38.552476,28.2,62.6,592491.938,4267650
-121.93853,38.552496,28.2,61.9,592491.875,4267652.5
-121.938529,38.552508,28.7,56.7,592491.875,4267654
-121.938528,38.552524,28.8,56.9,592491.875,4267655.5
-121.938529,38.552545,28.8,64.3,592491.875,4267658
-121.938529,38.552558,28.2,71.1,592491.813,4267659.5
-121.938529,38.552565,27.4,69.7,592491.813,4267660.5
-121.938529,38.552575,27.5,65.6,592491.813,4267661
-121.938529,38.552592,27,55.4,592491.75,4267663.5
-121.938528,38.552608,23.8,37.7,592491.75,4267665
-121.938528,38.552615,24.2,28,592491.75,4267666
-121.938529,38.552626,24.7,40.6,592491.75,4267667
-121.938529,38.552641,24.7,43.4,592491.688,4267669
-121.938529,38.552655,25.9,50.9,592491.688,4267670
-121.938529,38.552668,27.8,60.1,592491.688,4267671.5
-121.938529,38.552679,27.7,63,592491.688,4267672.5
-121.938529,38.552688,27.2,61.2,592491.688,4267674
-121.938529,38.552696,28.2,57.4,592491.625,4267674.5
-121.938528,38.552707,27.1,49.8,592491.625,4267676
-121.938527,38.552722,21.5,-25,592491.625,4267677.5
-121.938525,38.552923,22.8,-25,592492,4267699.5
-121.938526,38.552949,23.1,26.9,592492,4267702.5
-121.938526,38.552964,22.8,45.5,592492,4267704.5
-121.938526,38.552971,22.6,51.5,592491.938,4267705
-121.938526,38.552976,22,46.3,592491.938,4267705.5
-121.938525,38.552982,22.1,49.1,592491.938,4267706.5
-121.938525,38.552986,22.5,49.1,592491.938,4267707
-121.938525,38.55299,24.8,54.4,592491.938,4267707.5
-121.938525,38.552996,27,52.4,592491.938,4267708
-121.938525,38.553002,29.2,50.3,592491.938,4267708.5
-121.938525,38.55301,28.1,52.3,592491.938,4267709.5
-121.938525,38.553024,25.9,57.9,592491.875,4267711
-121.938525,38.553038,25.5,41.2,592491.875,4267713
-121.938525,38.553045,24.7,55.1,592491.875,4267713
-121.938525,38.553055,25.1,57.7,592491.875,4267714.5
-121.938525,38.553072,26.3,56.1,592491.813,4267716.5
-121.938526,38.553087,25.8,56.2,592491.813,4267718
-121.938526,38.553095,26.4,63.2,592491.813,4267719
-121.938526,38.553103,25.9,46.9,592491.813,4267720
-121.938525,38.553113,23.9,55.2,592491.75,4267721
-121.938525,38.553121,26.5,56.5,592491.75,4267721.5
-121.938525,38.553131,25.2,54.1,592491.75,4267723
-121.938525,38.553149,24.6,54.6,592491.75,4267725
-121.938524,38.553167,26.2,52.9,592491.688,4267727
-121.938524,38.553189,24.2,55.6,592491.688,4267729.5
-121.938524,38.553208,25.3,57.2,592491.688,4267731.5
-121.938523,38.553216,25.7,54.3,592491.625,4267732.5
-121.938523,38.553234,26.2,57.2,592491.625,4267734.5
-121.938523,38.553264,24.2,54.6,592491.563,4267738
-121.938523,38.553298,23.1,47.6,592491.563,4267741.5
-121.938524,38.55332,23.7,44.9,592491.5,4267744
-121.938524,38.553332,26.9,53.3,592491.5,4267745.5
-121.938524,38.553351,22.3,49.5,592491.5,4267747.5
-121.938524,38.553402,25.1,51.3,592491.438,4267753
-121.938524,38.553416,24.8,60.7,592491.375,4267754.5
-121.938523,38.553433,26.6,55.6,592491.375,4267756.5
-121.938522,38.55345,23.6,43.8,592491.375,4267758.5
-121.938523,38.553468,23.7,47.7,592491.313,4267760
-121.938523,38.553488,24.3,49.2,592491.313,4267763
-121.938523,38.553503,22.8,47.8,592491.313,4267764
-121.938522,38.553525,22,34.3,592491.25,4267766.5
-121.938522,38.553547,21.4,36,592491.25,4267769
-121.938522,38.553562,21.6,43.7,592491.188,4267771
-121.938522,38.553574,22.3,37.1,592491.188,4267772
-121.938522,38.553587,23.7,47.8,592491.188,4267774
-121.938522,38.553606,22.5,44,592491.125,4267775.5
-121.938522,38.553618,23.9,50,592491.125,4267777
-121.938522,38.553681,23.9,44,592491.063,4267784
-121.938522,38.553737,23,38,592491,4267790.5
-121.938522,38.553757,22.5,40.2,592490.938,4267792.5
-121.938522,38.553767,23.7,42.2,592490.938,4267793.5
-121.938522,38.553781,23.6,39.6,592490.938,4267795
-121.938522,38.553801,22.9,34.9,592490.875,4267797.5
-121.938522,38.553814,23.5,33.8,592490.875,4267798.5
-121.938522,38.553866,21.8,34.8,592490.813,4267804.5
-121.938521,38.553881,21.8,34.7,592490.813,4267806.5
-121.938521,38.553903,22.6,38.1,592490.75,4267808.5
-121.938522,38.553932,21.3,38.5,592490.75,4267812
-121.938522,38.553948,21.4,35.5,592490.688,4267813.5
-121.938522,38.553968,21.1,33.7,592490.688,4267815.5
-121.938521,38.553996,20.3,33.2,592490.625,4267819
-121.938521,38.554015,21.3,35.1,592490.625,4267821
-121.938521,38.554024,21.4,32.9,592490.625,4267822
-121.938521,38.554037,20.1,22.6,592490.625,4267823.5
-121.93852,38.554055,18.9,21,592490.563,4267825.5
-121.93852,38.55407,19.2,28.1,592490.563,4267827
-121.93852,38.554092,19.9,34.5,592490.5,4267829.5
-121.938519,38.554116,22.2,38.2,592490.5,4267832
-121.938519,38.554132,22,36,592490.5,4267834
-121.938519,38.554154,21,39.2,592490.438,4267836.5
-121.938519,38.554181,22.2,32.1,592490.438,4267839.5
-121.938518,38.554195,21.2,-27,592491.063,4267841
-121.938518,38.554207,22.6,40.8,592491.063,4267842.5
-121.938518,38.554218,22.6,39.7,592491,4267843.5
-121.938518,38.554226,21.8,33.4,592491,4267844.5
-121.938518,38.554235,21,31.6,592491,4267845.5
-121.938518,38.554246,21.2,41.4,592491,4267846.5
-121.938518,38.554264,20.8,37.7,592491,4267848.5
-121.938518,38.55428,19.2,25.3,592490.938,4267850.5
-121.938518,38.554291,18.6,29,592490.938,4267851.5
-121.938517,38.554302,20.9,38.2,592490.938,4267853
-121.938517,38.554318,22.3,37.6,592490.875,4267854.5
-121.938516,38.554334,22.1,35.9,592490.875,4267856.5
-121.938516,38.554345,21.4,36.3,592490.875,4267857.5
-121.938516,38.554355,19.6,31.3,592490.875,4267859
-121.938638,38.554392,20.4,30.4,592480.188,4267863
-121.938638,38.55438,20.2,33.8,592480.188,4267861.5
-121.938638,38.554374,22.3,35.5,592480.188,4267861
-121.938638,38.554367,23.3,36.9,592480.188,4267860
-121.938639,38.554355,23.8,38.2,592480.188,4267858.5
-121.938639,38.554345,24,37.8,592480.25,4267857.5
-121.938639,38.55434,23.5,32.5,592480.25,4267857
-121.93864,38.554333,22.1,31.8,592480.25,4267856
-121.93864,38.554319,21.1,32.5,592480.25,4267854.5
-121.93864,38.554304,20.6,32.6,592480.313,4267853
-121.93864,38.554297,19.7,34.1,592480.313,4267852.5
-121.938641,38.554287,19.5,34.5,592479.625,4267851
-121.938641,38.554269,20.1,34.8,592479.688,4267849
-121.938641,38.554254,19,36,592479.688,4267847.5
-121.938641,38.554247,17.3,36.1,592479.688,4267847
-121.938641,38.554238,17.7,34.3,592479.688,4267845.5
-121.93864,38.554222,18.4,33.3,592480.375,4267844
-121.938641,38.554209,19.2,36.1,592479.75,4267842.5
-121.938641,38.554202,19.3,37.7,592479.75,4267842
-121.938641,38.554193,18.5,37,592479.75,4267840.5
-121.938642,38.554177,18.9,37.2,592479.75,4267839
-121.938642,38.554163,18.6,37.4,592479.813,4267837.5
-121.938642,38.554156,18,40.2,592479.813,4267836.5
-121.938642,38.554147,17.1,40.2,592479.813,4267835.5
-121.938642,38.55413,17.4,40.8,592479.813,4267834
-121.938642,38.554116,15.7,39.8,592479.875,4267832
-121.938642,38.554108,15.8,40.1,592479.875,4267831
-121.938642,38.554096,17.3,38.5,592479.875,4267830
-121.938642,38.554076,17,39.1,592479.938,4267828
-121.938643,38.554051,17.8,40.8,592479.938,4267825
-121.938643,38.554001,17.9,37.7,592480,4267819.5
-121.938644,38.553984,17.1,38,592480,4267817.5
-121.938645,38.553968,17.8,37.6,592480.063,4267815.5
-121.938645,38.553959,17.6,30.7,592480.063,4267814.5
-121.938645,38.553949,18.9,37.1,592480.063,4267813.5
-121.938645,38.553926,19.8,42.2,592480.125,4267811
-121.938645,38.553907,19.4,45.8,592480.125,4267809
-121.938645,38.5539,17.6,48.9,592480.125,4267808.5
-121.938645,38.553881,18.5,35.5,592480.125,4267806
-121.938645,38.553866,18.5,42.9,592480.188,4267804.5
-121.938645,38.553852,17.1,44.9,592480.188,4267803
-121.938644,38.553777,18.5,49.4,592480.313,4267794.5
-121.938644,38.553765,19,45.6,592480.313,4267793
-121.938644,38.553754,20,45.9,592480.313,4267792
-121.938644,38.553745,21.2,49.7,592480.313,4267791
-121.938645,38.553685,20.7,50.1,592480.438,4267784
-121.938645,38.553671,21.4,52.5,592480.438,4267783
-121.938645,38.553656,20.4,53.8,592480.438,4267781.5
-121.938645,38.553644,20.9,54.1,592480.438,4267779.5
-121.938645,38.553626,21.1,51,592480.5,4267778
-121.938645,38.553607,21.1,22.8,592480.5,4267776
-121.938645,38.553597,20.2,49.2,592480.5,4267774.5
-121.938646,38.55358,23.3,48,592480.563,4267773
-121.938646,38.553561,22,-25,592480.563,4267770.5
-121.938646,38.55355,20.1,-25,592480.563,4267769.5
-121.938647,38.553535,19.8,-24,592480.625,4267767.5
-121.938646,38.553515,18.8,-25,592480.625,4267765.5
-121.938646,38.553501,20.7,-25,592480.625,4267764
-121.938646,38.553494,24.2,-9,592480.625,4267763
-121.938646,38.553484,20.6,-9,592480.688,4267762
-121.938647,38.553466,19.8,-9,592480.688,4267760
-121.938647,38.55345,21.8,-9,592480.688,4267758.5
-121.938647,38.553442,19.3,-9,592480.75,4267757
-121.938647,38.553431,21.4,-9,592480.75,4267756.5
-121.938646,38.553412,19,5,592480.75,4267754
-121.938646,38.553394,19.8,4.2,592480.813,4267752
-121.938646,38.553386,20.3,-9,592480.813,4267751
-121.938647,38.553375,25.6,-9,592480.813,4267750
-121.938647,38.553358,25.6,-9,592480.813,4267748
-121.938647,38.55331,28.4,-25,592480.875,4267742.5
-121.938647,38.553306,26.2,-25,592480.875,4267742.5
-121.938647,38.553295,24.5,38.2,592480.938,4267741
-121.938646,38.553281,23.4,31.8,592480.938,4267739.5
-121.938646,38.553272,24,52.5,592480.938,4267738.5
-121.938646,38.553266,23.5,52.9,592480.938,4267737.5
-121.938646,38.55326,21.8,51.1,592480.938,4267737
-121.938646,38.55325,22.4,52.2,592480.938,4267736
-121.938645,38.55324,22.9,56.6,592481,4267735
-121.938645,38.553232,23.2,54.9,592481,4267734
-121.938645,38.553224,24,52,592481,4267733
-121.938645,38.553212,23.9,52.2,592481,4267731.5
-121.938645,38.553199,24.8,53.1,592481,4267730.5
-121.938645,38.553191,23.6,49.5,592481.063,4267729.5
-121.938645,38.553183,22.8,48.1,592481.063,4267729
-121.938645,38.553168,25.2,56.5,592481.063,4267727
-121.938645,38.553158,23.7,52,592481.063,4267726
-121.938645,38.553152,22.6,53.6,592481.125,4267725
-121.938645,38.553141,22.2,51.8,592481.125,4267724
-121.938645,38.553127,22.3,55,592481.125,4267722.5
-121.938646,38.553114,21.4,53.6,592481.125,4267721
-121.938645,38.553107,21.3,52.7,592481.125,4267720.5
-121.938646,38.553097,19.7,53.6,592481.188,4267719
-121.938646,38.553079,21.1,57,592481.188,4267717
-121.938646,38.553064,22.7,56.3,592481.188,4267715
-121.938646,38.553056,23.9,56.2,592481.188,4267714.5
-121.938646,38.553045,25.2,49.3,592481.25,4267713
-121.938647,38.553027,25.6,50.4,592481.25,4267711.5
-121.938647,38.553012,25.9,51.5,592481.25,4267709.5
-121.938648,38.553003,25.3,-29,592481.313,4267708.5
-121.938648,38.552993,21,-29,592481.313,4267707.5
-121.938649,38.552957,21.3,-13,592480.688,4267703.5
-121.938649,38.552949,22.1,-13,592480.688,4267702.5
-121.938647,38.552793,30.2,64.7,592481.563,4267685
-121.938646,38.552789,32.2,64.5,592481.563,4267684.5
-121.938646,38.552785,37.5,64.4,592481.563,4267684.5
-121.938645,38.552781,38.4,64.2,592481.563,4267684
-121.938648,38.55277,25.8,67.2,592481.563,4267682.5
-121.938648,38.552765,25.8,66.1,592481.563,4267682
-121.938648,38.552761,29.1,66.9,592481.563,4267682
-121.938648,38.552755,28.8,69,592481.625,4267681
