Easting,Northing,Yield
592090.688,4271087.5,68400
592087.375,4271088,69600
592081.375,4271088,26640
592073.375,4271087.5,54720
592067.438,4271088,78480
592063.438,4271088,39360
592060.125,4271088,32880
592055.438,4271088,32880
592049.438,4271088,56400
592045.5,4271088,70560
592040.812,4271088,68880
592034.188,4271088,27120
592049,4271014,78720
592056.312,4271014,77520
592065.625,4271014,33360
592073.562,4271014,82560
592078.875,4271014,48000
592082.25,4271013.5,60480
592086.875,4271014,47280
592093.5,4271014,20880
592102.812,4271013.5,24000
592114.125,4271013.5,45600
592124.75,4271013.5,64080
592131.438,4271013.5,82800
592136.062,4271013.5,43920
592140.062,4271013.5,20160
592146,4271013.5,36000
592151.312,4271013.5,69600
592156,4271013.5,78960
592160,4271013.5,46080
592164,4271013.5,58320
592168.625,4271013.5,54480
592172.625,4271013.5,73680
592175.938,4271013.5,88080
592183.25,4271013,118320
592193.875,4271013.5,40560
592203.875,4271013.5,66480
592214.5,4271013,67680
592224.438,4271013,63120
592235.062,4271013,54000
592243.062,4271013,66720
592249.062,4271013,56160
592254.375,4271013,54720
592258.375,4271013,49680
592262.312,4271013,58560
592267,4271013,89760
592271.625,4271013,38160
592276.938,4271013,53280
592286.25,4271012.5,52560
592297.562,4271013,71760
592307.562,4271012.5,42960
592322.188,4271012.5,55920
592337.438,4271012.5,51120
592346.75,4271012.5,47040
592352.75,4271012.5,78960
592358.688,4271012.5,92640
592364.688,4271012.5,44880
592368,4271013,62880
592375.312,4271013,76320
592402.562,4271012.5,41280
592412.562,4271012,55680
592423.875,4271012,96000
592431.812,4271012,87120
592435.812,4271012,66000
592439.812,4271012,67920
592443.812,4271012,62400
592447.125,4271012,71280
592454.438,4271012,68160
592466.188,4271084.5,82560
592456.25,4271084.5,73680
592444.312,4271084.5,60480
592435,4271084.5,35280
592429.688,4271084.5,25920
592425,4271084.5,27360
592418.375,4271084.5,35760
592409.062,4271085,29520
592403.75,4271084.5,67920
592399.75,4271084.5,105360
592393.125,4271084.5,70320
592385.812,4271085,61440
592381.125,4271085,89760
592377.125,4271085,32640
592372.5,4271085,65520
592367.188,4271085,80640
592361.188,4271085,59520
592353.875,4271085.5,29520
592347.25,4271085.5,72720
592342.562,4271085.5,91680
592337.938,4271085,34320
592333.312,4271085,71280
592326,4271085,44160
592319.312,4271085,51840
592312.688,4271085.5,54720
592303.375,4271085.5,48720
592296.062,4271085,68880
592289.438,4271085,84240
592279.438,4271085.5,38880
592268.125,4271085.5,60720
592258.875,4271085,70320
592252.875,4271085.5,67680
592244.875,4271085.5,58560
592234.25,4271085.5,49920
592224.312,4271085.5,66480
592214.312,4271085.5,57120
592203.688,4271086,64320
592191.75,4271085.5,61200
592180.438,4271085.5,67440
592169.812,4271086,78960
592160.5,4271085.5,68880
592151.812,4271085.5,69600
592141.188,4271086,80400
592131.875,4271086,81600
592125.938,4271085.5,41520
592119.938,4271086,61440
592111.312,4271086,55440
592102.625,4271086.5,58560
592093.375,4271086,54000
592082.062,4271086.5,59040
592070.75,4271086.5,48240
592059.438,4271086.5,49200
592044.188,4271086.5,59280
592030.875,4271087,52800
592060.25,4271015,66480
592069.562,4271015,56400
592078.188,4271015.5,71760
592087.5,4271015,51120
592098.125,4271015,33120
592112.125,4271015.5,31440
592122.75,4271015,40080
592128.062,4271015,40320
592132.688,4271015,42960
592141.375,4271015,25440
592152.688,4271015,34800
592162.625,4271015,42000
592172.625,4271014.5,42720
592179.25,4271015,65280
592182.562,4271014.5,36960
592186.562,4271014.5,65040
592189.875,4271014.5,39600
592193.875,4271014.5,25440
592197.875,4271014.5,43200
592205.188,4271014.5,47040
592215.812,4271014.5,29760
592229.062,4271014.5,54000
592240.375,4271014.5,44640
592246.375,4271014.5,30240
592249.688,4271014.5,44880
592255,4271014.5,49440
592261,4271014.5,35520
592267,4271014,66960
592278.25,4271014.5,27840
592287.562,4271014.5,56880
592293.562,4271014,58800
592299.562,4271014,29040
592304.875,4271014,69120
592309.5,4271014,53280
592319.5,4271014,64080
592330.812,4271014,41040
592336.125,4271014,40320
592348.75,4271014,44160
592364.688,4271014,40800
592370.688,4271013.5,42240
592375.312,4271013.5,22560
592380,4271013.5,40560
592384.625,4271014,71280
592399.938,4271013.5,43920
592412.562,4271013.5,49200
592424.5,4271013.5,49680
592437.125,4271013,59760
592449.75,4271013.5,53280
592461.75,4271013,50400
592462.25,4271083.5,104880
592447.625,4271083.5,65040
592437,4271083.5,35040
592429.688,4271083.5,40800
592417.062,4271083.5,27840
592405.062,4271083.5,27120
592393.125,4271084,42960
592381.812,4271084,57600
592370.5,4271084,69360
592359.875,4271084,62160
592349.938,4271084,64560
592343.25,4271084,56160
592338.625,4271084,35280
592334.625,4271084.5,66720
592330,4271084.5,104880
592322.688,4271084,50160
592314,4271084,48480
592288.75,4271084,39840
592275.5,4271084.5,33120
592263.5,4271084.5,64320
592251.562,4271084,62160
592240.25,4271084.5,63840
592229.625,4271085,40560
592222.938,4271085,78960
592217.625,4271084.5,88560
592211.688,4271084.5,64800
592205.688,4271084.5,135360
592197.688,4271085,26160
592192.375,4271085,64800
592189.062,4271085,67920
592184.438,4271084.5,54000
592181.125,4271084.5,59520
592177.125,4271085,66000
592171.812,4271085,48720
592167.125,4271085,67680
592159.812,4271085,133440
592149.188,4271084.5,48480
592142.562,4271085,49440
592137.875,4271085,97440
592129.25,4271085,44160
592118.625,4271085,57840
592112.625,4271085,73200
592108.625,4271085,76320
592104,4271085,53280
592099.375,4271085,66480
592094,4271085.5,37680
592086.688,4271085.5,83280
592058.812,4271085.5,57120
592045.5,4271085.5,50640
592035.562,4271086,52320
592055.562,4271017.5,57120
592068.875,4271017.5,12720
592080.875,4271017.5,26400
592099.438,4271017.5,65760
592110.75,4271017.5,55200
592118.75,4271017,31200
592128.688,4271017,25920
592140.688,4271017,55440
592148,4271017,60720
592154.625,4271017,90480
592161.25,4271017,60240
592166.562,4271017,111360
592171.938,4271017,47280
592177.25,4271017,88560
592183.188,4271017,30720
592188.5,4271016.5,49440
592193.188,4271017,113280
592200.5,4271017,36480
592205.812,4271017,47280
592209.125,4271017,60480
592211.812,4271017,33600
592216.438,4271017,38160
592221.75,4271017,50400
592225.062,4271016.5,60720
592228.375,4271016.5,55920
592231.75,4271016.5,32640
592235.062,4271016.5,57120
592244.375,4271017,104880
592262.312,4271016.5,38160
592276.938,4271016.5,59040
592288.25,4271016.5,54960
592300.188,4271016.5,61440
592317.438,4271016.5,56160
592335.438,4271016,44400
592343.375,4271016.5,79920
592348.688,4271016.5,117600
592354,4271016.5,44640
592358.688,4271016.5,107040
592364,4271016.5,67680
592368,4271016.5,109920
592374.625,4271016,66720
592381.25,4271016.5,37680
592385.938,4271016.5,67680
592389.25,4271016,73440
592399.188,4271016,78960
592408.5,4271016,64320
592415.188,4271016,92880
592439.75,4271015.5,104160
592452.375,4271015.5,69600
592459.062,4271015.5,103440
592468.25,4271082,92880
592464.25,4271082,148560
592460.938,4271082.5,45600
592456.938,4271082.5,63600
592448.938,4271082.5,75120
592437,4271082.5,48240
592429,4271082.5,40560
592420.375,4271082.5,30720
592408.438,4271082.5,25920
592397.125,4271082.5,46560
592385.812,4271083,61200
592371.188,4271083,51360
592360.562,4271083,79920
592354.562,4271083,103440
592344.625,4271083,40800
592332,4271083,70080
592324.688,4271083,71040
592318.688,4271083,75360
592312.688,4271083,78000
592308.062,4271083,111840
592296.75,4271083,60480
592283.438,4271083,52560
592272.812,4271083,64080
592260.875,4271083,72000
592247.562,4271083.5,62640
592232.938,4271083.5,70080
592221,4271083.5,68160
592209,4271083.5,31680
592196.375,4271083.5,62160
592181.125,4271084,50640
592165.125,4271084,51840
592153.875,4271084,68880
592142.562,4271084,69120
592129.938,4271083.5,42240
592115.312,4271084,66480
592101.375,4271084,58800
592086.75,4271084.5,74160
592072.125,4271084.5,67680
592059.5,4271084,61680
592046.875,4271084.5,53040
592036.188,4271084.5,35760
592030.25,4271084.5,76080
592062.25,4271018.5,74160
592067.562,4271018.5,73440
592072.875,4271018,50160
592080.188,4271018.5,41760
592087.5,4271018.5,36000
592092.812,4271018.5,74400
592098.125,4271018,69600
592103.438,4271018.5,97680
592114.75,4271018.5,38640
592126.062,4271018.5,61680
592136.688,4271018.5,55680
592149.312,4271018.5,56640
592160.562,4271018.5,60240
592170.562,4271018.5,57600
592180.562,4271018,63360
592186.5,4271018.5,80640
592191.188,4271018.5,140160
592199.812,4271018,35280
592209.125,4271018,70560
592220.438,4271018.5,23280
592468.938,4271081,100080
592460.938,4271080.5,82320
592451,4271080.5,71280
592439,4271081,46320
592417.062,4271081,35040
592403.125,4271081,25920
592391.125,4271081,40560
592385.188,4271081,50880
592375.875,4271081.5,29520
592359.938,4271081,52560
592344.625,4271081.5,34800
592336.625,4271082,59520
592331.312,4271082,95760
592322,4271081.5,66240
592309.375,4271081.5,24240
592301.438,4271081.5,60480
592288.125,4271081.5,108720
592283.5,4271081.5,151680
592274.812,4271081.5,94320
592262.875,4271082,48960
592252.25,4271081.5,30960
592240.312,4271081.5,40800
592227,4271082,29520
592219.688,4271082,65760
592214.375,4271082,83040
592207.062,4271082,48720
592195.75,4271082.5,52080
592182.438,4271082,64080
592168.5,4271082.5,61200
592157.188,4271082.5,74160
592149.25,4271082,75120
592136.625,4271082,52800
592120.625,4271082,60240
592110.688,4271082,69120
592106,4271081.5,63600
592096.75,4271082,70800
592060.188,4271082,46080
592052.188,4271082,41520
592042.875,4271082.5,59760
592030.938,4271082.5,52080
592058.25,4271020,58560
592062.188,4271020,18000
592065.562,4271019.5,17280
592076.188,4271019.5,17040
592087.5,4271019.5,23280
592098.75,4271019.5,42240
592110.75,4271019.5,64080
592122.688,4271019,73440
592134,4271019.5,48960
592147.312,4271019,60000
592159.25,4271019,56640
592170.562,4271019,66240
592179.188,4271019,73680
592184.5,4271019,73440
592187.812,4271019,46560
592192.5,4271019,78720
592198.438,4271019.5,68160
592204.438,4271019.5,87120
592208.438,4271019.5,40080
592214.438,4271019,46080
592221.062,4271019,69600
592226.375,4271019,65040
592231.062,4271019,41280
592243.688,4271019,92880
592258.938,4271018.5,54480
592270.25,4271019,73200
592282.188,4271019,51120
592290.188,4271018.5,77520
592294.188,4271018.5,69600
592302.125,4271019,42240
592313.438,4271019,42240
592326.75,4271018.5,64560
592338.688,4271019,54000
592344.688,4271018.5,51360
592347.375,4271018.5,57600
592352,4271018.5,92880
592356,4271018.5,58320
592359.312,4271018.5,128400
592364.625,4271018.5,28320
592372.625,4271018.5,37920
592379.938,4271018.5,87120
592385.25,4271018.5,67920
592395.188,4271018,38160
592409.188,4271018.5,73680
592421.125,4271018,79440
592431.125,4271018,55200
592443.062,4271018,73200
592451.062,4271018,82560
592455,4271018,81600
592459.688,4271018,57360
592464.938,4271078.5,116160
592455,4271078.5,91920
592442.375,4271078.5,63840
592427.75,4271078.5,62400
592418.438,4271078.5,28560
592402.5,4271079,58080
592392.5,4271078.5,59520
592388.5,4271078.5,24480
592385.188,4271079,34560
592382.562,4271079,42720
592379.188,4271079,70800
592374.562,4271079.5,69600
592367.25,4271079,41280
592355.938,4271079,44160
592342,4271079.5,56640
592329.375,4271079,60960
592321.375,4271079,66240
592314.75,4271079,64080
592301.438,4271079.5,47520
592288.188,4271079,60000
592259.562,4271079,52800
592246.312,4271079.5,43200
592234.312,4271080,60720
592221.688,4271079.5,45120
592209.062,4271080,64320
592196.438,4271080,68640
592184.5,4271079.5,51120
592172.5,4271079.5,65040
592159.875,4271080,75600
592148.562,4271080,68400
592141.938,4271080,75120
592135.312,4271080,146640
592129.312,4271080.5,49440
592124,4271080,130560
592115.375,4271080,50160
592109.375,4271080,82560
592090.75,4271080.5,127680
592077.438,4271080.5,61440
592065.5,4271080.5,50640
592052.875,4271080.5,33120
592042.25,4271080.5,53520
592033.625,4271081,36960
592048.875,4271022,70560
592052.875,4271021.5,60720
592058.188,4271021.5,52800
592063.5,4271021.5,81840
592068.812,4271021,65280
592078.125,4271021.5,14640
592097.438,4271021,21600
592114.688,4271021,31680
592120.688,4271021,52080
592123.375,4271021,89040
592131.312,4271021,98400
592145.25,4271021,44640
592154.562,4271021,79440
592159.25,4271021,92160
592163.875,4271021,59520
592167.188,4271020.5,50880
592171.188,4271020.5,89760
592175.188,4271020.5,68400
592179.812,4271020.5,73920
592188.5,4271021,52320
592201.125,4271020.5,58560
592236.312,4271020.5,68880
592246.312,4271020.5,58320
592256.25,4271020.5,60720
592266.938,4271020.5,50160
592272.875,4271020.5,67920
592277.562,4271020.5,41520
592282.875,4271020,65040
592288.812,4271020.5,82800
592295.5,4271020.5,73920
592300.125,4271020.5,111840
592309.438,4271020.5,55200
592320.75,4271020.5,47520
592330.688,4271020,61680
592341.375,4271020,51840
592348.688,4271020,83520
592353.312,4271020,99360
592359.312,4271020.5,40800
592365.25,4271020,83040
592369.25,4271020,64080
592373.25,4271020,126240
592377.875,4271020,57120
592385.188,4271020,129840
592392.5,4271020,69840
592396.5,4271020,90480
592401.188,4271020,32880
592407.125,4271020,57360
592416.438,4271020,56400
592423.125,4271019.5,94080
592428.438,4271020,154800
592434.375,4271020,41280
592441.062,4271020,34800
592454.312,4271019.5,56640
592465,4271077.5,77040
592460.312,4271077.5,108000
592456.312,4271077.5,99840
592447,4271077.5,88560
592439.062,4271077.5,61920
592435.75,4271077.5,84720
592425.75,4271078,44400
592414.438,4271077.5,34320
592408.5,4271077.5,29520
592403.812,4271077.5,31200
592399.188,4271077.5,42960
592391.188,4271078,33360
592381.875,4271077.5,40560
592377.25,4271077.5,56640
592372.562,4271078,32880
592367.938,4271078,40080
592357.312,4271078,34800
592343.312,4271078,49920
592336.688,4271078,52800
592333.375,4271078,56880
592328.688,4271078,60480
592324.062,4271078,76320
592320.062,4271078,21600
592309.438,4271078,35280
592298.125,4271078.5,68160
592292.188,4271078.5,100560
592278.875,4271078,29280
592264.938,4271078,52320
592250.312,4271078.5,56400
592233.688,4271078,58080
592219.688,4271078.5,42000
592211.062,4271078.5,49440
592204.438,4271078,50880
592194.438,4271078.5,25920
592179.812,4271078.5,48720
592168.562,4271078.5,54720
592162.562,4271078.5,57360
592158.562,4271078.5,39840
592153.25,4271079,61440
592147.938,4271079,65760
592137.312,4271078.5,39840
592128,4271078.5,89760
592120.688,4271079,128400
592109.375,4271079,69840
592096.75,4271079,41040
592084.125,4271079.5,49920
592067.5,4271079,43440
592050.875,4271079.5,49920
592037.625,4271079,49920
592029.625,4271079.5,86400
592463.688,4271075.5,123120
592457.688,4271075,129840
592439.75,4271075.5,56400
592429.125,4271075.5,31440
592422.438,4271075.5,59040
592411.812,4271075.5,27120
592399.188,4271076,30960
592383.25,4271075.5,30240
592372.625,4271076,55680
592366.625,4271076,85920
592356,4271076,34320
592340.688,4271076.5,56400
592325.438,4271076,55440
592312.125,4271076.5,53520
592295.5,4271076.5,46080
592280.188,4271076.5,60480
592271.562,4271076.5,60000
592267.562,4271077,74640
592263.625,4271077,52560
592253.625,4271076.5,55440
592243,4271077,60480
592239,4271077,41520
592235.688,4271077,35280
592232.375,4271077,44160
592229.062,4271077,62880
592225.062,4271076.5,46560
592221.75,4271076.5,68160
592219.062,4271077,60480
592207.125,4271077,103200
592190.5,4271077,48720
592181.188,4271077,66960
592175.875,4271077,70560
592165.875,4271077.5,34080
592151.938,4271077.5,63120
592138.625,4271077.5,54480
592122.688,4271077.5,71520
592107.375,4271078,54960
592099.438,4271078,92400
592090.812,4271077.5,118800
592082.812,4271077.5,60480
592077.5,4271078,99600
592072.188,4271078,24000
592068.188,4271078,53520
592064.188,4271078,56160
592060.875,4271078,84000
592055.562,4271078,48480
592049.562,4271078,32400
592039.625,4271078.5,77520
592028.312,4271078.5,67920
592066.188,4271023.5,71520
592074.812,4271023.5,63120
592088.125,4271023,45600
592100.062,4271023,57840
592114,4271023.5,63600
592123.312,4271023.5,50160
592129.938,4271023,41760
592141.938,4271023.5,56400
592154.562,4271023,54240
592163.188,4271023,69360
592167.188,4271023,76320
592171.812,4271023,74640
592177.188,4271023,87840
592183.812,4271023,144240
592194.438,4271022.5,37680
592209.062,4271022.5,69600
592221,4271022.5,65040
592227,4271022,55200
592235.625,4271022,36240
592245.625,4271022.5,65040
592256.938,4271022,41520
592268.188,4271022,56640
592280.875,4271022,53040
592292.812,4271022,66480
592304.125,4271022,63360
592314.75,4271022,54960
592322.062,4271022,91680
592328.062,4271022,120720
592334.688,4271022,48480
592340,4271022,68160
592344.625,4271022,58080
592348,4271022,30000
592355.312,4271022,40800
592379.188,4271022,41520
592391.188,4271022,28320
592403.125,4271021.5,70320
592412.438,4271021.5,61200
592418.438,4271022,80400
592424.375,4271022,103680
592435.688,4271021.5,48240
592451,4271021.5,72240
592463.688,4271073.5,89040
592455.062,4271074,94320
592446.375,4271074,82560
592439.75,4271074,38640
592434.438,4271074,50640
592429.812,4271074,28320
592421.812,4271074,16560
592409.875,4271074,23760
592399.875,4271074,33360
592389.938,4271074,43440
592381.938,4271074.5,76560
592377.938,4271074.5,87840
592373.312,4271074,87840
592366.625,4271074.5,89280
592362,4271074.5,65760
592362,4271074.5,210480
592466.375,4271072,63120
592463.062,4271072.5,78000
592459.062,4271072,84960
592455.75,4271072,53040
592451.75,4271072,27600
592448.438,4271072,43440
592433.812,4271072.5,38160
592417.812,4271072,25200
592413.188,4271072.5,49440
592408.562,4271072.5,70800
592401.25,4271072.5,33360
592391.938,4271072.5,78000
592385.938,4271072.5,58080
592380.625,4271072.5,51600
592373.312,4271072.5,47760
592367.312,4271073,51600
592363.312,4271073,80400
592359.375,4271073,55440
592354.688,4271072.5,72480
592349.375,4271072.5,54480
592346.062,4271073,58560
592337.438,4271073,98400
592326.75,4271073,43920
592317.5,4271073,64080
592308.812,4271073,50400
592300.188,4271073,58320
592291.562,4271073.5,72240
592280.938,4271073,56160
592272.312,4271073,52320
592263,4271073.5,50880
592253.688,4271073.5,69840
592243.062,4271073,86640
592228.438,4271073.5,65040
592216.438,4271073,41280
592209.125,4271073.5,36960
592201.188,4271073.5,81120
592195.188,4271073.5,39120
592190.5,4271074,59040
592184.562,4271073.5,59760
592179.875,4271073.5,71760
592174.562,4271073.5,88320
592166.625,4271074,49920
592157.312,4271074,65760
592148.625,4271074,68640
592143.312,4271074,36000
592138,4271074,61680
592131.375,4271074,72720
592126.75,4271074,78000
592122.062,4271074.5,64320
592117.438,4271074,41040
592112.125,4271074,68880
592108.75,4271074,74160
592104.812,4271073.5,48480
592100.812,4271074,58560
592098.125,4271074,58080
592055.625,4271074.5,48720
592042.312,4271074,32640
592031.688,4271074.5,48000
592060.188,4271024,60960
592066.812,4271024,29280
592072.812,4271024,36240
592078.125,4271024,41280
592086.75,4271024,57840
592095.375,4271024,87360
592102.688,4271024,39360
592106.688,4271024,57360
592110,4271024,74160
592114,4271024,40560
592119.312,4271024,41760
592128.625,4271024,70800
592138.625,4271023.5,43920
592148.562,4271023.5,48480
592155.188,4271023.5,67440
592159.188,4271023.5,96000
592163.875,4271023.5,80400
592167.812,4271023.5,33120
592171.188,4271023.5,57840
592175.125,4271023.5,50400
592179.125,4271023.5,92640
592189.75,4271023.5,61680
592203.062,4271023.5,55920
592213.688,4271023.5,36000
592224.312,4271023.5,52560
592239.625,4271023.5,60240
592255.562,4271023.5,47760
592264.875,4271023,59760
592270.875,4271023,71760
592274.875,4271023,118320
592279.5,4271023,34560
592283.5,4271023,70560
592290.125,4271023,57120
592301.438,4271023,60240
592313.375,4271023,38880
592325.375,4271023,54240
592342.625,4271023,62400
592357.25,4271023,51120
592366.562,4271023,36240
592375.875,4271023,58080
592385.188,4271022.5,58800
592391.812,4271023,82320
592403.125,4271022.5,77760
592415.75,4271022.5,54000
592422.438,4271022.5,54720
592427.75,4271022.5,63600
592433.062,4271022.5,62880
592439,4271022.5,49200
592451,4271022,64800
592462.938,4271022.5,67920
592469.062,4271070.5,61440
592465.688,4271070.5,56160
592461.75,4271070.5,61680
592458.375,4271070.5,54960
592455.75,4271070.5,47280
592452.438,4271070.5,47040
592448.438,4271070.5,48480
592445.125,4271071,53040
592442.438,4271071,51120
592439.125,4271070.5,44640
592436.5,4271070.5,36000
592423.188,4271070.5,25200
592407.25,4271071,29760
592401.25,4271070.5,65040
592397.25,4271071,56880
592392.625,4271071,39360
592387.312,4271071,53520
592381.312,4271071,105120
592375.312,4271071,32640
592371.312,4271071,64560
592367.375,4271071,50160
592333.438,4271071,48720
592324.812,4271071.5,70320
592320.812,4271071.5,46080
592316.812,4271071.5,54000
592310.875,4271071.5,62640
592298.25,4271071,74880
592284.25,4271071.5,63360
592275.625,4271071.5,59760
592269.625,4271071.5,85440
592265.625,4271071.5,82320
592259.688,4271071.5,30720
592250.375,4271071.5,57120
592238.375,4271072,74160
592229.125,4271071.5,57120
592224.438,4271071.5,53520
592219.125,4271072,60480
592214.5,4271072,67200
592207.188,4271072,30000
592196.562,4271071.5,65520
592185.875,4271072,59280
592179.25,4271072,74160
592175.938,4271072,79200
592172.625,4271072,52560
592168.625,4271072,48480
592163.938,4271072,67680
592158,4271071.5,83040
592150,4271071.5,54720
592138.062,4271072,55200
592126.062,4271072,62880
592117.438,4271072,70320
592108.812,4271072,65040
592102.812,4271072,75360
592098.812,4271072,80640
592092.875,4271072,45360
592087.5,4271072,48000
592081.562,4271072,46800
592072.25,4271072.5,40320
592062.938,4271072.5,57840
592053.625,4271072.5,61680
592044.312,4271073,55680
592035,4271073.5,55680
592029.688,4271073,67440
592060.125,4271026.5,57840
592068.812,4271026,19200
592078.062,4271026,35520
592082.75,4271026,42960
592088.75,4271026,23040
592094.062,4271026,56160
592100.688,4271026,70080
592115.312,4271026,29760
592130.625,4271025.5,46320
592141.875,4271026,48240
592151.875,4271025.5,60240
592162.5,4271025.5,55920
592171.125,4271025.5,48480
592178.438,4271025.5,56880
592183.75,4271025.5,67680
592187.75,4271025.5,54000
592196.375,4271025.5,31680
592209,4271025.5,53280
592217.688,4271025.5,51120
592227,4271025,42960
592236.938,4271025,59520
592244.938,4271025.5,57840
592250.25,4271025,46080
592254.875,4271025,61680
592259.562,4271025,48720
592263.5,4271025,73200
592270.188,4271025,86160
592280.125,4271025,31920
592290.125,4271025,51600
592296.125,4271025,61920
592300.062,4271024.5,63600
592306.75,4271025,26880
592319.375,4271025,46320
592332,4271024.5,47040
592338.625,4271024.5,57600
592343.312,4271025,63120
592349.25,4271024.5,28320
592355.25,4271024.5,57600
592358.562,4271024.5,72000
592362.562,4271024.5,75840
592369.188,4271024.5,88080
592379.188,4271024.5,36240
592387.812,4271024.5,60960
592396.438,4271024,48000
592406.438,4271024,57360
592416.375,4271024.5,61680
592427.062,4271024,67920
592434.375,4271024,77760
592439,4271024,57120
592445,4271024,54000
592450.938,4271024,59760
592454.312,4271024,80880
592458.938,4271024,123840
592361.312,4271075,57360
592349.375,4271075,22080
592335.375,4271075,40320
592326.75,4271075,18000
592312.125,4271075,26880
592298.188,4271075,40320
592288.875,4271075,56880
592278.25,4271075,51600
592268.25,4271074.5,57120
592259.625,4271074.5,50640
592250.312,4271075,54240
592237.688,4271075,60240
592226.375,4271075,57840
592217.125,4271075,55920
592207.812,4271075.5,72720
592200.5,4271075,65520
592195.812,4271075,93840
592185.875,4271075.5,130800
592174.562,4271075.5,51840
592169.25,4271075.5,77040
592164.562,4271075.5,90480
592160.625,4271075.5,46320
592156.625,4271075.5,93600
592152.625,4271075.5,65520
592149.312,4271075.5,81360
592144.625,4271076,46320
592140.688,4271076,85440
592136.688,4271075.5,61200
592128.688,4271075.5,144240
592118.75,4271076,63120
592110.062,4271076,27840
592100.125,4271076,72240
592090.125,4271076,68880
592078.188,4271076.5,60720
