Easting,Northing,Yield
592144.062,4267720.000,152400
592144.000,4267726.500,53040
592143.875,4267733.500,68160
592143.812,4267741.500,95280
592143.625,4267754.500,82320
592143.438,4267772.000,108240
592143.312,4267783.500,112800
592143.250,4267792.000,228960
592143.062,4267804.000,55200
592143.000,4267814.000,109200
592142.875,4267822.000,90720
592142.812,4267829.000,101040
592142.688,4267836.500,66000
592142.625,4267843.000,75120
592142.562,4267847.000,114480
592142.500,4267854.000,109680
592142.438,4267862.500,59040
592137.312,4267841.500,129120
592136.750,4267835.500,26160
592136.875,4267824.500,31440
592136.938,4267816.000,76080
592137.000,4267812.500,120960
592137.062,4267806.000,88320
592137.125,4267799.500,75600
592137.188,4267796.000,183360
592137.312,4267788.500,54480
592137.375,4267780.500,85200
592137.438,4267773.000,95760
592137.562,4267765.000,94080
592137.625,4267757.500,91920
592137.688,4267750.500,93360
592137.812,4267740.000,200400
592137.938,4267730.500,91200
592138.062,4267720.000,244320
592138.188,4267707.500,49920
592138.312,4267699.000,124800
592138.375,4267693.000,88800
592138.438,4267689.000,217920
592138.500,4267682.500,39600
592138.625,4267674.000,46080
592138.688,4267666.500,84480
592138.812,4267657.000,45120
592138.938,4267645.500,77280
592139.000,4267638.500,94560
592139.125,4267630.500,101040
592139.250,4267620.000,73920
592139.312,4267612.000,75120
592139.375,4267606.000,75600
592139.438,4267600.500,78960
592139.500,4267595.000,73680
592139.562,4267590.000,55680
592138.938,4267585.000,108240
592139.062,4267576.000,124320
592139.188,4267566.000,54240
592139.250,4267561.000,96720
592139.312,4267553.000,96720
592140.125,4267543.000,45360
592140.188,4267536.500,73440
592139.625,4267528.000,84000
592139.688,4267519.500,44880
592139.750,4267514.500,58800
592139.875,4267506.500,76800
592140.000,4267496.000,29040
592140.062,4267488.000,55920
592140.125,4267485.000,67920
592140.125,4267481.000,124800
592143.938,4267498.500,128640
592143.875,4267507.000,25200
592144.438,4267514.500,33600
592144.312,4267523.000,27120
592144.250,4267528.500,28800
592144.188,4267532.500,67200
592144.188,4267536.000,138240
592144.125,4267540.500,73680
592144.062,4267546.000,86160
592144.000,4267550.000,92640
592143.938,4267555.500,117600
592143.875,4267564.000,69600
592143.750,4267572.000,76800
592143.688,4267577.000,97200
592143.625,4267583.000,52800
592143.562,4267590.500,67440
592143.500,4267595.500,87360
592143.438,4267600.000,49680
592143.375,4267605.000,51360
592143.312,4267612.000,74160
592143.188,4267619.500,69360
592143.125,4267625.500,61680
592143.062,4267631.000,89280
592143.000,4267637.000,65760
592142.938,4267645.000,54480
592142.875,4267650.500,65040
592142.812,4267655.000,104400
592142.750,4267662.000,62640
592142.625,4267671.500,40320
592142.500,4267680.000,82560
592142.438,4267686.500,104400
592142.375,4267694.500,112080
592142.250,4267705.000,121200
592142.062,4267721.000,68640
592141.875,4267734.500,80160
592141.812,4267742.000,94080
592141.750,4267749.000,52560
592141.625,4267756.500,93120
592141.562,4267764.000,66000
592141.438,4267772.000,142320
592141.375,4267780.000,57840
592141.312,4267786.000,61200
592141.250,4267790.000,91680
592141.188,4267797.500,158400
592141.062,4267805.500,67440
592141.000,4267814.000,126720
592140.875,4267824.000,81120
592140.812,4267830.500,104400
592140.625,4267842.000,114720
592140.500,4267853.500,80160
592140.438,4267861.000,88560
592483.562,4267856.000,67200
592483.625,4267850.000,42480
592483.688,4267845.000,15120
592483.750,4267842.000,32640
592483.812,4267836.000,52560
592483.875,4267829.000,16320
592483.938,4267824.500,43920
592484.000,4267817.500,90240
592484.125,4267810.000,48240
592484.188,4267803.000,54480
592484.250,4267796.000,80400
592484.312,4267791.500,58080
592484.375,4267784.000,103200
592484.500,4267776.500,40080
592484.562,4267769.000,47520
592484.688,4267762.000,61440
592484.750,4267756.500,57120
592484.812,4267750.000,75840
592484.875,4267745.500,88320
592484.938,4267737.000,77040
592485.000,4267729.500,57840
592485.125,4267721.000,141600
592485.312,4267707.500,41280
592484.750,4267695.000,65040
592484.875,4267683.500,90960
592485.000,4267677.000,85920
592485.062,4267667.000,161520
592485.188,4267656.000,71520
592485.312,4267649.500,119040
592485.438,4267638.000,37680
592485.562,4267628.000,85440
592485.625,4267621.500,100320
592485.750,4267610.000,65760
592485.188,4267601.500,76080
592485.250,4267596.000,63120
592485.375,4267587.000,73680
592485.438,4267580.000,39840
592485.500,4267576.000,93600
592485.562,4267568.500,187680
592485.688,4267556.000,32400
592485.875,4267544.000,85680
592485.938,4267536.000,107280
592486.062,4267527.500,114720
592486.125,4267520.000,52560
592486.188,4267514.000,82800
592486.250,4267507.500,73440
592486.312,4267502.500,101760
592486.375,4267497.500,52800
592486.438,4267492.000,53760
592545.375,4267513.000,62640
592545.312,4267518.000,29760
592545.250,4267521.500,19200
592545.188,4267528.500,39600
592545.125,4267535.500,75360
592545.000,4267544.000,98400
592544.875,4267558.000,49680
592544.750,4267568.000,100320
592545.312,4267575.500,158160
592545.250,4267582.500,90480
592545.188,4267586.500,89760
592545.125,4267591.500,121200
592545.062,4267599.000,78240
592545.000,4267605.000,80880
592544.875,4267614.500,132240
592544.750,4267624.500,80400
592544.688,4267631.500,112560
592544.562,4267638.500,105120
592544.500,4267647.500,104640
592544.375,4267655.500,91200
592544.312,4267663.000,232080
592544.875,4267671.000,57600
592544.812,4267678.500,152160
592544.625,4267694.500,84480
592544.438,4267707.000,55440
592544.375,4267714.500,59760
592544.312,4267722.000,85920
592544.188,4267728.500,94080
592544.062,4267742.000,71280
592543.938,4267754.500,104160
592543.812,4267761.500,85680
592543.750,4267770.500,75360
592543.625,4267778.000,74880
592543.562,4267785.500,89280
592543.438,4267794.500,78000
592543.375,4267801.000,76560
592543.250,4267810.000,60480
592543.812,4267823.500,51360
592543.625,4267837.000,90960
592543.500,4267847.500,92880
592543.438,4267852.500,162240
592543.375,4267858.000,108720
592543.312,4267863.500,184800
592543.312,4267866.500,240480
592618.688,4267846.000,60000
592618.812,4267835.000,32400
592618.875,4267827.500,53520
592618.938,4267820.500,49920
592619.000,4267815.000,91920
592618.438,4267808.500,102000
592618.500,4267803.000,47520
592619.188,4267797.500,73680
592618.625,4267792.000,111600
592618.688,4267785.500,64080
592618.750,4267780.000,72960
592618.875,4267772.000,151200
592618.938,4267764.000,80640
592619.000,4267759.000,164400
592619.062,4267753.500,59760
592619.125,4267749.000,105360
592619.188,4267740.000,98400
592619.375,4267728.500,64560
592619.500,4267716.000,114240
592619.625,4267707.000,48240
592619.688,4267700.000,126240
592619.875,4267684.000,83280
592620.062,4267665.500,62400
592620.188,4267654.000,72240
592619.625,4267646.500,57840
592619.688,4267639.500,49440
592619.812,4267631.000,45360
592619.875,4267623.500,64560
592619.938,4267618.000,83520
592620.062,4267612.000,115680
592620.125,4267605.500,47520
592620.188,4267598.500,70320
592620.250,4267592.000,69120
592620.375,4267584.000,71760
592620.438,4267577.000,72240
592620.500,4267573.500,81360
592620.562,4267565.000,115680
592620.688,4267554.500,80400
592620.750,4267548.000,99120
592620.875,4267541.500,34320
592620.250,4267535.500,59280
592620.375,4267526.000,118560
592620.500,4267516.500,103200
592620.562,4267510.000,168480
592620.625,4267503.000,48480
592620.688,4267496.500,40320
592620.750,4267492.000,85920
592546.562,4267640.000,58080
592546.500,4267645.500,19680
592546.438,4267653.500,28080
592546.250,4267665.500,23760
592546.188,4267674.500,31920
592546.125,4267680.000,24480
592546.000,4267689.000,36480
592545.938,4267697.500,54720
592545.812,4267707.500,59520
592545.688,4267718.000,108720
592545.625,4267722.500,91200
592545.500,4267731.500,58800
592545.375,4267741.000,75600
592545.312,4267749.500,108480
592545.250,4267756.500,73440
592545.188,4267761.000,128400
592545.750,4267767.000,39360
592545.688,4267772.500,75120
592545.625,4267780.500,163920
592545.438,4267793.000,67440
592545.312,4267805.500,54720
592545.250,4267814.000,78960
592545.188,4267818.500,69120
592545.125,4267823.000,123120
592545.062,4267830.000,83760
592545.000,4267835.000,70800
592544.875,4267844.000,69120
592544.750,4267853.000,64560
592544.750,4267857.500,61440
592544.688,4267861.000,78480
592545.312,4267866.000,155520
592620.000,4267844.000,61920
592620.125,4267834.000,31440
592620.188,4267829.000,46560
592620.250,4267822.000,89280
592620.312,4267817.500,88080
592620.375,4267813.500,136560
592620.438,4267806.500,108480
592620.625,4267793.000,116400
592620.812,4267776.000,50400
592620.938,4267764.000,115440
592621.062,4267755.500,83520
592621.062,4267750.500,42960
592621.125,4267747.000,68400
592621.188,4267743.000,133920
592620.625,4267732.500,126960
592620.812,4267716.500,69360
592620.938,4267706.000,72000
592621.000,4267700.000,73680
592621.062,4267694.500,60000
592621.125,4267689.500,50400
592621.188,4267684.000,65760
592621.250,4267678.500,65040
592621.312,4267675.000,78000
592621.375,4267670.500,53040
592621.438,4267662.000,67440
592621.562,4267654.500,79680
592621.625,4267648.000,106320
592621.688,4267641.500,60480
592621.812,4267628.500,152160
592622.000,4267612.000,63120
592622.125,4267604.500,83520
592622.188,4267597.500,100800
592621.688,4267584.500,36720
592621.812,4267575.000,112320
592621.875,4267569.000,131520
592621.938,4267563.500,56880
592622.000,4267559.500,147120
592622.062,4267553.500,122400
592622.125,4267546.000,32160
592622.250,4267534.500,40560
592622.375,4267525.000,80640
592622.438,4267518.500,76560
592622.562,4267510.000,102720
592621.938,4267502.500,92160
592622.062,4267494.500,55680
592544.188,4267503.000,65040
592544.125,4267507.500,47040
592544.000,4267517.000,53760
592543.875,4267527.500,48480
592543.812,4267532.000,57840
592543.750,4267536.500,114960
592543.688,4267542.000,98640
592543.625,4267547.000,90720
592543.625,4267551.500,103200
592543.562,4267557.500,86400
592544.125,4267562.500,88320
592544.062,4267569.500,191040
592543.312,4267577.000,88080
592543.875,4267584.500,135120
592543.812,4267592.500,109440
592543.750,4267598.000,157920
592543.625,4267604.500,65040
592543.562,4267611.000,80400
592543.500,4267618.000,72240
592543.438,4267625.000,91440
592543.375,4267631.500,95760
592543.250,4267637.000,55680
592543.250,4267642.500,114720
592543.125,4267648.000,84960
592543.062,4267655.500,97200
592543.000,4267663.500,56640
592542.875,4267670.000,95040
592543.500,4267678.000,99840
592543.375,4267687.500,50400
592543.312,4267693.500,91920
592543.188,4267701.000,119760
592543.062,4267711.500,86880
592543.000,4267719.000,109200
592542.938,4267724.000,48480
592542.875,4267728.000,65760
592542.875,4267732.000,113280
592542.812,4267736.500,49440
592542.750,4267740.500,72480
592542.688,4267746.000,101040
592542.625,4267753.500,76800
592542.500,4267764.000,39120
592542.312,4267777.500,84480
592542.188,4267788.500,109440
592542.125,4267795.500,101520
592542.000,4267804.000,55920
592541.938,4267810.500,88800
592541.875,4267816.500,97680
592541.812,4267822.000,46080
592541.688,4267831.000,87840
592542.250,4267839.500,87840
592542.188,4267847.000,102000
592542.062,4267855.000,66960
592542.000,4267860.500,97680
592541.938,4267866.000,86880
592621.812,4267858.500,87360
592621.250,4267854.500,106800
592621.938,4267850.000,31920
592622.000,4267846.000,39120
592622.062,4267840.500,23520
592621.438,4267834.000,45120
592621.500,4267828.000,84000
592621.625,4267819.500,98640
592621.750,4267806.500,73200
592621.875,4267797.500,101280
592621.938,4267794.000,117120
592622.000,4267788.500,54960
592622.062,4267782.000,57120
592622.125,4267776.500,115920
592622.188,4267769.500,89040
592622.250,4267763.000,92880
592622.375,4267756.000,116400
592622.438,4267748.000,70080
592622.500,4267741.500,123120
592622.562,4267736.500,75840
592622.688,4267730.000,169200
592622.812,4267715.500,50880
592623.062,4267697.500,77280
592622.562,4267682.000,77520
592622.688,4267670.500,79680
592622.750,4267665.000,57360
592622.875,4267655.500,56640
592622.938,4267645.500,90480
592623.062,4267640.000,131520
592623.125,4267634.500,53520
592623.188,4267628.000,117600
592623.250,4267619.500,75840
592623.375,4267612.500,62880
592623.438,4267607.000,63840
592623.500,4267600.000,106560
592623.562,4267593.500,74400
592623.625,4267587.000,54720
592623.125,4267576.500,58080
592623.188,4267566.500,119040
592623.312,4267557.000,93600
592623.438,4267548.000,67440
592623.500,4267542.000,83520
592623.562,4267537.500,62160
592623.625,4267531.500,113520
592623.750,4267519.500,80400
592623.938,4267507.000,76560
592624.000,4267499.500,107040
592624.062,4267493.000,76560
592542.875,4267499.000,60960
592542.812,4267505.000,33840
592542.750,4267510.000,56400
592542.688,4267514.500,68400
592542.625,4267518.500,62400
592542.562,4267529.000,58320
592542.375,4267541.000,76080
592542.375,4267545.500,120000
592542.250,4267552.500,84480
592542.125,4267563.500,83040
592542.000,4267576.000,74640
592541.875,4267588.000,113040
592541.750,4267597.500,122160
592541.688,4267603.500,81840
592541.625,4267610.000,61440
592541.500,4267618.000,108960
592541.438,4267625.500,89520
592542.000,4267633.000,84960
592541.938,4267639.500,72240
592541.812,4267648.000,123360
592541.688,4267661.000,61440
592541.562,4267670.500,93360
592541.438,4267679.000,106080
592541.312,4267691.500,77520
592541.188,4267701.500,54000
592541.125,4267707.000,113040
592541.062,4267714.500,80160
592540.938,4267722.500,66480
592540.938,4267726.000,104880
592540.875,4267730.000,118080
592540.812,4267734.500,87360
592540.750,4267739.000,86640
592540.688,4267746.500,70560
592541.250,4267753.000,51360
592541.188,4267758.500,65280
592541.125,4267764.000,110400
592541.062,4267772.000,158160
592541.000,4267779.500,67440
592540.938,4267784.000,108720
592540.875,4267789.500,56160
592540.750,4267801.000,48240
592540.562,4267816.500,68160
592540.375,4267828.500,83760
592540.312,4267836.000,71040
592540.250,4267842.000,54240
592540.125,4267852.000,100800
592540.688,4267860.500,60000
592540.625,4267866.000,60480
592623.125,4267860.500,66480
592623.188,4267857.000,48240
592623.250,4267850.500,35760
592623.312,4267844.000,26640
592623.438,4267837.500,46800
592623.500,4267830.500,56400
592623.562,4267822.000,132240
592623.688,4267815.000,48240
592623.688,4267811.000,77280
592623.125,4267805.500,130320
592623.250,4267793.000,39840
592623.438,4267777.500,81120
592623.562,4267769.000,140880
592623.625,4267759.500,156000
592623.812,4267746.000,72720
592623.938,4267736.500,48960
592624.000,4267729.000,92160
592624.062,4267721.500,113760
592624.188,4267713.500,53280
592624.250,4267708.500,77760
592624.312,4267702.000,97920
592624.375,4267695.500,65040
592624.438,4267692.000,71760
592624.500,4267687.500,103440
592624.562,4267683.000,79920
592624.562,4267679.000,87360
592624.625,4267674.500,52560
592624.688,4267670.500,73680
592624.688,4267667.000,61680
592624.750,4267662.500,82320
592624.812,4267658.000,45360
592624.188,4267653.500,90480
592624.250,4267648.500,86880
592624.312,4267643.500,69120
592624.375,4267640.500,62160
592624.438,4267634.500,91680
592624.500,4267628.500,61680
592624.562,4267623.500,100080
592624.625,4267617.500,96960
592624.688,4267610.000,41280
592624.750,4267604.500,42720
592624.875,4267598.500,78960
592624.938,4267588.000,53280
592625.125,4267575.500,73440
592625.188,4267566.000,89280
592624.625,4267558.000,100800
592624.750,4267548.500,46560
592624.812,4267541.500,74400
592624.938,4267535.500,115200
592625.000,4267528.000,84240
592625.062,4267523.500,86880
592625.125,4267519.000,80400
592625.125,4267514.500,45840
592625.250,4267508.500,68160
592625.312,4267502.500,89520
592625.375,4267496.500,62640
592625.438,4267491.000,97440
592540.875,4267498.000,65280
592541.500,4267505.500,37680
592541.312,4267518.000,23040
592541.188,4267528.000,57360
592541.125,4267534.000,92160
592541.125,4267538.000,145920
592541.062,4267543.500,122400
592540.938,4267551.000,73440
592540.875,4267559.000,62880
592540.750,4267566.500,139680
592540.688,4267573.000,79200
592540.625,4267579.000,59040
592540.562,4267584.000,95520
592540.500,4267588.500,69840
592540.438,4267593.000,80640
592540.438,4267598.000,67200
592540.375,4267602.500,88800
592540.312,4267607.500,102000
592540.250,4267612.500,74880
592540.188,4267617.000,87360
592540.125,4267621.500,67440
592540.062,4267628.500,84960
592540.000,4267634.500,101040
592539.938,4267640.500,77760
592539.875,4267646.500,75120
592539.688,4267658.000,101040
592540.250,4267668.000,85920
592540.125,4267677.500,161760
592540.000,4267690.000,67200
592539.875,4267699.000,86880
592539.812,4267705.500,52080
592539.750,4267712.000,54000
592539.688,4267719.000,93600
592539.562,4267729.000,46320
592539.438,4267739.000,89520
592539.375,4267744.000,84480
592539.312,4267748.500,61920
592539.312,4267752.000,124320
592539.188,4267761.500,89280
592539.062,4267771.000,78240
592539.625,4267780.000,131280
592539.500,4267789.500,55920
592539.438,4267795.000,66480
592539.375,4267802.500,131040
592539.250,4267810.500,49200
592539.188,4267819.000,105600
592539.062,4267828.000,43680
592539.000,4267836.000,78240
592538.938,4267842.000,105360
592538.875,4267846.500,84240
592538.812,4267853.000,119760
592538.688,4267861.000,65040
592538.625,4267866.500,140400
592624.562,4267855.000,80640
592624.812,4267828.500,106560
592624.938,4267822.500,97920
592625.062,4267811.500,72480
592625.188,4267800.500,93360
592625.250,4267795.000,118560
592625.312,4267789.500,49920
592625.312,4267786.000,112800
592625.375,4267782.000,95760
592625.438,4267779.000,72720
592625.438,4267776.000,76080
592624.812,4267772.500,84720
592625.562,4267768.500,95040
592625.062,4267752.500,52320
592625.250,4267737.000,133200
592625.375,4267726.000,254400
592625.562,4267710.000,49440
592625.688,4267696.000,95760
592625.812,4267686.000,68880
592625.938,4267676.000,33120
592626.125,4267662.000,60960
592626.188,4267652.500,84720
592626.312,4267643.000,62160
592626.438,4267634.500,80160
592626.500,4267627.500,117360
592626.562,4267621.000,56400
592626.625,4267616.000,76800
592626.688,4267612.000,68400
592626.750,4267608.500,142560
592626.812,4267601.500,83040
592626.250,4267594.500,57360
592626.312,4267587.000,109680
592626.375,4267578.500,73680
592626.438,4267574.000,45120
592626.500,4267570.500,63840
592626.562,4267566.500,94560
592626.625,4267562.000,85440
592626.625,4267558.000,61200
592626.688,4267552.000,104400
592626.812,4267545.500,90960
592626.875,4267537.000,187200
592627.062,4267521.500,45600
592627.188,4267511.500,69600
592627.250,4267506.500,89760
592627.312,4267499.500,74160
592626.750,4267493.000,93120
592539.500,4267503.500,58080
592539.438,4267509.500,16560
592539.375,4267517.000,21120
592539.250,4267523.500,35280
592539.188,4267529.500,60720
592539.125,4267538.000,111840
592539.000,4267545.000,86160
592538.938,4267553.500,53520
592539.500,4267562.000,115920
592539.375,4267570.000,108480
592539.312,4267576.000,60960
592539.250,4267584.000,144720
592539.125,4267592.500,119040
592539.125,4267595.500,143040
592539.062,4267600.500,68160
592539.000,4267607.000,81360
592538.875,4267613.500,88560
592538.875,4267618.000,77040
592538.812,4267623.000,156000
592538.750,4267627.500,49680
592538.688,4267633.500,79920
592538.562,4267640.000,112080
592538.562,4267644.500,132000
592538.438,4267650.500,102960
592538.375,4267658.000,74160
592538.312,4267662.000,98640
592538.250,4267667.000,113520
592538.875,4267673.000,47760
592538.812,4267680.000,84960
592538.750,4267685.500,81120
592538.688,4267691.000,147120
592538.625,4267697.500,115200
592538.562,4267703.000,88560
592538.438,4267710.500,86880
592538.312,4267721.000,82800
592538.188,4267732.000,42720
592538.125,4267739.000,122640
592538.000,4267747.000,142800
592537.938,4267753.500,77760
592537.875,4267758.000,162240
592537.812,4267764.000,73920
592537.750,4267769.500,70800
592537.688,4267776.500,86640
592537.562,4267784.000,56400
592538.188,4267789.000,134400
592538.125,4267794.000,49680
592538.062,4267799.500,37920
592538.000,4267804.000,70080
592537.938,4267811.000,114960
592537.188,4267817.500,59520
592537.812,4267824.500,136080
592537.750,4267830.500,51120
592537.625,4267839.000,110880
592537.500,4267850.000,70320
592537.438,4267856.500,104400
592537.375,4267860.500,119280
592537.312,4267865.500,43440
592485.562,4267854.500,64800
592485.625,4267851.000,43920
592485.688,4267846.500,47520
592485.750,4267839.500,45360
592485.812,4267833.500,56640
592485.938,4267821.500,116640
592486.125,4267807.500,51840
592486.188,4267799.500,67200
592486.312,4267789.500,67440
592486.438,4267780.500,69120
592486.500,4267775.000,73920
592486.562,4267770.500,72720
592486.625,4267766.000,46800
592486.000,4267761.500,42480
592486.062,4267753.000,54720
592486.188,4267745.000,79440
592486.250,4267741.000,75600
592486.375,4267731.000,100560
592486.500,4267720.000,57840
592486.562,4267714.500,46320
592486.625,4267709.500,88800
592486.688,4267703.500,103680
592486.750,4267697.500,79200
592486.812,4267692.500,59280
592486.812,4267688.000,75360
592486.875,4267683.000,65040
592487.000,4267672.000,91200
592487.125,4267662.000,94080
592487.250,4267651.500,116880
592486.812,4267635.000,64800
592486.938,4267623.000,90240
592487.000,4267616.500,87840
592487.125,4267608.000,110160
592487.188,4267599.500,94320
592487.250,4267595.000,154560
592487.312,4267591.000,46800
592487.375,4267583.000,60480
592487.500,4267572.500,74400
592487.625,4267562.500,120720
592487.750,4267553.000,56160
592487.812,4267547.000,61680
592487.875,4267542.000,51840
592487.938,4267535.500,70800
592488.062,4267526.500,99360
592488.125,4267519.500,110160
592488.188,4267513.500,119040
592487.688,4267502.000,50880
592487.812,4267491.000,120960
592538.062,4267512.000,66720
592538.000,4267518.500,49920
592537.938,4267525.500,59280
592537.875,4267531.500,90000
592537.750,4267538.500,78720
592537.688,4267547.000,78960
592537.625,4267553.500,74400
592537.562,4267558.500,73200
592538.125,4267564.000,110400
592538.062,4267570.500,79920
592538.000,4267576.000,84240
592537.938,4267582.000,127440
592537.875,4267588.000,88800
592537.812,4267593.000,155760
592537.688,4267601.500,71040
592537.625,4267609.500,74880
592537.562,4267614.000,88320
592537.500,4267617.000,182400
592537.438,4267624.000,71280
592537.375,4267632.000,89040
592537.250,4267640.500,70560
592537.125,4267650.500,84480
592537.062,4267658.500,64560
592537.000,4267664.000,83280
592537.625,4267668.500,114480
592537.562,4267673.500,74160
592537.500,4267678.500,49440
592537.375,4267686.000,48720
592537.312,4267693.500,85440
592537.188,4267702.000,86880
592537.125,4267709.000,83280
592537.062,4267713.500,82800
592537.062,4267717.000,106560
592537.000,4267720.500,69840
592536.938,4267725.000,63120
592536.875,4267729.500,67680
592536.812,4267736.000,112080
592536.750,4267743.500,85200
592536.562,4267757.000,66720
592536.438,4267770.500,70560
592536.312,4267777.000,66960
592536.250,4267784.000,87120
592536.188,4267793.000,44400
592536.062,4267801.500,93600
592536.000,4267809.500,78720
592535.875,4267817.000,55680
592535.812,4267821.500,95040
592536.375,4267832.500,103680
592536.188,4267849.000,58800
592536.062,4267858.500,87840
592536.000,4267865.000,86400
592489.000,4267845.500,60480
592489.125,4267838.000,24480
592489.188,4267832.500,29040
592489.250,4267827.500,47280
592489.312,4267821.500,60480
592488.688,4267815.000,115200
592488.812,4267806.500,80400
592488.875,4267798.500,102480
592488.938,4267793.000,61440
592489.000,4267787.500,75840
592489.062,4267783.000,60000
592489.125,4267778.500,72720
592489.188,4267773.500,108960
592489.250,4267767.500,125760
592489.312,4267760.000,75120
592489.438,4267751.500,43440
592489.562,4267740.500,36240
592489.625,4267735.500,48240
592489.750,4267721.500,20640
592489.875,4267712.000,33840
592489.938,4267705.500,39840
592490.062,4267698.500,47760
592489.500,4267690.000,36000
592489.562,4267683.000,81360
592489.625,4267677.000,80640
592489.688,4267671.500,75840
592489.750,4267665.500,89040
592489.875,4267657.500,93840
592489.938,4267649.000,60480
592490.000,4267643.500,72240
592490.062,4267639.500,115680
592490.188,4267630.000,82080
592490.250,4267621.500,76560
592490.312,4267615.000,98400
592490.438,4267608.000,48240
592490.500,4267599.500,47760
592490.625,4267591.500,73200
592490.688,4267586.500,117600
592490.750,4267580.500,70560
592490.812,4267575.000,73920
592490.875,4267566.500,70320
592491.062,4267554.000,70080
592491.125,4267546.000,89520
592491.188,4267541.500,142560
592490.562,4267536.500,65520
592490.625,4267533.000,116400
592490.688,4267529.000,107760
592490.688,4267525.000,167280
592490.750,4267521.000,64800
592490.875,4267511.500,47040
592491.000,4267502.000,80640
592491.062,4267495.000,126000
592536.812,4267506.500,61680
592536.688,4267515.000,33600
592536.562,4267528.500,37200
592536.438,4267537.000,31440
592536.312,4267551.500,65280
592536.125,4267567.500,80880
592535.938,4267582.500,77760
592535.750,4267598.500,81600
592535.562,4267613.000,95280
592536.062,4267628.000,100320
592535.875,4267645.000,69840
592535.688,4267661.000,69120
592535.500,4267676.500,77520
592535.375,4267686.000,87360
592535.938,4267694.500,42000
592535.875,4267702.000,50640
592535.812,4267708.500,70080
592535.688,4267716.500,93360
592535.625,4267723.500,89760
592535.562,4267728.500,128400
592535.500,4267732.500,186720
592535.438,4267738.000,117120
592535.438,4267743.000,93600
592535.375,4267747.000,126960
592535.250,4267756.000,60240
592535.125,4267769.500,62640
592535.000,4267778.500,63120
592534.938,4267785.500,75600
592534.812,4267792.500,84480
592534.750,4267797.500,85920
592534.688,4267804.000,100080
592534.625,4267810.500,70080
592534.562,4267817.000,102480
592534.500,4267824.000,86400
592534.375,4267834.000,220560
592534.188,4267848.500,57120
592534.125,4267856.000,82800
592534.000,4267864.000,130080
592490.312,4267847.000,65760
592490.375,4267840.500,40320
592490.500,4267833.500,21600
592490.500,4267829.000,35520
592490.625,4267822.500,54240
592490.688,4267815.000,36720
592490.812,4267804.500,87360
592490.312,4267787.500,53520
592490.562,4267771.000,72240
592490.688,4267756.500,71280
592490.812,4267749.000,65040
592490.875,4267743.000,56640
592490.938,4267736.500,96480
592491.000,4267729.500,102240
592491.125,4267719.500,57120
592491.188,4267713.000,84960
592491.250,4267707.500,54240
592491.312,4267702.000,47520
592491.375,4267696.500,68880
592491.438,4267691.500,60000
592491.500,4267686.000,100800
592491.562,4267680.000,75360
592491.688,4267672.000,71040
592491.812,4267660.500,77520
592491.938,4267651.000,90000
592492.000,4267645.500,111600
592492.062,4267638.000,76080
592491.562,4267625.500,36960
592491.688,4267611.000,70080
592491.812,4267602.500,68640
592491.938,4267594.500,104400
592492.000,4267587.500,41520
592492.125,4267576.500,91440
592492.312,4267559.500,53760
592492.438,4267546.500,76560
592492.562,4267539.000,174240
592492.625,4267532.000,228000
592492.750,4267523.000,40800
592492.125,4267517.000,95520
592492.188,4267512.000,72240
592492.250,4267506.500,97920
592492.312,4267500.500,83520
592492.438,4267492.500,115440
592534.812,4267504.000,37440
592534.812,4267508.500,19920
592534.688,4267515.500,42000
592535.312,4267522.000,60720
592535.188,4267530.000,44400
592535.125,4267539.000,55680
592535.062,4267544.000,91920
592535.000,4267548.000,151200
592534.938,4267552.500,67920
592534.875,4267561.000,85440
592534.750,4267570.000,80160
592534.688,4267575.000,105600
592534.625,4267580.500,78720
592534.562,4267585.000,61920
592534.500,4267590.000,67440
592534.438,4267596.000,102720
592534.375,4267600.500,127200
592534.312,4267608.000,48240
592534.188,4267617.000,65520
592534.125,4267623.500,70080
592534.062,4267628.000,107040
592534.000,4267636.000,193200
592533.875,4267644.500,43920
592533.812,4267650.500,97440
592533.750,4267658.500,87360
592533.625,4267664.500,100560
592533.562,4267670.000,107520
592534.188,4267677.500,35040
592534.125,4267683.500,66720
592534.000,4267691.000,83760
592533.938,4267698.000,94320
592533.875,4267703.000,112560
592533.750,4267713.500,136800
592533.625,4267725.000,64320
592533.500,4267734.000,61920
592533.438,4267743.000,78000
592533.375,4267748.000,96480
592533.312,4267752.500,78480
592533.250,4267758.500,44640
592533.188,4267763.500,57600
592533.125,4267768.000,78000
592533.062,4267774.000,96720
592533.000,4267780.500,47280
592533.562,4267789.500,91680
592533.438,4267796.500,54240
592533.375,4267804.500,80640
592533.188,4267817.500,54240
592533.062,4267831.500,58320
592532.938,4267840.500,97200
592532.875,4267846.000,137280
592532.812,4267852.000,59520
592532.750,4267857.500,61200
592532.688,4267862.500,41520
592532.625,4267866.500,57120
592491.688,4267842.500,58320
592491.812,4267835.500,24720
592491.812,4267831.000,38880
592491.938,4267824.000,16560
592492.000,4267815.000,26400
592492.125,4267806.500,60240
592492.188,4267800.500,82080
592492.250,4267795.000,77520
592492.312,4267789.000,51600
592492.375,4267782.500,70560
592491.875,4267773.000,89760
592491.938,4267764.500,36000
592492.688,4267755.500,96240
592492.875,4267743.500,68160
592492.250,4267736.500,51840
592492.375,4267727.000,49680
592492.500,4267716.500,42240
